,arr_time,exit_time,origin,total,exit_time_binned,destination
32103,540,574,Barons Court,1,18,513
32104,517,551,Barons Court,1,16,513
32105,428,461,Barons Court,1,10,644
32106,520,557,Barons Court,1,17,644
32107,479,510,Barons Court,1,13,644
32108,466,500,Barons Court,1,13,644
32109,514,549,Barons Court,1,16,644
32110,501,534,Barons Court,1,15,513
32111,490,522,Barons Court,1,14,513
32112,457,491,Barons Court,1,12,644
32113,479,510,Barons Court,1,13,644
32114,522,557,Barons Court,1,17,644
32115,429,462,Barons Court,1,10,513
32116,494,526,Barons Court,1,15,644
32117,441,469,Barons Court,1,11,644
32118,487,521,Barons Court,1,14,644
32119,495,527,Barons Court,1,15,644
32120,499,534,Barons Court,1,15,644
32121,551,584,Barons Court,1,18,513
32122,616,645,Barons Court,1,22,513
32123,494,526,Barons Court,1,15,644
32124,467,503,Barons Court,1,13,513
32125,468,504,Barons Court,1,13,513
32126,475,507,Barons Court,1,13,644
32127,445,474,Barons Court,1,11,513
32128,512,545,Barons Court,1,16,513
32129,644,676,Barons Court,1,25,644
32130,670,699,Barons Court,1,26,644
32131,432,462,Barons Court,1,10,513
32132,511,546,Barons Court,1,16,644
32133,503,535,Barons Court,1,15,644
32134,444,489,Barons Court,1,12,644
32135,487,520,Barons Court,1,14,644
32136,428,462,Barons Court,1,10,644
32137,458,491,Barons Court,1,12,644
32138,467,501,Barons Court,1,13,644
32139,448,478,Barons Court,1,11,513
32140,513,549,Barons Court,1,16,644
32141,515,549,Barons Court,1,16,644
32142,646,679,Barons Court,1,25,513
32143,505,537,Barons Court,1,15,513
32144,391,425,Barons Court,1,8,644
32145,523,557,Barons Court,1,17,644
32146,575,607,Barons Court,1,20,644
32147,492,526,Barons Court,1,15,644
32148,457,488,Barons Court,1,12,644
32149,505,539,Barons Court,1,15,644
32150,500,534,Barons Court,1,15,644
32151,527,562,Barons Court,1,17,644
32152,544,574,Barons Court,1,18,513
32153,501,535,Barons Court,1,15,644
32154,546,576,Barons Court,1,18,513
32155,458,489,Barons Court,1,12,513
32156,584,616,Barons Court,1,21,513
32157,497,527,Barons Court,1,15,644
32158,410,447,Barons Court,1,9,644
32159,465,496,Barons Court,1,13,644
32160,459,491,Barons Court,1,12,644
32161,487,520,Barons Court,1,14,644
32162,434,469,Gidea Park,1,11,513
32163,483,530,Gidea Park,1,15,513
32164,499,541,Gidea Park,1,16,513
32165,547,594,Gidea Park,1,19,513
32166,503,544,Gidea Park,1,16,513
32167,622,667,Gidea Park,1,24,513
32168,422,458,Gidea Park,1,10,513
32169,423,459,Gidea Park,1,10,513
32170,505,544,Gidea Park,1,16,513
32171,606,652,Gidea Park,1,23,513
32172,461,503,Gidea Park,1,13,513
32173,442,480,Gidea Park,1,11,513
32174,485,529,Gidea Park,1,15,513
32175,520,557,Gidea Park,1,17,513
32176,559,601,Gidea Park,1,20,513
32177,479,518,Gidea Park,1,14,513
32178,460,503,Gidea Park,1,13,513
32179,531,571,Gidea Park,1,18,513
32180,519,558,Gidea Park,1,17,513
32181,471,509,Gidea Park,1,13,513
32182,553,594,Gidea Park,1,19,513
32183,458,509,Gidea Park,1,13,513
32184,502,544,Gidea Park,1,16,513
32185,402,439,Gidea Park,1,9,513
32186,515,560,Gidea Park,1,17,513
32187,402,436,Gidea Park,1,9,513
32188,440,471,Bayswater,1,11,644
32189,500,529,Bayswater,1,15,644
32190,651,681,Bayswater,1,25,644
32191,534,573,Bayswater,1,18,644
32192,529,564,Bayswater,1,17,644
32193,558,597,Bayswater,1,19,644
32194,512,553,Bayswater,1,16,644
32195,514,553,Bayswater,1,16,644
32196,479,512,Bayswater,1,14,644
32197,666,691,Bayswater,1,26,513
32198,485,508,Bayswater,1,13,513
32199,480,512,Bayswater,1,14,644
32200,457,492,Bayswater,1,12,644
32201,528,564,Bayswater,1,17,644
32202,512,555,Bayswater,1,16,644
32203,584,616,Bayswater,1,21,644
32204,446,473,Harringay,1,11,513
32205,479,524,Harringay,1,14,513
32206,486,526,Harringay,1,15,644
32207,430,462,Harringay,1,10,513
32208,464,494,Harringay,1,12,644
32209,483,520,Harringay,1,14,644
32210,423,451,Harringay,1,10,644
32211,605,639,Harringay,1,22,644
32212,600,639,Harringay,1,22,644
32213,477,519,Harringay,1,14,513
32214,489,528,Harringay,1,15,644
32215,388,412,Harringay,1,7,644
32216,585,614,Harringay,1,20,513
32217,493,529,Harringay,1,15,644
32218,463,473,Embankment,1,11,644
32219,485,494,Embankment,1,12,644
32220,485,494,Embankment,1,12,644
32221,495,504,Embankment,1,13,644
32222,496,507,Embankment,1,13,644
32223,499,509,Embankment,1,13,644
32224,582,593,Embankment,1,19,644
32225,616,626,Embankment,1,21,644
32226,638,649,Embankment,1,23,644
32227,645,656,Embankment,1,23,644
32228,649,661,Embankment,1,24,644
32229,649,661,Embankment,1,24,644
32230,654,667,Embankment,1,24,644
32231,676,690,Embankment,1,25,644
32232,680,690,Embankment,1,25,644
32233,680,690,Embankment,1,25,644
32234,695,717,Embankment,1,27,644
32235,707,719,Embankment,1,27,644
32236,605,616,Embankment,1,21,644
32237,702,712,Embankment,1,27,644
32238,505,515,Embankment,1,14,644
32239,627,639,Embankment,1,22,644
32240,485,494,Embankment,1,12,644
32241,654,667,Embankment,1,24,644
32242,494,504,Embankment,1,13,644
32243,673,684,Embankment,1,25,644
32244,556,571,Embankment,1,18,644
32245,495,512,Embankment,1,14,513
32246,535,547,Embankment,1,16,644
32247,482,492,Embankment,1,12,644
32248,587,597,Embankment,1,19,644
32249,457,467,Embankment,1,11,644
32250,692,701,Embankment,1,26,644
32251,595,607,Embankment,1,20,644
32252,680,690,Embankment,1,25,644
32253,578,587,Embankment,1,19,644
32254,493,502,Embankment,1,13,644
32255,582,593,Embankment,1,19,644
32256,513,523,Embankment,1,14,644
32257,578,589,Embankment,1,19,644
32258,692,701,Embankment,1,26,644
32259,528,540,Embankment,1,15,644
32260,607,618,Embankment,1,21,644
32261,592,602,Embankment,1,20,644
32262,535,547,Embankment,1,16,644
32263,513,523,Embankment,1,14,644
32264,582,593,Embankment,1,19,644
32265,544,557,Embankment,1,17,644
32266,708,719,Embankment,1,27,644
32267,630,641,Embankment,1,22,644
32268,498,512,Embankment,1,14,644
32269,447,459,Embankment,1,10,644
32270,642,657,Embankment,1,23,644
32271,688,697,Embankment,1,26,644
32272,554,568,Embankment,1,17,644
32273,686,696,Embankment,1,26,644
32274,515,525,Embankment,1,14,644
32275,653,662,Embankment,1,24,644
32276,557,571,Embankment,1,18,644
32277,626,636,Embankment,1,22,644
32278,647,659,Embankment,1,23,644
32279,654,662,Embankment,1,24,644
32280,596,607,Embankment,1,20,644
32281,695,717,Embankment,1,27,644
32282,627,640,Embankment,1,22,644
32283,447,473,Finchley Road,1,11,644
32284,454,478,Finchley Road,1,11,513
32285,473,496,Finchley Road,1,13,513
32286,483,505,Finchley Road,1,13,513
32287,478,503,Finchley Road,1,13,513
32288,502,525,Finchley Road,1,14,513
32289,504,532,Finchley Road,1,15,513
32290,517,550,Finchley Road,1,16,513
32291,542,567,Finchley Road,1,17,513
32292,558,582,Finchley Road,1,18,513
32293,589,613,Finchley Road,1,20,513
32294,474,500,Finchley Road,1,13,644
32295,573,597,Finchley Road,1,19,513
32296,473,500,Finchley Road,1,13,644
32297,492,518,Finchley Road,1,14,513
32298,509,537,Finchley Road,1,15,513
32299,478,504,Finchley Road,1,13,513
32300,481,506,Finchley Road,1,13,513
32301,501,528,Finchley Road,1,15,513
32302,591,616,Finchley Road,1,21,513
32303,497,524,Finchley Road,1,14,644
32304,441,466,Finchley Road,1,11,513
32305,536,561,Finchley Road,1,17,513
32306,501,528,Finchley Road,1,15,644
32307,413,434,Finchley Road,1,8,513
32308,593,616,Finchley Road,1,21,513
32309,496,525,Finchley Road,1,14,513
32310,498,525,Finchley Road,1,14,513
32311,626,650,Finchley Road,1,23,513
32312,510,537,Finchley Road,1,15,513
32313,440,463,Finchley Road,1,10,513
32314,503,532,Finchley Road,1,15,513
32315,540,565,Finchley Road,1,17,513
32316,524,554,Finchley Road,1,16,644
32317,497,522,Finchley Road,1,14,644
32318,457,477,Finchley Road,1,11,513
32319,385,407,Finchley Road,1,7,513
32320,692,717,Finchley Road,1,27,513
32321,515,541,Finchley Road,1,16,513
32322,480,505,Finchley Road,1,13,513
32323,483,509,Finchley Road,1,13,644
32324,396,419,Finchley Road,1,7,513
32325,454,478,Finchley Road,1,11,513
32326,503,531,Finchley Road,1,15,513
32327,585,618,Finchley Road,1,21,513
32328,514,541,Finchley Road,1,16,513
32329,474,500,Finchley Road,1,13,644
32330,522,554,Finchley Road,1,16,513
32331,587,613,Finchley Road,1,20,513
32332,395,420,Finchley Road,1,7,513
32333,528,556,Finchley Road,1,17,513
32334,526,557,Finchley Road,1,17,644
32335,513,540,Finchley Road,1,15,513
32336,513,540,Finchley Road,1,15,513
32337,446,471,Finchley Road,1,11,513
32338,503,532,Finchley Road,1,15,513
32339,564,589,Finchley Road,1,19,513
32340,475,502,Finchley Road,1,13,513
32341,441,473,Kensington Olympia,1,11,644
32342,503,552,Kensington Olympia,1,16,513
32343,557,590,Kensington Olympia,1,19,513
32344,557,590,Kensington Olympia,1,19,513
32345,651,681,Kensington Olympia,1,25,513
32346,503,556,Kensington Olympia,1,17,513
32347,422,475,Pinner,1,11,513
32348,473,535,Pinner,1,15,513
32349,489,544,Pinner,1,16,513
32350,499,550,Pinner,1,16,644
32351,529,576,Pinner,1,18,513
32352,489,545,Pinner,1,16,513
32353,576,639,Pinner,1,22,644
32354,371,418,Pinner,1,7,644
32355,488,545,Pinner,1,16,644
32356,485,532,Pinner,1,15,644
32357,521,577,Pinner,1,18,644
32358,487,534,Pinner,1,15,644
32359,482,544,Pinner,1,16,513
32360,545,599,Pinner,1,19,644
32361,541,591,Pinner,1,19,644
32362,464,525,Pinner,1,14,513
32363,458,517,Pinner,1,14,644
32364,402,463,Pinner,1,10,644
32365,429,481,Pinner,1,12,513
32366,453,513,Pinner,1,14,644
32367,519,567,Pinner,1,17,513
32368,612,666,Pinner,1,24,513
32369,456,511,Pinner,1,14,513
32370,466,515,Pinner,1,14,644
32371,471,525,Pinner,1,14,644
32372,474,479,Tower Hill,1,11,644
32373,481,486,Tower Hill,1,12,644
32374,502,505,Tower Hill,1,13,644
32375,508,512,Tower Hill,1,14,644
32376,526,532,Tower Hill,1,15,644
32377,526,535,Tower Hill,1,15,644
32378,538,541,Tower Hill,1,16,644
32379,551,555,Tower Hill,1,16,644
32380,524,527,Tower Hill,1,15,644
32381,539,543,Tower Hill,1,16,644
32382,541,546,Tower Hill,1,16,644
32383,643,648,Tower Hill,1,23,644
32384,706,711,Tower Hill,1,27,644
32385,496,498,Tower Hill,1,13,644
32386,597,601,Tower Hill,1,20,644
32387,609,613,Tower Hill,1,20,644
32388,484,490,Tower Hill,1,12,644
32389,488,491,Tower Hill,1,12,644
32390,559,564,Tower Hill,1,17,644
32391,556,564,Tower Hill,1,17,644
32392,466,471,Tower Hill,1,11,644
32393,522,526,Tower Hill,1,15,644
32394,671,681,Tower Hill,1,25,513
32395,627,634,Tower Hill,1,22,644
32396,552,564,Tower Hill,1,17,644
32397,499,505,Tower Hill,1,13,644
32398,504,509,Tower Hill,1,13,644
32399,335,338,Tower Hill,1,2,644
32400,539,543,Tower Hill,1,16,644
32401,706,716,Tower Hill,1,27,513
32402,659,663,Tower Hill,1,24,644
32403,464,468,Tower Hill,1,11,644
32404,714,720,Tower Hill,1,27,644
32405,619,626,Tower Hill,1,21,644
32406,457,461,Tower Hill,1,10,644
32407,457,461,Tower Hill,1,10,644
32408,678,692,Tower Hill,1,26,513
32409,697,703,Tower Hill,1,26,644
32410,467,472,Tower Hill,1,11,644
32411,534,538,Tower Hill,1,15,644
32412,459,463,Tower Hill,1,10,644
32413,587,590,Tower Hill,1,19,644
32414,513,518,Tower Hill,1,14,644
32415,686,689,Tower Hill,1,25,644
32416,456,461,Tower Hill,1,10,644
32417,498,502,Tower Hill,1,13,644
32418,529,532,Tower Hill,1,15,644
32419,590,593,Tower Hill,1,19,644
32420,385,391,Tower Hill,1,6,644
32421,488,491,Tower Hill,1,12,644
32422,519,524,Tower Hill,1,14,644
32423,500,505,Tower Hill,1,13,644
32424,429,432,Tower Hill,1,8,644
32425,503,515,Tower Hill,1,14,513
32426,638,642,Tower Hill,1,22,644
32427,708,714,Tower Hill,1,27,644
32428,433,469,West Dulwich,1,11,644
32429,461,500,West Dulwich,1,13,644
32430,451,489,West Dulwich,1,12,644
32431,565,606,West Dulwich,1,20,513
32432,508,550,West Dulwich,1,16,513
32433,472,500,West Dulwich,1,13,644
32434,501,553,West Dulwich,1,16,644
32435,571,611,West Dulwich,1,20,644
32436,485,513,West Dulwich,1,14,644
32437,454,480,Surrey Quays,1,11,513
32438,466,490,Surrey Quays,1,12,644
32439,471,491,Surrey Quays,1,12,513
32440,630,647,Surrey Quays,1,23,644
32441,624,641,Surrey Quays,1,22,513
32442,498,522,Surrey Quays,1,14,644
32443,511,531,Surrey Quays,1,15,513
32444,586,602,Surrey Quays,1,20,513
32445,544,563,Surrey Quays,1,17,513
32446,420,443,Surrey Quays,1,9,513
32447,420,440,Surrey Quays,1,9,513
32448,490,510,Surrey Quays,1,13,513
32449,561,580,Surrey Quays,1,18,513
32450,442,464,Surrey Quays,1,10,644
32451,514,539,Surrey Quays,1,15,513
32452,549,567,Surrey Quays,1,17,513
32453,544,569,Surrey Quays,1,17,513
32454,504,528,Surrey Quays,1,15,513
32455,382,397,Surrey Quays,1,6,644
32456,625,648,Surrey Quays,1,23,644
32457,517,540,Surrey Quays,1,15,513
32458,512,538,Surrey Quays,1,15,513
32459,439,480,Northwick Park,1,11,513
32460,451,493,Northwick Park,1,12,513
32461,485,525,Northwick Park,1,14,513
32462,504,550,Northwick Park,1,16,513
32463,514,556,Northwick Park,1,17,513
32464,526,579,Northwick Park,1,18,513
32465,523,569,Northwick Park,1,17,513
32466,473,525,Northwick Park,1,14,644
32467,467,515,Northwick Park,1,14,644
32468,565,612,Northwick Park,1,20,644
32469,578,616,Northwick Park,1,21,513
32470,467,514,Northwick Park,1,14,513
32471,520,565,Northwick Park,1,17,513
32472,458,506,Northwick Park,1,13,513
32473,471,512,Northwick Park,1,14,513
32474,544,587,Northwick Park,1,19,644
32475,450,496,Northwick Park,1,13,644
32476,439,482,Northwick Park,1,12,513
32477,457,505,Northwick Park,1,13,513
32478,548,591,Northwick Park,1,19,644
32479,487,525,Northwick Park,1,14,513
32480,617,671,Northwick Park,1,24,644
32481,378,425,Northwick Park,1,8,513
32482,512,559,Northwick Park,1,17,644
32483,513,563,Northwick Park,1,17,644
32484,443,493,Northwick Park,1,12,644
32485,459,510,Northwick Park,1,13,644
32486,437,489,Northwick Park,1,12,513
32487,465,482,Canary Wharf DLR,1,12,513
32488,487,504,Canary Wharf DLR,1,13,513
32489,499,519,Canary Wharf DLR,1,14,513
32490,506,526,Canary Wharf DLR,1,15,644
32491,504,528,Canary Wharf DLR,1,15,513
32492,514,533,Canary Wharf DLR,1,15,513
32493,516,535,Canary Wharf DLR,1,15,513
32494,515,537,Canary Wharf DLR,1,15,513
32495,516,538,Canary Wharf DLR,1,15,513
32496,527,546,Canary Wharf DLR,1,16,513
32497,542,559,Canary Wharf DLR,1,17,513
32498,548,564,Canary Wharf DLR,1,17,513
32499,558,574,Canary Wharf DLR,1,18,513
32500,562,580,Canary Wharf DLR,1,18,644
32501,533,583,Canary Wharf DLR,1,18,513
32502,565,582,Canary Wharf DLR,1,18,513
32503,575,591,Canary Wharf DLR,1,19,513
32504,573,592,Canary Wharf DLR,1,19,513
32505,602,620,Canary Wharf DLR,1,21,513
32506,602,620,Canary Wharf DLR,1,21,513
32507,606,623,Canary Wharf DLR,1,21,513
32508,605,623,Canary Wharf DLR,1,21,513
32509,611,630,Canary Wharf DLR,1,21,513
32510,621,638,Canary Wharf DLR,1,22,513
32511,620,638,Canary Wharf DLR,1,22,513
32512,616,634,Canary Wharf DLR,1,22,513
32513,624,644,Canary Wharf DLR,1,22,644
32514,626,644,Canary Wharf DLR,1,22,513
32515,633,648,Canary Wharf DLR,1,23,513
32516,639,653,Canary Wharf DLR,1,23,513
32517,643,657,Canary Wharf DLR,1,23,513
32518,641,658,Canary Wharf DLR,1,23,513
32519,642,658,Canary Wharf DLR,1,23,513
32520,669,687,Canary Wharf DLR,1,25,513
32521,673,688,Canary Wharf DLR,1,25,513
32522,666,683,Canary Wharf DLR,1,25,513
32523,680,698,Canary Wharf DLR,1,26,513
32524,681,699,Canary Wharf DLR,1,26,513
32525,683,704,Canary Wharf DLR,1,26,513
32526,690,709,Canary Wharf DLR,1,27,513
32527,695,713,Canary Wharf DLR,1,27,513
32528,698,713,Canary Wharf DLR,1,27,513
32529,702,717,Canary Wharf DLR,1,27,513
32530,512,534,Canary Wharf DLR,1,15,644
32531,634,649,Canary Wharf DLR,1,23,513
32532,681,699,Canary Wharf DLR,1,26,513
32533,548,563,Canary Wharf DLR,1,17,644
32534,562,580,Canary Wharf DLR,1,18,513
32535,502,521,Canary Wharf DLR,1,14,513
32536,583,598,Canary Wharf DLR,1,19,513
32537,490,510,Canary Wharf DLR,1,13,513
32538,690,707,Canary Wharf DLR,1,27,513
32539,690,709,Canary Wharf DLR,1,27,513
32540,454,472,Canary Wharf DLR,1,11,513
32541,499,518,Canary Wharf DLR,1,14,513
32542,527,546,Canary Wharf DLR,1,16,513
32543,539,556,Canary Wharf DLR,1,17,513
32544,581,598,Canary Wharf DLR,1,19,513
32545,609,629,Canary Wharf DLR,1,21,513
32546,609,628,Canary Wharf DLR,1,21,513
32547,677,694,Canary Wharf DLR,1,26,513
32548,481,500,Canary Wharf DLR,1,13,513
32549,434,450,Canary Wharf DLR,1,9,513
32550,623,638,Canary Wharf DLR,1,22,513
32551,630,648,Canary Wharf DLR,1,23,513
32552,455,473,Canary Wharf DLR,1,11,513
32553,500,522,Canary Wharf DLR,1,14,513
32554,547,564,Canary Wharf DLR,1,17,513
32555,609,630,Canary Wharf DLR,1,21,644
32556,577,594,Canary Wharf DLR,1,19,513
32557,665,683,Canary Wharf DLR,1,25,513
32558,402,419,Canary Wharf DLR,1,7,513
32559,590,611,Canary Wharf DLR,1,20,513
32560,640,658,Canary Wharf DLR,1,23,513
32561,678,692,Canary Wharf DLR,1,26,513
32562,675,693,Canary Wharf DLR,1,26,513
32563,464,483,Canary Wharf DLR,1,12,513
32564,490,509,Canary Wharf DLR,1,13,513
32565,611,630,Canary Wharf DLR,1,21,513
32566,641,659,Canary Wharf DLR,1,23,513
32567,635,654,Canary Wharf DLR,1,23,644
32568,698,714,Canary Wharf DLR,1,27,644
32569,552,571,Canary Wharf DLR,1,18,644
32570,602,620,Canary Wharf DLR,1,21,513
32571,515,533,Canary Wharf DLR,1,15,513
32572,651,668,Canary Wharf DLR,1,24,513
32573,489,509,Canary Wharf DLR,1,13,644
32574,627,642,Canary Wharf DLR,1,22,513
32575,372,405,Canary Wharf DLR,1,6,513
32576,471,488,Canary Wharf DLR,1,12,644
32577,620,639,Canary Wharf DLR,1,22,513
32578,640,658,Canary Wharf DLR,1,23,513
32579,697,713,Canary Wharf DLR,1,27,513
32580,650,668,Canary Wharf DLR,1,24,513
32581,682,698,Canary Wharf DLR,1,26,513
32582,648,663,Canary Wharf DLR,1,24,513
32583,540,556,Canary Wharf DLR,1,17,513
32584,509,530,Canary Wharf DLR,1,15,644
32585,393,411,Canary Wharf DLR,1,7,513
32586,513,534,Canary Wharf DLR,1,15,644
32587,498,517,Canary Wharf DLR,1,14,644
32588,609,630,Canary Wharf DLR,1,21,513
32589,695,714,Canary Wharf DLR,1,27,513
32590,657,672,Canary Wharf DLR,1,24,513
32591,608,623,Canary Wharf DLR,1,21,513
32592,621,638,Canary Wharf DLR,1,22,513
32593,642,659,Canary Wharf DLR,1,23,644
32594,522,539,Canary Wharf DLR,1,15,644
32595,611,630,Canary Wharf DLR,1,21,513
32596,621,638,Canary Wharf DLR,1,22,513
32597,663,678,Canary Wharf DLR,1,25,513
32598,698,713,Canary Wharf DLR,1,27,513
32599,635,652,Canary Wharf DLR,1,23,513
32600,690,708,Canary Wharf DLR,1,27,513
32601,610,628,Canary Wharf DLR,1,21,513
32602,620,638,Canary Wharf DLR,1,22,513
32603,577,593,Canary Wharf DLR,1,19,513
32604,610,630,Canary Wharf DLR,1,21,513
32605,434,450,Canary Wharf DLR,1,9,513
32606,687,703,Canary Wharf DLR,1,26,513
32607,445,463,Canary Wharf DLR,1,10,513
32608,577,597,Canary Wharf DLR,1,19,513
32609,491,510,Canary Wharf DLR,1,13,513
32610,652,669,Canary Wharf DLR,1,24,513
32611,698,713,Canary Wharf DLR,1,27,513
32612,690,708,Canary Wharf DLR,1,27,513
32613,703,719,Canary Wharf DLR,1,27,644
32614,557,574,Canary Wharf DLR,1,18,513
32615,569,587,Canary Wharf DLR,1,19,513
32616,503,522,Canary Wharf DLR,1,14,513
32617,602,620,Canary Wharf DLR,1,21,513
32618,658,673,Canary Wharf DLR,1,24,513
32619,600,622,Canary Wharf DLR,1,21,513
32620,532,553,Canary Wharf DLR,1,16,513
32621,639,657,Canary Wharf DLR,1,23,644
32622,648,663,Canary Wharf DLR,1,24,513
32623,565,583,Canary Wharf DLR,1,18,513
32624,424,444,Canary Wharf DLR,1,9,513
32625,538,556,Canary Wharf DLR,1,17,513
32626,561,579,Canary Wharf DLR,1,18,513
32627,646,662,Canary Wharf DLR,1,24,513
32628,507,527,Canary Wharf DLR,1,15,644
32629,556,570,Canary Wharf DLR,1,17,513
32630,699,717,Canary Wharf DLR,1,27,513
32631,487,503,Canary Wharf DLR,1,13,513
32632,651,668,Canary Wharf DLR,1,24,644
32633,589,611,Canary Wharf DLR,1,20,513
32634,666,683,Canary Wharf DLR,1,25,513
32635,702,718,Canary Wharf DLR,1,27,644
32636,523,541,Canary Wharf DLR,1,16,644
32637,673,687,Canary Wharf DLR,1,25,513
32638,696,715,Canary Wharf DLR,1,27,644
32639,411,430,Canary Wharf DLR,1,8,513
32640,579,595,Canary Wharf DLR,1,19,513
32641,631,660,Canary Wharf DLR,1,23,513
32642,684,703,Canary Wharf DLR,1,26,513
32643,444,465,Canary Wharf DLR,1,10,513
32644,578,594,Canary Wharf DLR,1,19,513
32645,623,639,Canary Wharf DLR,1,22,513
32646,691,708,Canary Wharf DLR,1,27,513
32647,694,714,Canary Wharf DLR,1,27,513
32648,503,523,Canary Wharf DLR,1,14,513
32649,491,510,Canary Wharf DLR,1,13,513
32650,508,532,Canary Wharf DLR,1,15,513
32651,537,556,Canary Wharf DLR,1,17,513
32652,575,592,Canary Wharf DLR,1,19,644
32653,477,497,Canary Wharf DLR,1,13,513
32654,545,564,Canary Wharf DLR,1,17,513
32655,595,612,Canary Wharf DLR,1,20,513
32656,667,684,Canary Wharf DLR,1,25,644
32657,693,708,Canary Wharf DLR,1,27,513
32658,573,592,Canary Wharf DLR,1,19,513
32659,479,501,Canary Wharf DLR,1,13,513
32660,535,552,Canary Wharf DLR,1,16,513
32661,678,692,Canary Wharf DLR,1,26,513
32662,554,571,Canary Wharf DLR,1,18,513
32663,556,575,Canary Wharf DLR,1,18,513
32664,570,586,Canary Wharf DLR,1,19,513
32665,580,599,Canary Wharf DLR,1,19,644
32666,591,612,Canary Wharf DLR,1,20,513
32667,604,619,Canary Wharf DLR,1,21,513
32668,577,594,Canary Wharf DLR,1,19,513
32669,663,677,Canary Wharf DLR,1,25,513
32670,545,564,Canary Wharf DLR,1,17,513
32671,613,629,Canary Wharf DLR,1,21,513
32672,444,465,Canary Wharf DLR,1,10,513
32673,578,595,Canary Wharf DLR,1,19,513
32674,654,668,Canary Wharf DLR,1,24,513
32675,526,544,Canary Wharf DLR,1,16,513
32676,571,587,Canary Wharf DLR,1,19,513
32677,636,653,Canary Wharf DLR,1,23,513
32678,690,708,Canary Wharf DLR,1,27,513
32679,459,476,Canary Wharf DLR,1,11,513
32680,651,668,Canary Wharf DLR,1,24,513
32681,661,679,Canary Wharf DLR,1,25,513
32682,701,720,Canary Wharf DLR,1,27,513
32683,539,556,Canary Wharf DLR,1,17,513
32684,532,548,Canary Wharf DLR,1,16,513
32685,531,549,Canary Wharf DLR,1,16,513
32686,641,658,Canary Wharf DLR,1,23,513
32687,665,683,Canary Wharf DLR,1,25,513
32688,537,555,Canary Wharf DLR,1,16,513
32689,601,620,Canary Wharf DLR,1,21,513
32690,610,630,Canary Wharf DLR,1,21,513
32691,636,652,Canary Wharf DLR,1,23,513
32692,687,704,Canary Wharf DLR,1,26,513
32693,431,447,Canary Wharf DLR,1,9,513
32694,537,555,Canary Wharf DLR,1,16,513
32695,562,580,Canary Wharf DLR,1,18,644
32696,698,713,Canary Wharf DLR,1,27,513
32697,466,483,Canary Wharf DLR,1,12,513
32698,496,513,Canary Wharf DLR,1,14,513
32699,671,687,Canary Wharf DLR,1,25,513
32700,681,697,Canary Wharf DLR,1,26,513
32701,489,509,Canary Wharf DLR,1,13,513
32702,507,528,Canary Wharf DLR,1,15,513
32703,513,535,Canary Wharf DLR,1,15,513
32704,573,592,Canary Wharf DLR,1,19,513
32705,584,604,Canary Wharf DLR,1,20,513
32706,623,639,Canary Wharf DLR,1,22,513
32707,640,657,Canary Wharf DLR,1,23,513
32708,487,505,Canary Wharf DLR,1,13,513
32709,671,687,Canary Wharf DLR,1,25,513
32710,677,692,Canary Wharf DLR,1,26,513
32711,504,526,Canary Wharf DLR,1,15,513
32712,555,570,Canary Wharf DLR,1,17,644
32713,573,591,Canary Wharf DLR,1,19,513
32714,623,639,Canary Wharf DLR,1,22,513
32715,667,683,Canary Wharf DLR,1,25,513
32716,701,717,Canary Wharf DLR,1,27,513
32717,392,413,Canary Wharf DLR,1,7,644
32718,464,483,Canary Wharf DLR,1,12,513
32719,525,544,Canary Wharf DLR,1,16,513
32720,541,560,Canary Wharf DLR,1,17,513
32721,626,644,Canary Wharf DLR,1,22,513
32722,648,663,Canary Wharf DLR,1,24,513
32723,646,662,Canary Wharf DLR,1,24,513
32724,547,563,Canary Wharf DLR,1,17,513
32725,599,619,Canary Wharf DLR,1,21,644
32726,690,709,Canary Wharf DLR,1,27,513
32727,503,522,Canary Wharf DLR,1,14,513
32728,541,559,Canary Wharf DLR,1,17,513
32729,476,496,Canary Wharf DLR,1,13,644
32730,500,524,Canary Wharf DLR,1,14,513
32731,596,611,Canary Wharf DLR,1,20,513
32732,665,683,Canary Wharf DLR,1,25,513
32733,623,639,Canary Wharf DLR,1,22,513
32734,635,653,Canary Wharf DLR,1,23,644
32735,670,688,Canary Wharf DLR,1,25,513
32736,504,527,Canary Wharf DLR,1,15,513
32737,617,634,Canary Wharf DLR,1,22,513
32738,545,564,Canary Wharf DLR,1,17,513
32739,666,683,Canary Wharf DLR,1,25,513
32740,468,482,Russell Square,1,12,513
32741,596,613,Russell Square,1,20,513
32742,623,638,Russell Square,1,22,513
32743,661,677,Russell Square,1,25,513
32744,685,700,Russell Square,1,26,513
32745,544,561,Russell Square,1,17,513
32746,596,614,Russell Square,1,20,513
32747,596,613,Russell Square,1,20,513
32748,596,613,Russell Square,1,20,513
32749,596,613,Russell Square,1,20,513
32750,478,493,Russell Square,1,12,513
32751,537,553,Russell Square,1,16,513
32752,622,637,Russell Square,1,22,513
32753,596,613,Russell Square,1,20,513
32754,612,626,Russell Square,1,21,513
32755,596,613,Russell Square,1,20,513
32756,455,466,Russell Square,1,11,513
32757,691,717,Russell Square,1,27,644
32758,488,504,Russell Square,1,13,513
32759,501,514,Russell Square,1,14,513
32760,456,471,Russell Square,1,11,513
32761,596,614,Russell Square,1,20,513
32762,493,508,Russell Square,1,13,513
32763,576,590,Russell Square,1,19,513
