,arr_time,exit_time,origin,total,exit_time_binned,destination
8801,518,545,Clapham North,1,16,513
8802,549,569,Clapham North,1,17,644
8803,397,420,Clapham North,1,7,513
8804,441,467,Clapham North,1,11,644
8805,487,515,Clapham North,1,14,513
8806,512,540,Clapham North,1,15,644
8807,532,555,Clapham North,1,16,513
8808,530,556,Clapham North,1,17,644
8809,449,469,Clapham North,1,11,513
8810,558,587,Clapham North,1,19,513
8811,592,614,Clapham North,1,20,644
8812,437,458,Clapham North,1,10,644
8813,646,668,Clapham North,1,24,644
8814,646,669,Clapham North,1,24,644
8815,457,480,Clapham North,1,11,513
8816,487,515,Clapham North,1,14,513
8817,510,545,Clapham North,1,16,513
8818,540,564,Clapham North,1,17,513
8819,588,605,Clapham North,1,20,644
8820,395,413,Clapham North,1,7,513
8821,453,472,Clapham North,1,11,513
8822,456,475,Clapham North,1,11,513
8823,518,546,Clapham North,1,16,513
8824,570,589,Clapham North,1,19,513
8825,576,594,Clapham North,1,19,644
8826,450,469,Clapham North,1,11,513
8827,472,493,Clapham North,1,12,644
8828,474,496,Clapham North,1,13,513
8829,543,565,Clapham North,1,17,644
8830,456,473,Clapham North,1,11,513
8831,473,493,Clapham North,1,12,513
8832,498,527,Clapham North,1,15,644
8833,535,558,Clapham North,1,17,513
8834,625,647,Clapham North,1,23,513
8835,438,462,Clapham North,1,10,513
8836,458,479,Clapham North,1,11,513
8837,427,447,Clapham North,1,9,513
8838,432,452,Clapham North,1,10,513
8839,646,668,Clapham North,1,24,644
8840,345,367,Clapham North,1,4,513
8841,641,660,Clapham North,1,23,644
8842,457,479,Clapham North,1,11,513
8843,476,497,Clapham North,1,13,513
8844,525,549,Clapham North,1,16,513
8845,422,440,Clapham North,1,9,513
8846,451,471,Clapham North,1,11,513
8847,459,485,Clapham North,1,12,644
8848,507,537,Clapham North,1,15,513
8849,418,436,Clapham North,1,9,644
8850,485,507,Clapham North,1,13,513
8851,484,509,Clapham North,1,13,644
8852,539,563,Clapham North,1,17,513
8853,624,643,Clapham North,1,22,513
8854,380,401,Clapham North,1,6,513
8855,441,467,Clapham North,1,11,513
8856,446,467,Clapham North,1,11,644
8857,463,486,Clapham North,1,12,644
8858,446,469,Clapham North,1,11,513
8859,493,519,Clapham North,1,14,513
8860,547,567,Clapham North,1,17,644
8861,436,456,Clapham North,1,10,513
8862,466,487,Clapham North,1,12,513
8863,367,390,Clapham North,1,5,513
8864,490,516,Clapham North,1,14,513
8865,539,563,Clapham North,1,17,513
8866,558,581,Clapham North,1,18,513
8867,577,598,Clapham North,1,19,513
8868,453,471,Clapham North,1,11,644
8869,425,444,Clapham North,1,9,644
8870,476,504,Clapham North,1,13,513
8871,417,437,Clapham North,1,9,513
8872,516,546,Clapham North,1,16,513
8873,474,497,Clapham North,1,13,513
8874,470,490,Clapham North,1,12,513
8875,548,569,Clapham North,1,17,644
8876,463,484,Clapham North,1,12,513
8877,488,515,Clapham North,1,14,513
8878,491,516,Clapham North,1,14,644
8879,477,504,Clapham North,1,13,644
8880,484,508,Clapham North,1,13,513
8881,489,517,Clapham North,1,14,513
8882,525,549,Clapham North,1,16,644
8883,425,443,Clapham North,1,9,513
8884,463,481,Clapham North,1,12,644
8885,576,597,Clapham North,1,19,644
8886,397,420,Clapham North,1,7,513
8887,627,649,Clapham North,1,23,513
8888,424,444,Clapham North,1,9,513
8889,457,479,Clapham North,1,11,513
8890,473,493,Clapham North,1,12,513
8891,488,512,Clapham North,1,14,513
8892,442,467,Clapham North,1,11,513
8893,470,493,Clapham North,1,12,644
8894,470,491,Clapham North,1,12,644
8895,477,503,Clapham North,1,13,513
8896,534,559,Clapham North,1,17,513
8897,430,452,Clapham North,1,10,513
8898,522,547,Clapham North,1,16,513
8899,409,428,Clapham North,1,8,513
8900,437,458,Clapham North,1,10,513
8901,444,466,Clapham North,1,11,513
8902,452,472,Clapham North,1,11,513
8903,474,494,Clapham North,1,12,513
8904,535,558,Clapham North,1,17,513
8905,459,481,Clapham North,1,12,513
8906,466,489,Clapham North,1,12,513
8907,488,511,Clapham North,1,14,513
8908,498,538,Clapham North,1,15,513
8909,520,546,Clapham North,1,16,644
8910,553,581,Clapham North,1,18,644
8911,478,504,Clapham North,1,13,513
8912,529,556,Clapham North,1,17,513
8913,482,505,Clapham North,1,13,644
8914,480,505,Clapham North,1,13,513
8915,496,522,Clapham North,1,14,644
8916,437,457,Clapham North,1,10,513
8917,543,565,Clapham North,1,17,513
8918,350,367,Clapham North,1,4,513
8919,475,497,Clapham North,1,13,513
8920,517,546,Clapham North,1,16,644
8921,494,540,Clapham North,1,15,513
8922,504,542,Clapham North,1,16,513
8923,526,554,Clapham North,1,16,644
8924,406,424,Clapham North,1,8,644
8925,424,444,Clapham North,1,9,513
8926,596,615,Clapham North,1,20,513
8927,522,551,Clapham North,1,16,644
8928,457,479,Clapham North,1,11,513
8929,610,632,Clapham North,1,22,513
8930,532,558,Clapham North,1,17,644
8931,357,376,Goodge Street,1,5,513
8932,688,712,Goodge Street,1,27,644
8933,696,714,Goodge Street,1,27,513
8934,568,584,Goodge Street,1,18,513
8935,547,570,Goodge Street,1,17,644
8936,605,622,Goodge Street,1,21,513
8937,568,584,Goodge Street,1,18,513
8938,347,367,Clapham Common,1,4,513
8939,362,382,Clapham Common,1,5,513
8940,360,382,Clapham Common,1,5,513
8941,379,402,Clapham Common,1,6,644
8942,400,419,Clapham Common,1,7,644
8943,399,419,Clapham Common,1,7,513
8944,405,425,Clapham Common,1,8,513
8945,406,426,Clapham Common,1,8,513
8946,410,431,Clapham Common,1,8,513
8947,407,427,Clapham Common,1,8,513
8948,411,431,Clapham Common,1,8,644
8949,420,443,Clapham Common,1,9,644
8950,424,444,Clapham Common,1,9,513
8951,425,447,Clapham Common,1,9,513
8952,430,453,Clapham Common,1,10,513
8953,431,452,Clapham Common,1,10,513
8954,429,453,Clapham Common,1,10,644
8955,433,457,Clapham Common,1,10,513
8956,439,462,Clapham Common,1,10,513
8957,438,462,Clapham Common,1,10,644
8958,440,468,Clapham Common,1,11,513
8959,446,467,Clapham Common,1,11,513
8960,448,469,Clapham Common,1,11,513
8961,448,469,Clapham Common,1,11,513
8962,448,470,Clapham Common,1,11,513
8963,451,471,Clapham Common,1,11,513
8964,450,471,Clapham Common,1,11,513
8965,451,471,Clapham Common,1,11,644
8966,451,471,Clapham Common,1,11,513
8967,451,471,Clapham Common,1,11,513
8968,454,474,Clapham Common,1,11,513
8969,453,475,Clapham Common,1,11,513
8970,457,479,Clapham Common,1,11,513
8971,457,480,Clapham Common,1,11,513
8972,458,482,Clapham Common,1,12,513
8973,459,483,Clapham Common,1,12,513
8974,463,485,Clapham Common,1,12,644
8975,462,485,Clapham Common,1,12,513
8976,466,488,Clapham Common,1,12,644
8977,464,489,Clapham Common,1,12,644
8978,466,488,Clapham Common,1,12,513
8979,469,491,Clapham Common,1,12,644
8980,469,492,Clapham Common,1,12,513
8981,471,494,Clapham Common,1,12,513
8982,471,494,Clapham Common,1,12,513
8983,471,496,Clapham Common,1,13,513
8984,473,495,Clapham Common,1,12,513
8985,472,496,Clapham Common,1,13,644
8986,473,503,Clapham Common,1,13,644
8987,478,503,Clapham Common,1,13,513
8988,476,503,Clapham Common,1,13,513
8989,478,504,Clapham Common,1,13,513
8990,476,504,Clapham Common,1,13,513
8991,478,504,Clapham Common,1,13,513
8992,475,504,Clapham Common,1,13,644
8993,479,505,Clapham Common,1,13,513
8994,477,505,Clapham Common,1,13,513
8995,477,505,Clapham Common,1,13,513
8996,479,507,Clapham Common,1,13,513
8997,484,508,Clapham Common,1,13,513
8998,480,507,Clapham Common,1,13,513
8999,482,509,Clapham Common,1,13,513
9000,485,510,Clapham Common,1,13,513
9001,486,510,Clapham Common,1,13,513
9002,487,512,Clapham Common,1,14,644
9003,488,512,Clapham Common,1,14,644
9004,486,515,Clapham Common,1,14,513
9005,490,524,Clapham Common,1,14,644
9006,500,527,Clapham Common,1,15,513
9007,504,531,Clapham Common,1,15,644
9008,502,532,Clapham Common,1,15,513
9009,497,531,Clapham Common,1,15,644
9010,501,531,Clapham Common,1,15,644
9011,503,534,Clapham Common,1,15,644
9012,502,534,Clapham Common,1,15,513
9013,510,536,Clapham Common,1,15,644
9014,503,535,Clapham Common,1,15,513
9015,503,541,Clapham Common,1,16,513
9016,505,540,Clapham Common,1,15,513
9017,507,542,Clapham Common,1,16,644
9018,512,542,Clapham Common,1,16,513
9019,509,541,Clapham Common,1,16,644
9020,506,541,Clapham Common,1,16,513
9021,502,543,Clapham Common,1,16,644
9022,514,545,Clapham Common,1,16,644
9023,497,544,Clapham Common,1,16,513
9024,515,547,Clapham Common,1,16,513
9025,516,544,Clapham Common,1,16,644
9026,518,547,Clapham Common,1,16,513
9027,509,547,Clapham Common,1,16,513
9028,521,549,Clapham Common,1,16,513
9029,521,549,Clapham Common,1,16,513
9030,525,554,Clapham Common,1,16,644
9031,527,555,Clapham Common,1,16,513
9032,529,558,Clapham Common,1,17,513
9033,533,558,Clapham Common,1,17,644
9034,536,559,Clapham Common,1,17,644
9035,508,558,Clapham Common,1,17,513
9036,537,562,Clapham Common,1,17,513
9037,543,565,Clapham Common,1,17,644
9038,538,565,Clapham Common,1,17,513
9039,540,566,Clapham Common,1,17,513
9040,548,575,Clapham Common,1,18,644
9041,548,574,Clapham Common,1,18,513
9042,551,580,Clapham Common,1,18,644
9043,565,586,Clapham Common,1,19,644
9044,560,599,Clapham Common,1,19,513
9045,573,595,Clapham Common,1,19,644
9046,580,603,Clapham Common,1,20,513
9047,583,604,Clapham Common,1,20,513
9048,588,611,Clapham Common,1,20,644
9049,593,613,Clapham Common,1,20,513
9050,600,620,Clapham Common,1,21,644
9051,606,627,Clapham Common,1,21,513
9052,629,652,Clapham Common,1,23,644
9053,688,712,Clapham Common,1,27,513
9054,492,519,Clapham Common,1,14,644
9055,445,467,Clapham Common,1,11,513
9056,476,502,Clapham Common,1,13,644
9057,509,547,Clapham Common,1,16,513
9058,424,443,Clapham Common,1,9,644
9059,505,539,Clapham Common,1,15,644
9060,460,483,Clapham Common,1,12,513
9061,463,484,Clapham Common,1,12,513
9062,618,639,Clapham Common,1,22,513
9063,484,510,Clapham Common,1,13,513
9064,550,574,Clapham Common,1,18,644
9065,548,573,Clapham Common,1,18,513
9066,570,592,Clapham Common,1,19,644
9067,499,534,Clapham Common,1,15,513
9068,502,538,Clapham Common,1,15,513
9069,504,546,Clapham Common,1,16,513
9070,518,547,Clapham Common,1,16,513
9071,549,574,Clapham Common,1,18,644
9072,494,526,Clapham Common,1,15,513
9073,412,437,Clapham Common,1,9,513
9074,448,469,Clapham Common,1,11,513
9075,453,474,Clapham Common,1,11,513
9076,462,483,Clapham Common,1,12,644
9077,481,509,Clapham Common,1,13,513
9078,569,591,Clapham Common,1,19,513
9079,569,591,Clapham Common,1,19,513
9080,552,582,Clapham Common,1,18,513
9081,476,503,Clapham Common,1,13,513
9082,483,508,Clapham Common,1,13,644
9083,488,512,Clapham Common,1,14,513
9084,512,544,Clapham Common,1,16,513
9085,521,547,Clapham Common,1,16,644
9086,528,556,Clapham Common,1,17,644
9087,581,602,Clapham Common,1,20,513
9088,510,547,Clapham Common,1,16,513
9089,461,483,Clapham Common,1,12,513
9090,463,485,Clapham Common,1,12,513
9091,458,485,Clapham Common,1,12,513
9092,474,496,Clapham Common,1,13,513
9093,492,519,Clapham Common,1,14,644
9094,516,545,Clapham Common,1,16,513
9095,506,544,Clapham Common,1,16,644
9096,462,485,Clapham Common,1,12,513
9097,508,541,Clapham Common,1,16,513
9098,530,556,Clapham Common,1,17,644
9099,410,430,Clapham Common,1,8,513
9100,464,485,Clapham Common,1,12,644
9101,496,527,Clapham Common,1,15,513
9102,457,478,Clapham Common,1,11,644
9103,468,491,Clapham Common,1,12,513
9104,488,514,Clapham Common,1,14,513
9105,490,516,Clapham Common,1,14,513
9106,498,531,Clapham Common,1,15,644
9107,545,568,Clapham Common,1,17,513
9108,495,524,Clapham Common,1,14,513
9109,513,543,Clapham Common,1,16,513
9110,532,559,Clapham Common,1,17,513
9111,561,583,Clapham Common,1,18,513
9112,380,402,Clapham Common,1,6,644
9113,406,425,Clapham Common,1,8,513
9114,441,467,Clapham Common,1,11,513
9115,456,478,Clapham Common,1,11,644
9116,538,565,Clapham Common,1,17,513
9117,388,410,Clapham Common,1,7,513
9118,387,410,Clapham Common,1,7,644
9119,393,413,Clapham Common,1,7,644
9120,432,453,Clapham Common,1,10,644
9121,470,490,Clapham Common,1,12,644
9122,484,509,Clapham Common,1,13,513
9123,496,532,Clapham Common,1,15,513
9124,396,419,Clapham Common,1,7,513
9125,458,486,Clapham Common,1,12,513
9126,476,502,Clapham Common,1,13,644
9127,500,540,Clapham Common,1,15,513
9128,463,485,Clapham Common,1,12,513
9129,412,437,Clapham Common,1,9,513
9130,418,440,Clapham Common,1,9,513
9131,432,452,Clapham Common,1,10,513
9132,435,458,Clapham Common,1,10,513
9133,448,470,Clapham Common,1,11,513
9134,466,488,Clapham Common,1,12,513
9135,490,515,Clapham Common,1,14,513
9136,548,569,Clapham Common,1,17,644
9137,613,637,Clapham Common,1,22,513
9138,402,425,Clapham Common,1,8,513
9139,441,468,Clapham Common,1,11,513
9140,448,470,Clapham Common,1,11,513
9141,522,549,Clapham Common,1,16,513
9142,483,508,Clapham Common,1,13,513
9143,522,554,Clapham Common,1,16,513
9144,533,558,Clapham Common,1,17,644
9145,695,716,Clapham Common,1,27,513
9146,412,437,Clapham Common,1,9,513
9147,421,442,Clapham Common,1,9,513
9148,439,462,Clapham Common,1,10,513
9149,446,470,Clapham Common,1,11,513
9150,456,479,Clapham Common,1,11,513
9151,522,550,Clapham Common,1,16,644
9152,524,551,Clapham Common,1,16,513
9153,468,487,Clapham Common,1,12,644
9154,482,508,Clapham Common,1,13,644
9155,491,517,Clapham Common,1,14,513
9156,486,512,Clapham Common,1,14,513
9157,524,551,Clapham Common,1,16,644
9158,488,516,Clapham Common,1,14,644
9159,390,413,Clapham Common,1,7,513
9160,461,485,Clapham Common,1,12,513
9161,467,488,Clapham Common,1,12,513
9162,496,522,Clapham Common,1,14,644
9163,427,449,Clapham Common,1,9,513
9164,388,410,Clapham Common,1,7,513
9165,499,529,Clapham Common,1,15,513
9166,497,533,Clapham Common,1,15,513
9167,573,594,Clapham Common,1,19,513
9168,394,413,Clapham Common,1,7,644
9169,424,443,Clapham Common,1,9,513
9170,429,452,Clapham Common,1,10,513
9171,496,528,Clapham Common,1,15,513
9172,534,560,Clapham Common,1,17,513
9173,672,697,Clapham Common,1,26,513
9174,407,427,Clapham Common,1,8,513
9175,460,483,Clapham Common,1,12,644
9176,477,507,Clapham Common,1,13,513
9177,453,475,Clapham Common,1,11,513
9178,516,549,Clapham Common,1,16,513
9179,543,565,Clapham Common,1,17,644
9180,462,486,Clapham Common,1,12,513
9181,496,528,Clapham Common,1,15,644
9182,496,535,Clapham Common,1,15,513
9183,564,585,Clapham Common,1,18,644
9184,455,479,Clapham Common,1,11,644
9185,491,516,Clapham Common,1,14,513
9186,497,523,Clapham Common,1,14,513
9187,542,566,Clapham Common,1,17,513
9188,505,543,Clapham Common,1,16,513
9189,384,407,Clapham Common,1,7,513
9190,389,410,Clapham Common,1,7,644
9191,450,471,Clapham Common,1,11,644
9192,496,524,Clapham Common,1,14,644
9193,554,584,Clapham Common,1,18,513
9194,444,467,Clapham Common,1,11,513
9195,485,511,Clapham Common,1,14,513
9196,523,550,Clapham Common,1,16,513
9197,457,482,Clapham Common,1,12,513
9198,463,485,Clapham Common,1,12,644
9199,389,411,Clapham Common,1,7,513
9200,398,420,Clapham Common,1,7,513
9201,448,471,Clapham Common,1,11,513
9202,452,474,Clapham Common,1,11,513
9203,457,479,Clapham Common,1,11,513
9204,462,485,Clapham Common,1,12,513
9205,475,504,Clapham Common,1,13,644
9206,477,505,Clapham Common,1,13,513
9207,457,480,Clapham Common,1,11,513
9208,470,503,Clapham Common,1,13,513
9209,539,565,Clapham Common,1,17,644
9210,488,514,Clapham Common,1,14,513
9211,496,527,Clapham Common,1,15,644
9212,506,540,Clapham Common,1,15,644
9213,566,588,Clapham Common,1,19,513
9214,451,472,Clapham Common,1,11,513
9215,476,503,Clapham Common,1,13,513
9216,545,568,Clapham Common,1,17,513
9217,496,538,Clapham Common,1,15,644
9218,546,569,Clapham Common,1,17,644
9219,491,517,Clapham Common,1,14,513
9220,493,531,Clapham Common,1,15,513
9221,501,539,Clapham Common,1,15,513
9222,547,569,Clapham Common,1,17,513
9223,438,462,Clapham Common,1,10,644
9224,459,482,Clapham Common,1,12,644
9225,467,489,Clapham Common,1,12,513
9226,469,493,Clapham Common,1,12,513
9227,430,453,Clapham Common,1,10,513
9228,503,541,Clapham Common,1,16,513
9229,528,555,Clapham Common,1,16,513
9230,565,592,Clapham Common,1,19,513
9231,347,367,Clapham Common,1,4,513
9232,466,488,Clapham Common,1,12,644
9233,468,490,Clapham Common,1,12,513
9234,483,508,Clapham Common,1,13,513
9235,508,541,Clapham Common,1,16,513
9236,511,543,Clapham Common,1,16,644
9237,470,493,Clapham Common,1,12,644
9238,478,504,Clapham Common,1,13,513
9239,501,526,Clapham Common,1,15,644
9240,522,549,Clapham Common,1,16,513
9241,584,606,Clapham Common,1,20,644
9242,424,443,Clapham Common,1,9,513
9243,427,450,Clapham Common,1,9,513
9244,462,483,Clapham Common,1,12,513
9245,432,453,Clapham Common,1,10,644
9246,439,463,Clapham Common,1,10,513
9247,487,514,Clapham Common,1,14,513
9248,457,479,Clapham Common,1,11,644
9249,468,491,Clapham Common,1,12,513
9250,491,518,Clapham Common,1,14,513
9251,498,526,Clapham Common,1,15,644
9252,497,534,Clapham Common,1,15,513
9253,390,414,Clapham Common,1,7,513
9254,467,488,Clapham Common,1,12,513
9255,432,453,Clapham Common,1,10,513
9256,521,549,Clapham Common,1,16,513
9257,531,556,Clapham Common,1,17,644
9258,414,436,Clapham Common,1,9,513
9259,472,497,Clapham Common,1,13,513
9260,483,508,Clapham Common,1,13,513
9261,669,689,Clapham Common,1,25,513
9262,461,485,Clapham Common,1,12,513
9263,513,547,Clapham Common,1,16,513
9264,501,540,Clapham Common,1,15,513
9265,469,491,Clapham Common,1,12,513
9266,623,644,Clapham Common,1,22,644
9267,453,473,Clapham Common,1,11,513
9268,474,504,Clapham Common,1,13,513
9269,645,668,Clapham Common,1,24,513
9270,387,410,Clapham Common,1,7,513
9271,452,485,Clapham Common,1,12,513
9272,467,490,Clapham Common,1,12,513
9273,507,542,Clapham Common,1,16,644
9274,591,613,Clapham Common,1,20,513
9275,456,479,Clapham Common,1,11,513
9276,412,436,Clapham Common,1,9,513
9277,468,489,Clapham Common,1,12,513
9278,485,510,Clapham Common,1,13,644
9279,420,439,Clapham Common,1,9,644
9280,566,587,Clapham Common,1,19,513
9281,501,543,Clapham Common,1,16,513
9282,523,548,Clapham Common,1,16,644
9283,555,580,Clapham Common,1,18,513
9284,498,532,Clapham Common,1,15,513
9285,486,514,Clapham Common,1,14,513
9286,526,554,Clapham Common,1,16,644
9287,553,587,Clapham Common,1,19,644
9288,393,414,Clapham Common,1,7,513
9289,463,484,Clapham Common,1,12,513
9290,478,504,Clapham Common,1,13,513
9291,496,527,Clapham Common,1,15,513
9292,456,479,Clapham Common,1,11,513
9293,519,548,Clapham Common,1,16,644
9294,545,569,Clapham Common,1,17,513
9295,548,573,Clapham Common,1,18,513
9296,399,419,Clapham Common,1,7,644
9297,454,473,Clapham Common,1,11,513
9298,464,486,Clapham Common,1,12,513
9299,549,574,Clapham Common,1,18,513
9300,644,666,Clapham Common,1,24,513
9301,415,435,Clapham Common,1,8,644
9302,457,479,Clapham Common,1,11,644
9303,517,545,Clapham Common,1,16,644
9304,408,432,Clapham Common,1,8,644
9305,435,456,Clapham Common,1,10,644
9306,478,503,Clapham Common,1,13,644
9307,418,440,Clapham Common,1,9,644
9308,439,462,Clapham Common,1,10,644
9309,471,493,Clapham Common,1,12,513
9310,474,496,Clapham Common,1,13,644
9311,606,628,Clapham Common,1,21,513
9312,487,517,Clapham Common,1,14,513
9313,390,411,Clapham Common,1,7,644
9314,438,462,Clapham Common,1,10,513
9315,446,467,Clapham Common,1,11,644
9316,497,534,Clapham Common,1,15,513
9317,506,540,Clapham Common,1,15,513
9318,497,542,Clapham Common,1,16,513
9319,591,613,Clapham Common,1,20,513
9320,461,484,Clapham Common,1,12,513
9321,484,509,Clapham Common,1,13,513
9322,504,542,Clapham Common,1,16,513
9323,468,491,Clapham Common,1,12,513
9324,486,515,Clapham Common,1,14,513
9325,494,521,Clapham Common,1,14,513
9326,498,537,Clapham Common,1,15,644
9327,543,565,Clapham Common,1,17,513
9328,509,541,Clapham Common,1,16,513
9329,512,544,Clapham Common,1,16,513
9330,531,555,Clapham Common,1,16,644
9331,537,563,Clapham Common,1,17,513
9332,533,557,Clapham Common,1,17,513
9333,402,422,Clapham Common,1,8,513
9334,445,467,Clapham Common,1,11,513
9335,480,507,Clapham Common,1,13,644
9336,480,507,Clapham Common,1,13,644
9337,485,511,Clapham Common,1,14,513
9338,440,467,Clapham Common,1,11,644
9339,445,468,Clapham Common,1,11,513
9340,454,473,Clapham Common,1,11,644
9341,451,471,Clapham Common,1,11,513
9342,454,474,Clapham Common,1,11,644
9343,464,486,Clapham Common,1,12,513
9344,487,512,Clapham Common,1,14,513
9345,490,517,Clapham Common,1,14,513
9346,492,520,Clapham Common,1,14,644
9347,513,542,Clapham Common,1,16,644
9348,524,551,Clapham Common,1,16,513
9349,475,504,Clapham Common,1,13,513
9350,483,510,Clapham Common,1,13,513
9351,495,522,Clapham Common,1,14,644
9352,507,541,Clapham Common,1,16,513
9353,504,548,Clapham Common,1,16,513
9354,433,453,Clapham Common,1,10,513
9355,466,488,Clapham Common,1,12,513
9356,478,502,Clapham Common,1,13,644
9357,456,478,Clapham Common,1,11,644
9358,464,484,Clapham Common,1,12,513
9359,501,539,Clapham Common,1,15,513
9360,504,543,Clapham Common,1,16,513
9361,338,360,Clapham Common,1,3,513
9362,413,439,Clapham Common,1,9,513
9363,455,479,Clapham Common,1,11,513
9364,484,511,Clapham Common,1,14,513
9365,484,509,Clapham Common,1,13,513
9366,522,550,Clapham Common,1,16,513
9367,472,496,Clapham Common,1,13,513
9368,496,527,Clapham Common,1,15,513
9369,510,545,Clapham Common,1,16,513
9370,547,569,Clapham Common,1,17,513
9371,378,397,Clapham Common,1,6,513
9372,460,484,Clapham Common,1,12,513
9373,498,527,Clapham Common,1,15,513
9374,428,452,Clapham Common,1,10,513
9375,487,513,Clapham Common,1,14,513
9376,425,447,Clapham Common,1,9,644
9377,430,452,Clapham Common,1,10,644
9378,458,480,Clapham Common,1,11,513
9379,464,486,Clapham Common,1,12,513
9380,496,522,Clapham Common,1,14,644
9381,459,483,Clapham Common,1,12,513
9382,462,484,Clapham Common,1,12,513
9383,556,580,Clapham Common,1,18,513
9384,396,419,Clapham Common,1,7,513
9385,452,474,Clapham Common,1,11,644
9386,483,508,Clapham Common,1,13,644
9387,488,515,Clapham Common,1,14,513
9388,501,527,Clapham Common,1,15,644
9389,543,567,Clapham Common,1,17,513
9390,687,709,Clapham Common,1,27,513
9391,524,551,Clapham Common,1,16,644
9392,599,619,Clapham Common,1,21,644
9393,463,485,Clapham Common,1,12,513
9394,469,492,Clapham Common,1,12,513
9395,529,556,Clapham Common,1,17,513
9396,582,602,Clapham Common,1,20,513
9397,584,605,Clapham Common,1,20,513
9398,385,405,Clapham Common,1,6,513
9399,419,440,Clapham Common,1,9,644
9400,434,452,Clapham Common,1,10,644
9401,477,504,Clapham Common,1,13,513
9402,477,506,Clapham Common,1,13,513
9403,512,546,Clapham Common,1,16,644
9404,433,458,Clapham Common,1,10,513
9405,497,527,Clapham Common,1,15,644
9406,533,565,Clapham Common,1,17,513
9407,596,616,Clapham Common,1,21,513
9408,459,482,Clapham Common,1,12,644
9409,466,488,Clapham Common,1,12,513
9410,468,491,Clapham Common,1,12,513
9411,562,584,Clapham Common,1,18,513
9412,487,515,Clapham Common,1,14,513
9413,490,514,Clapham Common,1,14,513
9414,490,517,Clapham Common,1,14,513
9415,497,531,Clapham Common,1,15,644
9416,457,479,Clapham Common,1,11,513
9417,469,492,Clapham Common,1,12,513
9418,485,514,Clapham Common,1,14,513
9419,498,540,Clapham Common,1,15,644
9420,515,546,Clapham Common,1,16,513
9421,416,440,Clapham Common,1,9,513
9422,474,504,Clapham Common,1,13,513
9423,479,506,Clapham Common,1,13,513
9424,553,580,Clapham Common,1,18,513
9425,398,420,Clapham Common,1,7,513
9426,452,474,Clapham Common,1,11,513
9427,543,566,Clapham Common,1,17,513
9428,432,453,Clapham Common,1,10,644
9429,445,468,Clapham Common,1,11,513
9430,551,574,Clapham Common,1,18,644
9431,663,682,Clapham Common,1,25,644
9432,374,398,Clapham Common,1,6,513
9433,439,462,Clapham Common,1,10,513
9434,481,506,Clapham Common,1,13,644
9435,425,448,Clapham Common,1,9,644
9436,477,504,Clapham Common,1,13,513
9437,515,545,Clapham Common,1,16,644
9438,558,583,Clapham Common,1,18,644
9439,617,641,Clapham Common,1,22,644
9440,375,397,Clapham Common,1,6,513
9441,448,468,Clapham Common,1,11,644
9442,493,520,Clapham Common,1,14,513
9443,538,562,Clapham Common,1,17,644
9444,395,418,Clapham Common,1,7,644
9445,453,475,Clapham Common,1,11,513
9446,479,506,Clapham Common,1,13,513
9447,481,508,Clapham Common,1,13,644
9448,484,508,Clapham Common,1,13,644
9449,487,515,Clapham Common,1,14,513
9450,522,551,Clapham Common,1,16,644
9451,457,478,Clapham Common,1,11,513
9452,455,479,Clapham Common,1,11,513
9453,497,526,Clapham Common,1,15,644
9454,498,532,Clapham Common,1,15,513
9455,513,545,Clapham Common,1,16,644
9456,543,565,Clapham Common,1,17,644
9457,543,565,Clapham Common,1,17,644
9458,549,574,Clapham Common,1,18,644
9459,562,583,Clapham Common,1,18,513
9460,427,449,Clapham Common,1,9,513
9461,452,473,Clapham Common,1,11,513
9462,462,484,Clapham Common,1,12,513
9463,460,483,Clapham Common,1,12,513
9464,478,503,Clapham Common,1,13,513
9465,514,543,Clapham Common,1,16,513
9466,401,423,Clapham Common,1,8,513
9467,488,515,Clapham Common,1,14,513
9468,503,534,Clapham Common,1,15,644
9469,396,420,Clapham Common,1,7,513
9470,434,457,Clapham Common,1,10,513
9471,457,479,Clapham Common,1,11,513
9472,462,484,Clapham Common,1,12,644
9473,514,543,Clapham Common,1,16,513
9474,591,612,Clapham Common,1,20,513
9475,409,430,Clapham Common,1,8,513
9476,438,463,Clapham Common,1,10,644
9477,474,505,Clapham Common,1,13,513
9478,599,620,Clapham Common,1,21,644
9479,486,510,Clapham Common,1,13,644
9480,499,533,Clapham Common,1,15,513
9481,533,559,Clapham Common,1,17,513
9482,552,580,Clapham Common,1,18,644
9483,470,490,Clapham Common,1,12,513
9484,429,452,Clapham Common,1,10,513
9485,501,527,Clapham Common,1,15,644
9486,546,569,Clapham Common,1,17,513
9487,496,540,Clapham Common,1,15,513
9488,331,370,Edgware Road M,1,4,644
9489,446,472,Edgware Road M,1,11,644
9490,478,513,Edgware Road M,1,14,644
9491,440,472,Edgware Road M,1,11,644
9492,440,472,Edgware Road M,1,11,644
9493,536,574,Edgware Road M,1,18,644
9494,484,514,Edgware Road M,1,14,513
9495,495,529,Edgware Road M,1,15,644
9496,514,556,Edgware Road M,1,17,644
9497,679,713,Edgware Road M,1,27,644
9498,349,379,Putney,1,5,513
9499,396,425,Putney,1,8,513
9500,413,436,Putney,1,9,513
9501,412,439,Putney,1,9,513
9502,415,450,Putney,1,9,513
9503,416,451,Putney,1,10,513
9504,425,453,Putney,1,10,513
9505,431,458,Putney,1,10,513
9506,439,467,Putney,1,11,513
