,destination,arr_time_binned,arr_time,exit_time,total,hist_total
0,Abbey Road,6,0.0,0.0,0.0,0.0263157894737
1,Abbey Road,7,0.0,0.0,0.0,0.0263157894737
2,Abbey Road,13,0.0,0.0,0.0,0.0263157894737
3,Abbey Road,14,0.0,0.0,0.0,0.0789473684211
4,Abbey Road,27,0.0,0.0,0.0,0.0789473684211
5,Abbey Wood,2,0.0,0.0,0.0,0.0263157894737
6,Abbey Wood,8,0.0,0.0,0.0,0.0263157894737
7,Abbey Wood,21,0.0,0.0,0.0,0.0263157894737
8,Abbey Wood,26,0.0,0.0,0.0,0.0263157894737
9,Acton Central,23,0.0,0.0,0.0,0.0263157894737
10,Acton Central,26,0.0,0.0,0.0,0.0263157894737
11,Acton Town,1,0.0,0.0,0.0,0.0263157894737
12,Acton Town,2,0.0,0.0,0.0,0.0263157894737
13,Acton Town,5,0.0,0.0,0.0,0.0526315789474
14,Acton Town,6,0.0,0.0,0.0,0.236842105263
15,Acton Town,7,0.0,0.0,0.0,0.184210526316
16,Acton Town,8,0.0,0.0,0.0,0.0789473684211
17,Acton Town,9,0.0,0.0,0.0,0.0526315789474
18,Acton Town,10,0.0,0.0,0.0,0.0263157894737
19,Acton Town,11,0.0,0.0,0.0,0.0263157894737
20,Acton Town,12,0.0,0.0,0.0,0.157894736842
21,Acton Town,13,0.0,0.0,0.0,0.105263157895
22,Acton Town,14,0.0,0.0,0.0,0.0263157894737
23,Acton Town,15,0.0,0.0,0.0,0.0526315789474
24,Acton Town,16,0.0,0.0,0.0,0.394736842105
25,Acton Town,17,557.0,596.0,1.0,0.105263157894
26,Acton Town,17,557.0,597.0,1.0,0.105263157894
27,Acton Town,18,0.0,0.0,0.0,0.0263157894737
28,Acton Town,19,0.0,0.0,0.0,0.0526315789474
29,Acton Town,21,0.0,0.0,0.0,0.105263157895
30,Acton Town,22,0.0,0.0,0.0,0.0263157894737
31,Acton Town,23,0.0,0.0,0.0,0.0263157894737
32,Acton Town,25,0.0,0.0,0.0,0.0789473684211
33,Acton Town,27,0.0,0.0,0.0,0.289473684211
34,Aldgate,4,0.0,0.0,0.0,0.0526315789474
35,Aldgate,5,0.0,0.0,0.0,0.0263157894737
36,Aldgate,6,0.0,0.0,0.0,0.0526315789474
37,Aldgate,7,0.0,0.0,0.0,0.105263157895
38,Aldgate,8,427.0,434.0,1.0,0.0789473684211
39,Aldgate,9,436.0,449.0,1.0,0.368421052632
40,Aldgate,10,0.0,0.0,0.0,0.315789473684
41,Aldgate,11,478.0,487.0,1.0,0.210526315789
42,Aldgate,12,491.0,498.0,1.0,0.789473684211
43,Aldgate,13,509.0,516.0,1.0,0.421052631579
44,Aldgate,13,509.0,516.0,1.0,0.421052631579
45,Aldgate,14,516.0,527.0,1.0,0.141447368421
46,Aldgate,14,516.0,527.0,1.0,0.141447368421
47,Aldgate,14,516.0,527.0,1.0,0.141447368421
48,Aldgate,14,516.0,527.0,1.0,0.141447368421
49,Aldgate,14,516.0,527.0,1.0,0.141447368421
50,Aldgate,14,516.0,527.0,1.0,0.141447368421
51,Aldgate,14,523.0,536.0,1.0,0.141447368421
52,Aldgate,14,516.0,532.0,1.0,0.141447368421
53,Aldgate,15,534.0,548.0,1.0,1.47368421053
54,Aldgate,16,542.0,550.0,1.0,0.921052631579
55,Aldgate,17,0.0,0.0,0.0,0.5
56,Aldgate,18,585.0,591.0,1.0,0.157894736842
57,Aldgate,18,583.0,591.0,1.0,0.157894736842
58,Aldgate,19,0.0,0.0,0.0,0.315789473684
59,Aldgate,20,607.0,632.0,1.0,0.184210526316
60,Aldgate,21,0.0,0.0,0.0,0.342105263158
61,Aldgate,22,0.0,0.0,0.0,0.210526315789
62,Aldgate,23,0.0,0.0,0.0,0.342105263158
63,Aldgate,24,662.0,676.0,1.0,0.210526315789
64,Aldgate,25,0.0,0.0,0.0,0.315789473684
65,Aldgate,26,698.0,703.0,1.0,0.197368421053
66,Aldgate,26,704.0,716.0,1.0,0.197368421053
67,Aldgate,27,0.0,0.0,0.0,0.368421052632
68,Aldgate East,1,0.0,0.0,0.0,0.0263157894737
69,Aldgate East,2,0.0,0.0,0.0,0.0526315789474
70,Aldgate East,3,0.0,0.0,0.0,0.0263157894737
71,Aldgate East,4,0.0,0.0,0.0,0.0526315789474
72,Aldgate East,5,386.0,395.0,1.0,0.0789473684211
73,Aldgate East,6,399.0,408.0,1.0,0.184210526316
74,Aldgate East,7,408.0,414.0,1.0,0.5
75,Aldgate East,8,432.0,442.0,1.0,0.46052631579
76,Aldgate East,8,427.0,438.0,1.0,0.46052631579
77,Aldgate East,9,439.0,448.0,1.0,0.61403508772
78,Aldgate East,9,436.0,444.0,1.0,0.61403508772
79,Aldgate East,9,444.0,452.0,1.0,0.61403508772
80,Aldgate East,10,459.0,466.0,1.0,0.798245614037
81,Aldgate East,10,455.0,464.0,1.0,0.798245614037
82,Aldgate East,10,459.0,466.0,1.0,0.798245614037
83,Aldgate East,11,472.0,477.0,1.0,1.6052631579
84,Aldgate East,11,471.0,477.0,1.0,1.6052631579
85,Aldgate East,12,484.0,490.0,1.0,0.600877192982
86,Aldgate East,12,489.0,497.0,1.0,0.600877192982
87,Aldgate East,12,493.0,499.0,1.0,0.600877192982
88,Aldgate East,12,483.0,490.0,1.0,0.600877192982
89,Aldgate East,12,487.0,494.0,1.0,0.600877192982
90,Aldgate East,12,483.0,490.0,1.0,0.600877192982
91,Aldgate East,13,501.0,509.0,1.0,0.675438596492
92,Aldgate East,13,508.0,519.0,1.0,0.675438596492
93,Aldgate East,13,497.0,506.0,1.0,0.675438596492
94,Aldgate East,13,500.0,508.0,1.0,0.675438596492
95,Aldgate East,13,509.0,518.0,1.0,0.675438596492
96,Aldgate East,13,500.0,508.0,1.0,0.675438596492
97,Aldgate East,14,517.0,526.0,1.0,0.894736842106
98,Aldgate East,14,516.0,526.0,1.0,0.894736842106
99,Aldgate East,14,521.0,528.0,1.0,0.894736842106
100,Aldgate East,14,525.0,533.0,1.0,0.894736842106
101,Aldgate East,14,524.0,532.0,1.0,0.894736842106
102,Aldgate East,14,523.0,531.0,1.0,0.894736842106
103,Aldgate East,14,521.0,528.0,1.0,0.894736842106
104,Aldgate East,15,535.0,545.0,1.0,1.13157894737
105,Aldgate East,15,529.0,538.0,1.0,1.13157894737
106,Aldgate East,15,527.0,538.0,1.0,1.13157894737
107,Aldgate East,15,537.0,545.0,1.0,1.13157894737
108,Aldgate East,15,530.0,538.0,1.0,1.13157894737
109,Aldgate East,15,527.0,538.0,1.0,1.13157894737
110,Aldgate East,16,545.0,552.0,1.0,0.934210526315
111,Aldgate East,16,549.0,558.0,1.0,0.934210526315
112,Aldgate East,16,548.0,554.0,1.0,0.934210526315
113,Aldgate East,16,547.0,555.0,1.0,0.934210526315
114,Aldgate East,16,544.0,550.0,1.0,0.934210526315
115,Aldgate East,16,548.0,555.0,1.0,0.934210526315
116,Aldgate East,17,557.0,571.0,1.0,0.774436090226
117,Aldgate East,17,558.0,571.0,1.0,0.774436090226
118,Aldgate East,17,558.0,571.0,1.0,0.774436090226
119,Aldgate East,17,565.0,574.0,1.0,0.774436090226
120,Aldgate East,17,565.0,574.0,1.0,0.774436090226
121,Aldgate East,17,557.0,568.0,1.0,0.774436090226
122,Aldgate East,17,556.0,568.0,1.0,0.774436090226
123,Aldgate East,18,573.0,580.0,1.0,1.22807017544
124,Aldgate East,18,576.0,585.0,1.0,1.22807017544
125,Aldgate East,18,577.0,594.0,1.0,1.22807017544
126,Aldgate East,19,589.0,597.0,1.0,0.88596491228
127,Aldgate East,19,587.0,594.0,1.0,0.88596491228
128,Aldgate East,19,592.0,604.0,1.0,0.88596491228
129,Aldgate East,20,602.0,613.0,1.0,0.855263157895
130,Aldgate East,20,611.0,620.0,1.0,0.855263157895
131,Aldgate East,21,618.0,627.0,1.0,0.605263157895
132,Aldgate East,21,618.0,627.0,1.0,0.605263157895
133,Aldgate East,22,641.0,648.0,1.0,0.40350877193
134,Aldgate East,22,644.0,660.0,1.0,0.40350877193
135,Aldgate East,22,631.0,639.0,1.0,0.40350877193
136,Aldgate East,23,0.0,0.0,0.0,1.10526315789
137,Aldgate East,24,672.0,679.0,1.0,0.921052631579
138,Aldgate East,25,0.0,0.0,0.0,1.05263157895
139,Aldgate East,26,692.0,698.0,1.0,0.28947368421
140,Aldgate East,26,693.0,699.0,1.0,0.28947368421
141,Aldgate East,26,697.0,720.0,1.0,0.28947368421
142,Aldgate East,26,697.0,720.0,1.0,0.28947368421
143,Aldgate East,26,699.0,722.0,1.0,0.28947368421
144,Aldgate East,27,710.0,721.0,1.0,0.347368421052
145,Aldgate East,27,718.0,725.0,1.0,0.347368421052
146,Aldgate East,27,706.0,726.0,1.0,0.347368421052
147,Aldgate East,27,718.0,725.0,1.0,0.347368421052
148,Aldgate East,27,708.0,722.0,1.0,0.347368421052
149,Alexandra Palace,10,0.0,0.0,0.0,0.0263157894737
150,Alexandra Palace,19,0.0,0.0,0.0,0.0263157894737
151,Alexandra Palace,23,0.0,0.0,0.0,0.0263157894737
152,Alexandra Palace,24,0.0,0.0,0.0,0.0789473684211
153,Alexandra Palace,26,0.0,0.0,0.0,0.0263157894737
154,Alexandra Palace,27,719.0,751.0,1.0,0.0789473684211
155,All Saints,7,0.0,0.0,0.0,0.0263157894737
156,All Saints,8,0.0,0.0,0.0,0.0789473684211
157,All Saints,9,0.0,0.0,0.0,0.0263157894737
158,All Saints,10,0.0,0.0,0.0,0.0263157894737
159,All Saints,12,0.0,0.0,0.0,0.0526315789474
160,All Saints,13,0.0,0.0,0.0,0.0789473684211
161,All Saints,14,522.0,547.0,1.0,0.105263157895
162,All Saints,15,0.0,0.0,0.0,0.0526315789474
163,All Saints,17,0.0,0.0,0.0,0.0263157894737
164,All Saints,18,0.0,0.0,0.0,0.0263157894737
165,All Saints,19,589.0,606.0,1.0,0.105263157895
166,All Saints,20,0.0,0.0,0.0,0.0526315789474
167,All Saints,21,0.0,0.0,0.0,0.0789473684211
168,All Saints,23,0.0,0.0,0.0,0.0789473684211
169,All Saints,24,0.0,0.0,0.0,0.0526315789474
170,All Saints,25,0.0,0.0,0.0,0.105263157895
171,All Saints,26,0.0,0.0,0.0,0.0526315789474
172,Alperton,2,0.0,0.0,0.0,0.0263157894737
173,Alperton,18,0.0,0.0,0.0,0.0263157894737
174,Alperton,21,0.0,0.0,0.0,0.0263157894737
175,Alperton,26,0.0,0.0,0.0,0.0263157894737
176,Alperton,27,719.0,769.0,1.0,0.0526315789474
177,Amersham,9,0.0,0.0,0.0,0.0263157894737
178,Amersham,17,0.0,0.0,0.0,0.0263157894737
179,Amersham,18,0.0,0.0,0.0,0.0263157894737
180,Amersham,22,0.0,0.0,0.0,0.0263157894737
181,Amersham,24,0.0,0.0,0.0,0.0263157894737
182,Amersham,26,0.0,0.0,0.0,0.0263157894737
183,Amersham,27,0.0,0.0,0.0,0.0263157894737
184,Angel,2,0.0,0.0,0.0,0.0526315789474
185,Angel,4,0.0,0.0,0.0,0.5
186,Angel,5,376.0,388.0,1.0,0.236842105263
187,Angel,6,0.0,0.0,0.0,0.210526315789
188,Angel,7,0.0,0.0,0.0,0.447368421053
189,Angel,8,422.0,433.0,1.0,0.473684210526
190,Angel,8,425.0,438.0,1.0,0.473684210526
191,Angel,9,440.0,453.0,1.0,1.71052631579
192,Angel,10,452.0,468.0,1.0,1.23684210526
193,Angel,11,472.0,485.0,1.0,0.5
194,Angel,11,469.0,481.0,1.0,0.5
195,Angel,11,473.0,490.0,1.0,0.5
196,Angel,11,474.0,486.0,1.0,0.5
197,Angel,12,491.0,510.0,1.0,1.71052631579
198,Angel,12,490.0,503.0,1.0,1.71052631579
199,Angel,13,499.0,514.0,1.0,0.78947368421
200,Angel,13,501.0,515.0,1.0,0.78947368421
201,Angel,13,501.0,517.0,1.0,0.78947368421
202,Angel,13,508.0,526.0,1.0,0.78947368421
203,Angel,13,505.0,517.0,1.0,0.78947368421
204,Angel,13,507.0,524.0,1.0,0.78947368421
205,Angel,14,520.0,535.0,1.0,0.954887218046
206,Angel,14,513.0,531.0,1.0,0.954887218046
207,Angel,14,511.0,527.0,1.0,0.954887218046
208,Angel,14,522.0,536.0,1.0,0.954887218046
209,Angel,14,514.0,530.0,1.0,0.954887218046
210,Angel,14,517.0,534.0,1.0,0.954887218046
211,Angel,14,520.0,535.0,1.0,0.954887218046
212,Angel,15,540.0,555.0,1.0,0.91447368421
213,Angel,15,537.0,551.0,1.0,0.91447368421
214,Angel,15,534.0,549.0,1.0,0.91447368421
215,Angel,15,527.0,542.0,1.0,0.91447368421
216,Angel,16,543.0,554.0,1.0,1.34210526316
217,Angel,16,546.0,559.0,1.0,1.34210526316
218,Angel,16,550.0,563.0,1.0,1.34210526316
219,Angel,17,558.0,572.0,1.0,0.763157894737
220,Angel,17,560.0,573.0,1.0,0.763157894737
221,Angel,17,557.0,572.0,1.0,0.763157894737
222,Angel,17,562.0,575.0,1.0,0.763157894737
223,Angel,18,579.0,596.0,1.0,0.75
224,Angel,18,580.0,596.0,1.0,0.75
225,Angel,18,580.0,592.0,1.0,0.75
226,Angel,18,580.0,593.0,1.0,0.75
227,Angel,19,594.0,611.0,1.0,1.05263157895
228,Angel,19,589.0,606.0,1.0,1.05263157895
229,Angel,20,610.0,623.0,1.0,0.63157894737
230,Angel,20,604.0,621.0,1.0,0.63157894737
231,Angel,20,615.0,631.0,1.0,0.63157894737
232,Angel,21,621.0,635.0,1.0,0.436842105264
233,Angel,21,623.0,635.0,1.0,0.436842105264
234,Angel,21,626.0,639.0,1.0,0.436842105264
235,Angel,21,626.0,639.0,1.0,0.436842105264
236,Angel,21,626.0,639.0,1.0,0.436842105264
237,Angel,22,643.0,659.0,1.0,1.01315789473
238,Angel,22,643.0,659.0,1.0,1.01315789473
239,Angel,23,656.0,671.0,1.0,0.469298245613
240,Angel,23,651.0,666.0,1.0,0.469298245613
241,Angel,23,648.0,661.0,1.0,0.469298245613
242,Angel,23,656.0,670.0,1.0,0.469298245613
243,Angel,23,647.0,658.0,1.0,0.469298245613
244,Angel,23,656.0,670.0,1.0,0.469298245613
245,Angel,24,663.0,680.0,1.0,0.677631578948
246,Angel,24,675.0,689.0,1.0,0.677631578948
247,Angel,24,668.0,685.0,1.0,0.677631578948
248,Angel,24,667.0,678.0,1.0,0.677631578948
249,Angel,25,682.0,697.0,1.0,0.573684210526
250,Angel,25,683.0,697.0,1.0,0.573684210526
251,Angel,25,678.0,693.0,1.0,0.573684210526
252,Angel,25,686.0,698.0,1.0,0.573684210526
253,Angel,25,683.0,697.0,1.0,0.573684210526
254,Angel,26,697.0,710.0,1.0,0.574561403508
255,Angel,26,703.0,719.0,1.0,0.574561403508
256,Angel,26,702.0,715.0,1.0,0.574561403508
257,Angel,26,694.0,708.0,1.0,0.574561403508
258,Angel,26,698.0,711.0,1.0,0.574561403508
259,Angel,26,705.0,719.0,1.0,0.574561403508
260,Angel,27,707.0,724.0,1.0,0.83552631579
261,Angel,27,713.0,728.0,1.0,0.83552631579
262,Angel,27,715.0,729.0,1.0,0.83552631579
263,Angel,27,720.0,735.0,1.0,0.83552631579
264,Archway,2,0.0,0.0,0.0,0.0263157894737
265,Archway,4,0.0,0.0,0.0,0.0526315789474
266,Archway,5,0.0,0.0,0.0,0.0789473684211
267,Archway,6,0.0,0.0,0.0,0.157894736842
268,Archway,7,0.0,0.0,0.0,0.236842105263
269,Archway,8,0.0,0.0,0.0,0.368421052632
270,Archway,9,0.0,0.0,0.0,0.0789473684211
271,Archway,10,0.0,0.0,0.0,0.368421052632
272,Archway,11,0.0,0.0,0.0,0.368421052632
273,Archway,12,0.0,0.0,0.0,0.0526315789474
274,Archway,13,0.0,0.0,0.0,0.157894736842
275,Archway,14,0.0,0.0,0.0,0.236842105263
276,Archway,15,528.0,561.0,1.0,0.315789473684
277,Archway,16,0.0,0.0,0.0,0.289473684211
278,Archway,17,0.0,0.0,0.0,0.368421052632
279,Archway,18,583.0,606.0,1.0,0.315789473684
280,Archway,19,0.0,0.0,0.0,0.263157894737
281,Archway,20,0.0,0.0,0.0,0.368421052632
282,Archway,21,0.0,0.0,0.0,0.394736842105
283,Archway,22,0.0,0.0,0.0,0.315789473684
284,Archway,23,0.0,0.0,0.0,0.578947368421
285,Archway,24,0.0,0.0,0.0,0.526315789474
286,Archway,25,676.0,704.0,1.0,0.789473684211
287,Archway,26,0.0,0.0,0.0,0.684210526316
288,Archway,27,0.0,0.0,0.0,0.552631578947
289,Arnos Grove,3,0.0,0.0,0.0,0.0263157894737
290,Arnos Grove,10,0.0,0.0,0.0,0.0263157894737
291,Arnos Grove,14,0.0,0.0,0.0,0.0526315789474
292,Arnos Grove,16,544.0,583.0,1.0,0.0526315789474
293,Arnos Grove,17,0.0,0.0,0.0,0.0526315789474
294,Arnos Grove,18,0.0,0.0,0.0,0.0263157894737
295,Arnos Grove,19,0.0,0.0,0.0,0.0789473684211
296,Arnos Grove,20,0.0,0.0,0.0,0.0526315789474
297,Arnos Grove,21,0.0,0.0,0.0,0.0526315789474
298,Arnos Grove,22,0.0,0.0,0.0,0.105263157895
299,Arnos Grove,23,0.0,0.0,0.0,0.0789473684211
300,Arnos Grove,24,0.0,0.0,0.0,0.131578947368
301,Arnos Grove,25,0.0,0.0,0.0,0.0526315789474
302,Arnos Grove,26,0.0,0.0,0.0,0.0263157894737
303,Arnos Grove,27,0.0,0.0,0.0,0.0263157894737
304,Arsenal,2,0.0,0.0,0.0,0.0263157894737
305,Arsenal,12,0.0,0.0,0.0,0.0263157894737
306,Arsenal,14,0.0,0.0,0.0,0.0263157894737
307,Arsenal,15,0.0,0.0,0.0,0.0263157894737
308,Arsenal,16,0.0,0.0,0.0,0.0263157894737
309,Arsenal,17,0.0,0.0,0.0,0.0526315789474
310,Arsenal,18,0.0,0.0,0.0,0.0263157894737
311,Arsenal,21,0.0,0.0,0.0,0.0789473684211
312,Arsenal,22,0.0,0.0,0.0,0.157894736842
313,Arsenal,23,0.0,0.0,0.0,0.157894736842
314,Arsenal,24,0.0,0.0,0.0,0.0789473684211
315,Arsenal,25,0.0,0.0,0.0,0.263157894737
316,Arsenal,26,698.0,722.0,1.0,0.157894736842
317,Arsenal,27,0.0,0.0,0.0,0.315789473684
318,Ashfield House B,2,0.0,0.0,0.0,0.105263157895
319,Ashfield House B,3,346.0,374.0,1.0,0.263157894737
320,Ashfield House B,5,0.0,0.0,0.0,0.0263157894737
321,Ashfield House B,8,431.0,461.0,1.0,0.105263157895
322,Ashfield House B,10,0.0,0.0,0.0,0.0263157894737
323,Ashfield House B,11,0.0,0.0,0.0,0.0263157894737
324,Ashfield House B,12,0.0,0.0,0.0,0.0263157894737
325,Ashfield House B,14,0.0,0.0,0.0,0.0263157894737
326,Ashfield House B,15,0.0,0.0,0.0,0.105263157895
327,Ashfield House B,18,0.0,0.0,0.0,0.0263157894737
328,Ashfield House B,19,0.0,0.0,0.0,0.0263157894737
329,Ashfield House B,20,0.0,0.0,0.0,0.0526315789474
330,Ashfield House B,21,0.0,0.0,0.0,0.0526315789474
331,Ashfield House B,22,0.0,0.0,0.0,0.184210526316
332,Ashfield House B,23,0.0,0.0,0.0,0.236842105263
333,Ashfield House B,24,0.0,0.0,0.0,0.0526315789474
334,Ashfield House B,25,0.0,0.0,0.0,0.105263157895
335,Ashfield House B,26,0.0,0.0,0.0,0.0263157894737
336,Ashfield House B,27,0.0,0.0,0.0,0.289473684211
337,Ashfield House C,2,0.0,0.0,0.0,0.105263157895
338,Ashfield House C,3,0.0,0.0,0.0,0.0263157894737
339,Ashfield House C,4,0.0,0.0,0.0,0.0526315789474
340,Ashfield House C,6,402.0,438.0,1.0,0.342105263158
341,Ashfield House C,7,0.0,0.0,0.0,0.0263157894737
342,Ashfield House C,9,0.0,0.0,0.0,0.0263157894737
343,Ashfield House C,11,0.0,0.0,0.0,0.0526315789474
344,Ashfield House C,12,0.0,0.0,0.0,0.0263157894737
345,Ashfield House C,18,0.0,0.0,0.0,0.0263157894737
346,Ashfield House C,21,0.0,0.0,0.0,0.157894736842
347,Ashfield House C,22,0.0,0.0,0.0,0.0263157894737
348,Ashfield House C,23,0.0,0.0,0.0,0.0526315789474
349,Ashfield House C,24,0.0,0.0,0.0,0.0263157894737
350,Baker Street,5,0.0,0.0,0.0,0.0526315789474
351,Baker Street,7,0.0,0.0,0.0,0.0263157894737
352,Baker Street,8,0.0,0.0,0.0,0.184210526316
353,Baker Street,9,0.0,0.0,0.0,0.157894736842
354,Baker Street,10,0.0,0.0,0.0,0.184210526316
355,Baker Street,11,476.0,507.0,1.0,0.421052631579
356,Baker Street,12,0.0,0.0,0.0,0.315789473684
357,Baker Street,13,0.0,0.0,0.0,0.421052631579
358,Baker Street,14,0.0,0.0,0.0,0.368421052632
359,Baker Street,15,0.0,0.0,0.0,0.394736842105
360,Baker Street,16,0.0,0.0,0.0,0.973684210526
361,Baker Street,17,567.0,586.0,1.0,0.868421052632
362,Baker Street,18,0.0,0.0,0.0,0.578947368421
363,Baker Street,19,0.0,0.0,0.0,0.631578947368
364,Baker Street,20,614.0,650.0,1.0,0.657894736842
365,Baker Street,21,626.0,649.0,1.0,0.324561403509
366,Baker Street,21,630.0,657.0,1.0,0.324561403509
367,Baker Street,21,625.0,654.0,1.0,0.324561403509
368,Baker Street,22,633.0,654.0,1.0,0.565789473685
369,Baker Street,22,642.0,667.0,1.0,0.565789473685
370,Baker Street,23,646.0,668.0,1.0,1.31578947368
371,Baker Street,24,0.0,0.0,0.0,1.15789473684
372,Baker Street,25,684.0,704.0,1.0,0.256578947368
373,Baker Street,25,681.0,704.0,1.0,0.256578947368
374,Baker Street,25,685.0,707.0,1.0,0.256578947368
375,Baker Street,25,684.0,703.0,1.0,0.256578947368
376,Baker Street,26,699.0,722.0,1.0,0.271929824561
377,Baker Street,26,691.0,716.0,1.0,0.271929824561
378,Baker Street,26,705.0,725.0,1.0,0.271929824561
379,Baker Street,27,718.0,737.0,1.0,0.257894736842
380,Baker Street,27,718.0,742.0,1.0,0.257894736842
381,Baker Street,27,712.0,736.0,1.0,0.257894736842
382,Baker Street,27,710.0,731.0,1.0,0.257894736842
383,Baker Street,27,718.0,742.0,1.0,0.257894736842
384,Balham,3,0.0,0.0,0.0,0.0526315789474
385,Balham,4,0.0,0.0,0.0,0.0526315789474
386,Balham,5,0.0,0.0,0.0,0.184210526316
387,Balham,6,0.0,0.0,0.0,0.236842105263
388,Balham,7,414.0,438.0,1.0,0.342105263158
389,Balham,8,0.0,0.0,0.0,0.289473684211
390,Balham,9,0.0,0.0,0.0,0.157894736842
391,Balham,10,0.0,0.0,0.0,0.289473684211
392,Balham,11,476.0,501.0,1.0,0.131578947368
393,Balham,12,0.0,0.0,0.0,0.236842105263
394,Balham,13,0.0,0.0,0.0,0.368421052632
395,Balham,14,0.0,0.0,0.0,0.315789473684
396,Balham,15,0.0,0.0,0.0,0.263157894737
397,Balham,16,0.0,0.0,0.0,0.263157894737
398,Balham,17,557.0,584.0,1.0,0.368421052632
399,Balham,18,577.0,604.0,1.0,0.736842105263
400,Balham,19,0.0,0.0,0.0,0.526315789474
401,Balham,20,0.0,0.0,0.0,0.631578947368
402,Balham,21,0.0,0.0,0.0,0.605263157895
403,Balham,22,0.0,0.0,0.0,0.815789473684
404,Balham,23,0.0,0.0,0.0,0.526315789474
405,Balham,24,0.0,0.0,0.0,0.631578947368
406,Balham,25,690.0,719.0,1.0,0.473684210526
407,Balham,25,685.0,707.0,1.0,0.473684210526
408,Balham,26,691.0,719.0,1.0,1.02631578947
409,Balham,27,716.0,742.0,1.0,1.05263157895
410,Bank,0,0.0,0.0,0.0,0.0263157894737
411,Bank,1,0.0,0.0,0.0,0.157894736842
412,Bank,2,0.0,0.0,0.0,0.105263157895
413,Bank,3,0.0,0.0,0.0,0.0263157894737
414,Bank,4,0.0,0.0,0.0,0.263157894737
415,Bank,5,0.0,0.0,0.0,0.105263157895
416,Bank,6,0.0,0.0,0.0,0.105263157895
417,Bank,7,0.0,0.0,0.0,0.552631578947
418,Bank,8,0.0,0.0,0.0,0.552631578947
419,Bank,9,448.0,450.0,1.0,0.605263157895
420,Bank,10,0.0,0.0,0.0,0.447368421053
421,Bank,11,474.0,477.0,1.0,0.421052631579
422,Bank,11,479.0,482.0,1.0,0.421052631579
423,Bank,12,0.0,0.0,0.0,0.605263157895
424,Bank,13,499.0,505.0,1.0,1.02631578947
425,Bank,14,518.0,520.0,1.0,0.412280701753
426,Bank,14,513.0,514.0,1.0,0.412280701753
427,Bank,14,512.0,523.0,1.0,0.412280701753
428,Bank,15,526.0,526.0,1.0,0.921052631579
429,Bank,16,0.0,0.0,0.0,0.763157894737
430,Bank,17,566.0,567.0,1.0,1.28947368421
431,Bank,18,581.0,589.0,1.0,1.02631578947
432,Bank,19,595.0,595.0,1.0,0.263157894738
433,Bank,19,599.0,599.0,1.0,0.263157894738
434,Bank,19,592.0,598.0,1.0,0.263157894738
435,Bank,19,598.0,600.0,1.0,0.263157894738
436,Bank,20,0.0,0.0,0.0,0.868421052632
437,Bank,21,623.0,630.0,1.0,1.05263157895
438,Bank,22,0.0,0.0,0.0,1.07894736842
439,Bank,23,659.0,671.0,1.0,0.82894736842
440,Bank,23,655.0,655.0,1.0,0.82894736842
441,Bank,24,664.0,680.0,1.0,0.438596491227
442,Bank,24,664.0,682.0,1.0,0.438596491227
443,Bank,24,674.0,674.0,1.0,0.438596491227
444,Bank,25,681.0,690.0,1.0,0.815789473685
445,Bank,25,690.0,690.0,1.0,0.815789473685
446,Bank,26,702.0,709.0,1.0,0.57894736842
447,Bank,26,699.0,703.0,1.0,0.57894736842
448,Bank,26,699.0,703.0,1.0,0.57894736842
449,Bank,27,711.0,715.0,1.0,1.86842105263
450,Banstead,23,0.0,0.0,0.0,0.0263157894737
451,Barbican,5,0.0,0.0,0.0,0.0263157894737
452,Barbican,7,0.0,0.0,0.0,0.0789473684211
453,Barbican,8,0.0,0.0,0.0,0.105263157895
454,Barbican,9,0.0,0.0,0.0,0.157894736842
455,Barbican,10,0.0,0.0,0.0,0.0526315789474
456,Barbican,11,0.0,0.0,0.0,0.0526315789474
457,Barbican,12,0.0,0.0,0.0,0.473684210526
458,Barbican,13,508.0,523.0,1.0,0.815789473684
459,Barbican,14,0.0,0.0,0.0,0.684210526316
460,Barbican,15,537.0,552.0,1.0,0.302631578947
461,Barbican,15,537.0,554.0,1.0,0.302631578947
462,Barbican,16,550.0,564.0,1.0,0.578947368421
463,Barbican,17,0.0,0.0,0.0,0.526315789474
464,Barbican,18,0.0,0.0,0.0,0.236842105263
465,Barbican,19,0.0,0.0,0.0,0.526315789474
466,Barbican,20,612.0,626.0,1.0,0.223684210527
467,Barbican,20,601.0,618.0,1.0,0.223684210527
468,Barbican,21,630.0,646.0,1.0,0.157894736842
469,Barbican,21,630.0,646.0,1.0,0.157894736842
470,Barbican,22,0.0,0.0,0.0,0.605263157895
471,Barbican,23,656.0,671.0,1.0,0.605263157895
472,Barbican,24,671.0,682.0,1.0,0.276315789473
473,Barbican,24,665.0,681.0,1.0,0.276315789473
474,Barbican,25,0.0,0.0,0.0,0.473684210526
475,Barbican,26,0.0,0.0,0.0,0.657894736842
476,Barbican,27,709.0,721.0,1.0,0.223684210527
477,Barbican,27,710.0,720.0,1.0,0.223684210527
478,Barking,2,0.0,0.0,0.0,0.0263157894737
479,Barking,3,347.0,378.0,1.0,0.236842105263
480,Barking,4,0.0,0.0,0.0,0.157894736842
481,Barking,5,386.0,416.0,1.0,0.368421052632
482,Barking,6,0.0,0.0,0.0,0.394736842105
483,Barking,7,0.0,0.0,0.0,0.421052631579
484,Barking,8,433.0,460.0,1.0,0.710526315789
