,origin,exit_time_binned,arr_time,exit_time,total,hist_total
13587,Fulham Broadway,14,487.0,521.0,1.0,0.332995951417
13588,Fulham Broadway,14,479.0,513.0,1.0,0.332995951417
13589,Fulham Broadway,15,499.0,532.0,1.0,0.331269349845
13590,Fulham Broadway,15,492.0,532.0,1.0,0.331269349845
13591,Fulham Broadway,15,507.0,537.0,1.0,0.331269349845
13592,Fulham Broadway,15,496.0,527.0,1.0,0.331269349845
13593,Fulham Broadway,15,504.0,537.0,1.0,0.331269349845
13594,Fulham Broadway,15,492.0,536.0,1.0,0.331269349845
13595,Fulham Broadway,15,502.0,537.0,1.0,0.331269349845
13596,Fulham Broadway,15,503.0,532.0,1.0,0.331269349845
13597,Fulham Broadway,15,506.0,537.0,1.0,0.331269349845
13598,Fulham Broadway,15,497.0,532.0,1.0,0.331269349845
13599,Fulham Broadway,15,491.0,532.0,1.0,0.331269349845
13600,Fulham Broadway,15,501.0,532.0,1.0,0.331269349845
13601,Fulham Broadway,15,506.0,537.0,1.0,0.331269349845
13602,Fulham Broadway,15,497.0,532.0,1.0,0.331269349845
13603,Fulham Broadway,15,502.0,537.0,1.0,0.331269349845
13604,Fulham Broadway,15,502.0,532.0,1.0,0.331269349845
13605,Fulham Broadway,15,490.0,537.0,1.0,0.331269349845
13606,Fulham Broadway,16,501.0,544.0,1.0,0.226973684211
13607,Fulham Broadway,16,511.0,547.0,1.0,0.226973684211
13608,Fulham Broadway,16,521.0,555.0,1.0,0.226973684211
13609,Fulham Broadway,16,510.0,545.0,1.0,0.226973684211
13610,Fulham Broadway,16,509.0,545.0,1.0,0.226973684211
13611,Fulham Broadway,16,512.0,549.0,1.0,0.226973684211
13612,Fulham Broadway,16,514.0,547.0,1.0,0.226973684211
13613,Fulham Broadway,16,517.0,555.0,1.0,0.226973684211
13614,Fulham Broadway,16,509.0,545.0,1.0,0.226973684211
13615,Fulham Broadway,16,513.0,547.0,1.0,0.226973684211
13616,Fulham Broadway,16,510.0,545.0,1.0,0.226973684211
13617,Fulham Broadway,16,512.0,547.0,1.0,0.226973684211
13618,Fulham Broadway,16,518.0,555.0,1.0,0.226973684211
13619,Fulham Broadway,16,521.0,555.0,1.0,0.226973684211
13620,Fulham Broadway,16,510.0,545.0,1.0,0.226973684211
13621,Fulham Broadway,16,509.0,545.0,1.0,0.226973684211
13622,Fulham Broadway,17,535.0,570.0,1.0,0.568421052632
13623,Fulham Broadway,17,525.0,559.0,1.0,0.568421052632
13624,Fulham Broadway,17,525.0,559.0,1.0,0.568421052632
13625,Fulham Broadway,17,528.0,562.0,1.0,0.568421052632
13626,Fulham Broadway,17,526.0,560.0,1.0,0.568421052632
13627,Fulham Broadway,18,543.0,580.0,1.0,0.535087719297
13628,Fulham Broadway,18,534.0,571.0,1.0,0.535087719297
13629,Fulham Broadway,18,538.0,575.0,1.0,0.535087719297
13630,Fulham Broadway,19,555.0,593.0,1.0,0.36842105263
13631,Fulham Broadway,19,547.0,590.0,1.0,0.36842105263
13632,Fulham Broadway,19,555.0,593.0,1.0,0.36842105263
13633,Fulham Broadway,20,571.0,611.0,1.0,0.242105263158
13634,Fulham Broadway,20,573.0,610.0,1.0,0.242105263158
13635,Fulham Broadway,20,562.0,601.0,1.0,0.242105263158
13636,Fulham Broadway,20,563.0,605.0,1.0,0.242105263158
13637,Fulham Broadway,20,573.0,611.0,1.0,0.242105263158
13638,Fulham Broadway,21,583.0,618.0,1.0,1.78947368421
13639,Fulham Broadway,22,616.0,645.0,1.0,1.0
13640,Fulham Broadway,23,619.0,652.0,1.0,0.256578947368
13641,Fulham Broadway,23,618.0,654.0,1.0,0.256578947368
13642,Fulham Broadway,23,617.0,652.0,1.0,0.256578947368
13643,Fulham Broadway,23,623.0,652.0,1.0,0.256578947368
13644,Fulham Broadway,24,0.0,0.0,0.0,1.10526315789
13645,Fulham Broadway,25,0.0,0.0,0.0,0.947368421053
13646,Fulwell,4,0.0,0.0,0.0,0.0263157894737
13647,Fulwell,5,0.0,0.0,0.0,0.236842105263
13648,Fulwell,6,0.0,0.0,0.0,0.0526315789474
13649,Fulwell,7,0.0,0.0,0.0,0.578947368421
13650,Fulwell,8,0.0,0.0,0.0,1.05263157895
13651,Fulwell,9,0.0,0.0,0.0,1.07894736842
13652,Fulwell,10,413.0,464.0,1.0,0.197368421053
13653,Fulwell,10,413.0,465.0,1.0,0.197368421053
13654,Fulwell,11,0.0,0.0,0.0,1.02631578947
13655,Fulwell,12,0.0,0.0,0.0,0.315789473684
13656,Fulwell,13,431.0,497.0,1.0,0.223684210526
13657,Fulwell,13,424.0,502.0,1.0,0.223684210526
13658,Fulwell,13,442.0,496.0,1.0,0.223684210526
13659,Fulwell,13,442.0,501.0,1.0,0.223684210526
13660,Fulwell,14,454.0,520.0,1.0,0.0789473684211
13661,Fulwell,15,0.0,0.0,0.0,0.157894736842
13662,Fulwell,17,499.0,562.0,1.0,0.065789473684
13663,Fulwell,17,500.0,559.0,1.0,0.065789473684
13664,Fulwell,18,512.0,585.0,1.0,0.0394736842106
13665,Fulwell,18,528.0,582.0,1.0,0.0394736842106
13666,Fulwell,19,0.0,0.0,0.0,0.0263157894737
13667,Fulwell,20,0.0,0.0,0.0,0.0263157894737
13668,Fulwell,21,562.0,616.0,1.0,0.210526315789
13669,Fulwell,22,0.0,0.0,0.0,0.0526315789474
13670,Fulwell,23,0.0,0.0,0.0,0.315789473684
13671,Gallions Reach,0,0.0,0.0,0.0,0.263157894737
13672,Gallions Reach,1,0.0,0.0,0.0,0.0263157894737
13673,Gallions Reach,2,306.0,341.0,1.0,0.0526315789474
13674,Gallions Reach,4,0.0,0.0,0.0,0.105263157895
13675,Gallions Reach,5,0.0,0.0,0.0,0.157894736842
13676,Gallions Reach,6,0.0,0.0,0.0,0.526315789474
13677,Gallions Reach,7,373.0,419.0,1.0,0.157894736842
13678,Gallions Reach,8,395.0,434.0,1.0,0.171052631579
13679,Gallions Reach,8,395.0,432.0,1.0,0.171052631579
13680,Gallions Reach,9,414.0,447.0,1.0,0.684210526316
13681,Gallions Reach,10,0.0,0.0,0.0,1.02631578947
13682,Gallions Reach,11,430.0,473.0,1.0,1.18421052632
13683,Gallions Reach,12,445.0,481.0,1.0,2.44736842105
13684,Gallions Reach,13,468.0,506.0,1.0,0.644736842105
13685,Gallions Reach,13,469.0,507.0,1.0,0.644736842105
13686,Gallions Reach,14,485.0,522.0,1.0,0.38596491228
13687,Gallions Reach,14,477.0,513.0,1.0,0.38596491228
13688,Gallions Reach,14,485.0,525.0,1.0,0.38596491228
13689,Gallions Reach,15,492.0,532.0,1.0,0.131578947368
13690,Gallions Reach,15,493.0,531.0,1.0,0.131578947368
13691,Gallions Reach,15,492.0,529.0,1.0,0.131578947368
13692,Gallions Reach,16,509.0,545.0,1.0,0.0842105263158
13693,Gallions Reach,16,517.0,551.0,1.0,0.0842105263158
13694,Gallions Reach,16,515.0,551.0,1.0,0.0842105263158
13695,Gallions Reach,16,514.0,553.0,1.0,0.0842105263158
13696,Gallions Reach,16,514.0,551.0,1.0,0.0842105263158
13697,Gallions Reach,17,0.0,0.0,0.0,0.263157894737
13698,Gallions Reach,18,0.0,0.0,0.0,0.0526315789474
13699,Gallions Reach,19,0.0,0.0,0.0,0.0263157894737
13700,Gallions Reach,20,0.0,0.0,0.0,0.184210526316
13701,Gallions Reach,21,0.0,0.0,0.0,0.0526315789474
13702,Gallions Reach,22,0.0,0.0,0.0,0.105263157895
13703,Gallions Reach,24,0.0,0.0,0.0,0.0526315789474
13704,Gants Hill,0,0.0,0.0,0.0,0.131578947368
13705,Gants Hill,1,0.0,0.0,0.0,1.26315789474
13706,Gants Hill,2,0.0,0.0,0.0,1.97368421053
13707,Gants Hill,3,319.0,348.0,1.0,1.51315789474
13708,Gants Hill,3,332.0,358.0,1.0,1.51315789474
13709,Gants Hill,4,347.0,374.0,1.0,0.850877192983
13710,Gants Hill,4,343.0,373.0,1.0,0.850877192983
13711,Gants Hill,4,339.0,374.0,1.0,0.850877192983
13712,Gants Hill,5,356.0,384.0,1.0,1.24342105263
13713,Gants Hill,5,357.0,384.0,1.0,1.24342105263
13714,Gants Hill,5,357.0,384.0,1.0,1.24342105263
13715,Gants Hill,5,355.0,384.0,1.0,1.24342105263
13716,Gants Hill,6,372.0,400.0,1.0,1.84210526316
13717,Gants Hill,6,367.0,392.0,1.0,1.84210526316
13718,Gants Hill,6,371.0,399.0,1.0,1.84210526316
13719,Gants Hill,7,388.0,413.0,1.0,1.05639097744
13720,Gants Hill,7,385.0,413.0,1.0,1.05639097744
13721,Gants Hill,7,385.0,413.0,1.0,1.05639097744
13722,Gants Hill,7,380.0,407.0,1.0,1.05639097744
13723,Gants Hill,7,388.0,413.0,1.0,1.05639097744
13724,Gants Hill,7,379.0,408.0,1.0,1.05639097744
13725,Gants Hill,7,384.0,413.0,1.0,1.05639097744
13726,Gants Hill,8,400.0,430.0,1.0,1.52631578947
13727,Gants Hill,8,399.0,425.0,1.0,1.52631578947
13728,Gants Hill,8,406.0,435.0,1.0,1.52631578947
13729,Gants Hill,8,394.0,421.0,1.0,1.52631578947
13730,Gants Hill,8,405.0,430.0,1.0,1.52631578947
13731,Gants Hill,8,405.0,430.0,1.0,1.52631578947
13732,Gants Hill,8,395.0,421.0,1.0,1.52631578947
13733,Gants Hill,9,419.0,447.0,1.0,1.59356725147
13734,Gants Hill,9,416.0,447.0,1.0,1.59356725147
13735,Gants Hill,9,420.0,447.0,1.0,1.59356725147
13736,Gants Hill,9,411.0,442.0,1.0,1.59356725147
13737,Gants Hill,9,410.0,436.0,1.0,1.59356725147
13738,Gants Hill,9,418.0,447.0,1.0,1.59356725147
13739,Gants Hill,9,408.0,436.0,1.0,1.59356725147
13740,Gants Hill,9,413.0,442.0,1.0,1.59356725147
13741,Gants Hill,9,412.0,442.0,1.0,1.59356725147
13742,Gants Hill,10,431.0,459.0,1.0,1.07072368421
13743,Gants Hill,10,435.0,463.0,1.0,1.07072368421
13744,Gants Hill,10,429.0,461.0,1.0,1.07072368421
13745,Gants Hill,10,433.0,460.0,1.0,1.07072368421
13746,Gants Hill,10,425.0,455.0,1.0,1.07072368421
13747,Gants Hill,10,428.0,457.0,1.0,1.07072368421
13748,Gants Hill,10,424.0,455.0,1.0,1.07072368421
13749,Gants Hill,10,435.0,463.0,1.0,1.07072368421
13750,Gants Hill,10,434.0,463.0,1.0,1.07072368421
13751,Gants Hill,10,436.0,463.0,1.0,1.07072368421
13752,Gants Hill,10,434.0,462.0,1.0,1.07072368421
13753,Gants Hill,10,421.0,455.0,1.0,1.07072368421
13754,Gants Hill,10,430.0,459.0,1.0,1.07072368421
13755,Gants Hill,10,436.0,463.0,1.0,1.07072368421
13756,Gants Hill,10,432.0,460.0,1.0,1.07072368421
13757,Gants Hill,10,426.0,457.0,1.0,1.07072368421
13758,Gants Hill,11,438.0,467.0,1.0,0.682395644283
13759,Gants Hill,11,449.0,475.0,1.0,0.682395644283
13760,Gants Hill,11,454.0,480.0,1.0,0.682395644283
13761,Gants Hill,11,450.0,480.0,1.0,0.682395644283
13762,Gants Hill,11,449.0,479.0,1.0,0.682395644283
13763,Gants Hill,11,449.0,475.0,1.0,0.682395644283
13764,Gants Hill,11,442.0,471.0,1.0,0.682395644283
13765,Gants Hill,11,444.0,471.0,1.0,0.682395644283
13766,Gants Hill,11,444.0,472.0,1.0,0.682395644283
13767,Gants Hill,11,444.0,471.0,1.0,0.682395644283
13768,Gants Hill,11,443.0,471.0,1.0,0.682395644283
13769,Gants Hill,11,454.0,480.0,1.0,0.682395644283
13770,Gants Hill,11,451.0,480.0,1.0,0.682395644283
13771,Gants Hill,11,449.0,476.0,1.0,0.682395644283
13772,Gants Hill,11,447.0,475.0,1.0,0.682395644283
13773,Gants Hill,11,443.0,471.0,1.0,0.682395644283
13774,Gants Hill,11,451.0,480.0,1.0,0.682395644283
13775,Gants Hill,11,449.0,475.0,1.0,0.682395644283
13776,Gants Hill,11,454.0,480.0,1.0,0.682395644283
13777,Gants Hill,11,445.0,472.0,1.0,0.682395644283
13778,Gants Hill,11,442.0,471.0,1.0,0.682395644283
13779,Gants Hill,11,452.0,480.0,1.0,0.682395644283
13780,Gants Hill,11,445.0,471.0,1.0,0.682395644283
13781,Gants Hill,11,437.0,467.0,1.0,0.682395644283
13782,Gants Hill,11,448.0,475.0,1.0,0.682395644283
13783,Gants Hill,11,449.0,480.0,1.0,0.682395644283
13784,Gants Hill,11,453.0,480.0,1.0,0.682395644283
13785,Gants Hill,11,449.0,476.0,1.0,0.682395644283
13786,Gants Hill,11,446.0,475.0,1.0,0.682395644283
13787,Gants Hill,12,460.0,488.0,1.0,1.14605263158
13788,Gants Hill,12,457.0,486.0,1.0,1.14605263158
13789,Gants Hill,12,461.0,488.0,1.0,1.14605263158
13790,Gants Hill,12,463.0,493.0,1.0,1.14605263158
13791,Gants Hill,12,461.0,488.0,1.0,1.14605263158
13792,Gants Hill,12,457.0,486.0,1.0,1.14605263158
13793,Gants Hill,12,462.0,493.0,1.0,1.14605263158
13794,Gants Hill,12,461.0,488.0,1.0,1.14605263158
13795,Gants Hill,12,459.0,488.0,1.0,1.14605263158
13796,Gants Hill,12,459.0,488.0,1.0,1.14605263158
13797,Gants Hill,12,463.0,492.0,1.0,1.14605263158
13798,Gants Hill,12,457.0,487.0,1.0,1.14605263158
13799,Gants Hill,12,459.0,486.0,1.0,1.14605263158
13800,Gants Hill,12,464.0,493.0,1.0,1.14605263158
13801,Gants Hill,12,464.0,492.0,1.0,1.14605263158
13802,Gants Hill,12,461.0,488.0,1.0,1.14605263158
13803,Gants Hill,12,461.0,488.0,1.0,1.14605263158
13804,Gants Hill,12,466.0,493.0,1.0,1.14605263158
13805,Gants Hill,12,456.0,486.0,1.0,1.14605263158
13806,Gants Hill,12,457.0,486.0,1.0,1.14605263158
13807,Gants Hill,13,470.0,497.0,1.0,1.15692007797
13808,Gants Hill,13,467.0,496.0,1.0,1.15692007797
13809,Gants Hill,13,473.0,501.0,1.0,1.15692007797
13810,Gants Hill,13,478.0,505.0,1.0,1.15692007797
13811,Gants Hill,13,476.0,505.0,1.0,1.15692007797
13812,Gants Hill,13,481.0,508.0,1.0,1.15692007797
13813,Gants Hill,13,471.0,501.0,1.0,1.15692007797
13814,Gants Hill,13,475.0,506.0,1.0,1.15692007797
13815,Gants Hill,13,468.0,496.0,1.0,1.15692007797
13816,Gants Hill,13,466.0,497.0,1.0,1.15692007797
13817,Gants Hill,13,478.0,505.0,1.0,1.15692007797
13818,Gants Hill,13,467.0,497.0,1.0,1.15692007797
13819,Gants Hill,13,474.0,500.0,1.0,1.15692007797
13820,Gants Hill,13,478.0,505.0,1.0,1.15692007797
13821,Gants Hill,13,470.0,497.0,1.0,1.15692007797
13822,Gants Hill,13,474.0,505.0,1.0,1.15692007797
13823,Gants Hill,13,480.0,509.0,1.0,1.15692007797
13824,Gants Hill,13,482.0,509.0,1.0,1.15692007797
13825,Gants Hill,13,477.0,505.0,1.0,1.15692007797
13826,Gants Hill,13,469.0,496.0,1.0,1.15692007797
13827,Gants Hill,13,467.0,497.0,1.0,1.15692007797
13828,Gants Hill,13,479.0,509.0,1.0,1.15692007797
13829,Gants Hill,13,480.0,509.0,1.0,1.15692007797
13830,Gants Hill,13,472.0,500.0,1.0,1.15692007797
13831,Gants Hill,13,478.0,505.0,1.0,1.15692007797
13832,Gants Hill,13,467.0,496.0,1.0,1.15692007797
13833,Gants Hill,13,474.0,501.0,1.0,1.15692007797
13834,Gants Hill,14,485.0,515.0,1.0,0.873205741627
13835,Gants Hill,14,486.0,515.0,1.0,0.873205741627
13836,Gants Hill,14,487.0,523.0,1.0,0.873205741627
13837,Gants Hill,14,492.0,521.0,1.0,0.873205741627
13838,Gants Hill,14,492.0,523.0,1.0,0.873205741627
13839,Gants Hill,14,494.0,524.0,1.0,0.873205741627
13840,Gants Hill,14,495.0,524.0,1.0,0.873205741627
13841,Gants Hill,14,487.0,514.0,1.0,0.873205741627
13842,Gants Hill,14,490.0,523.0,1.0,0.873205741627
13843,Gants Hill,14,490.0,523.0,1.0,0.873205741627
13844,Gants Hill,14,487.0,517.0,1.0,0.873205741627
13845,Gants Hill,14,485.0,514.0,1.0,0.873205741627
13846,Gants Hill,14,482.0,512.0,1.0,0.873205741627
13847,Gants Hill,14,486.0,515.0,1.0,0.873205741627
13848,Gants Hill,14,493.0,525.0,1.0,0.873205741627
13849,Gants Hill,14,494.0,525.0,1.0,0.873205741627
13850,Gants Hill,14,490.0,523.0,1.0,0.873205741627
13851,Gants Hill,14,493.0,524.0,1.0,0.873205741627
13852,Gants Hill,14,493.0,525.0,1.0,0.873205741627
13853,Gants Hill,14,486.0,515.0,1.0,0.873205741627
13854,Gants Hill,14,487.0,514.0,1.0,0.873205741627
13855,Gants Hill,14,490.0,522.0,1.0,0.873205741627
13856,Gants Hill,15,503.0,533.0,1.0,0.471491228069
13857,Gants Hill,15,499.0,533.0,1.0,0.471491228069
13858,Gants Hill,15,506.0,537.0,1.0,0.471491228069
13859,Gants Hill,15,506.0,537.0,1.0,0.471491228069
13860,Gants Hill,15,508.0,538.0,1.0,0.471491228069
13861,Gants Hill,15,506.0,537.0,1.0,0.471491228069
13862,Gants Hill,15,504.0,538.0,1.0,0.471491228069
13863,Gants Hill,15,500.0,533.0,1.0,0.471491228069
13864,Gants Hill,15,500.0,533.0,1.0,0.471491228069
13865,Gants Hill,15,498.0,528.0,1.0,0.471491228069
13866,Gants Hill,15,508.0,537.0,1.0,0.471491228069
13867,Gants Hill,15,508.0,538.0,1.0,0.471491228069
13868,Gants Hill,15,500.0,533.0,1.0,0.471491228069
13869,Gants Hill,15,497.0,529.0,1.0,0.471491228069
13870,Gants Hill,15,507.0,537.0,1.0,0.471491228069
13871,Gants Hill,15,508.0,536.0,1.0,0.471491228069
13872,Gants Hill,15,504.0,537.0,1.0,0.471491228069
13873,Gants Hill,15,504.0,533.0,1.0,0.471491228069
13874,Gants Hill,15,505.0,536.0,1.0,0.471491228069
13875,Gants Hill,15,506.0,538.0,1.0,0.471491228069
13876,Gants Hill,15,500.0,533.0,1.0,0.471491228069
13877,Gants Hill,15,505.0,537.0,1.0,0.471491228069
13878,Gants Hill,15,500.0,533.0,1.0,0.471491228069
13879,Gants Hill,15,502.0,532.0,1.0,0.471491228069
13880,Gants Hill,15,500.0,533.0,1.0,0.471491228069
13881,Gants Hill,15,510.0,537.0,1.0,0.471491228069
13882,Gants Hill,15,505.0,537.0,1.0,0.471491228069
13883,Gants Hill,15,510.0,538.0,1.0,0.471491228069
13884,Gants Hill,15,510.0,536.0,1.0,0.471491228069
13885,Gants Hill,15,508.0,537.0,1.0,0.471491228069
13886,Gants Hill,15,495.0,530.0,1.0,0.471491228069
13887,Gants Hill,15,505.0,537.0,1.0,0.471491228069
13888,Gants Hill,15,503.0,533.0,1.0,0.471491228069
13889,Gants Hill,15,496.0,528.0,1.0,0.471491228069
13890,Gants Hill,15,500.0,536.0,1.0,0.471491228069
13891,Gants Hill,15,506.0,537.0,1.0,0.471491228069
13892,Gants Hill,16,518.0,546.0,1.0,0.429473684212
13893,Gants Hill,16,514.0,541.0,1.0,0.429473684212
13894,Gants Hill,16,517.0,545.0,1.0,0.429473684212
13895,Gants Hill,16,516.0,542.0,1.0,0.429473684212
13896,Gants Hill,16,525.0,552.0,1.0,0.429473684212
13897,Gants Hill,16,518.0,546.0,1.0,0.429473684212
13898,Gants Hill,16,516.0,542.0,1.0,0.429473684212
13899,Gants Hill,16,511.0,542.0,1.0,0.429473684212
13900,Gants Hill,16,521.0,552.0,1.0,0.429473684212
13901,Gants Hill,16,520.0,553.0,1.0,0.429473684212
13902,Gants Hill,16,522.0,553.0,1.0,0.429473684212
13903,Gants Hill,16,516.0,546.0,1.0,0.429473684212
13904,Gants Hill,16,512.0,548.0,1.0,0.429473684212
13905,Gants Hill,16,516.0,543.0,1.0,0.429473684212
13906,Gants Hill,16,520.0,553.0,1.0,0.429473684212
13907,Gants Hill,16,514.0,543.0,1.0,0.429473684212
13908,Gants Hill,16,515.0,543.0,1.0,0.429473684212
13909,Gants Hill,16,508.0,543.0,1.0,0.429473684212
13910,Gants Hill,16,525.0,551.0,1.0,0.429473684212
13911,Gants Hill,16,516.0,542.0,1.0,0.429473684212
13912,Gants Hill,16,501.0,543.0,1.0,0.429473684212
13913,Gants Hill,16,513.0,542.0,1.0,0.429473684212
13914,Gants Hill,16,516.0,545.0,1.0,0.429473684212
13915,Gants Hill,16,512.0,541.0,1.0,0.429473684212
13916,Gants Hill,16,508.0,542.0,1.0,0.429473684212
13917,Gants Hill,17,535.0,562.0,1.0,0.464473684211
13918,Gants Hill,17,534.0,561.0,1.0,0.464473684211
13919,Gants Hill,17,530.0,558.0,1.0,0.464473684211
13920,Gants Hill,17,538.0,568.0,1.0,0.464473684211
13921,Gants Hill,17,542.0,569.0,1.0,0.464473684211
13922,Gants Hill,17,529.0,556.0,1.0,0.464473684211
13923,Gants Hill,17,538.0,568.0,1.0,0.464473684211
13924,Gants Hill,17,529.0,558.0,1.0,0.464473684211
13925,Gants Hill,17,534.0,562.0,1.0,0.464473684211
13926,Gants Hill,17,541.0,569.0,1.0,0.464473684211
13927,Gants Hill,17,535.0,561.0,1.0,0.464473684211
13928,Gants Hill,17,534.0,562.0,1.0,0.464473684211
13929,Gants Hill,17,532.0,562.0,1.0,0.464473684211
13930,Gants Hill,17,537.0,569.0,1.0,0.464473684211
13931,Gants Hill,17,541.0,568.0,1.0,0.464473684211
13932,Gants Hill,17,528.0,556.0,1.0,0.464473684211
13933,Gants Hill,17,542.0,568.0,1.0,0.464473684211
13934,Gants Hill,17,531.0,561.0,1.0,0.464473684211
13935,Gants Hill,17,523.0,556.0,1.0,0.464473684211
13936,Gants Hill,17,524.0,557.0,1.0,0.464473684211
13937,Gants Hill,18,547.0,572.0,1.0,0.329639889197
13938,Gants Hill,18,528.0,574.0,1.0,0.329639889197
13939,Gants Hill,18,545.0,574.0,1.0,0.329639889197
13940,Gants Hill,18,545.0,574.0,1.0,0.329639889197
13941,Gants Hill,18,549.0,579.0,1.0,0.329639889197
13942,Gants Hill,18,549.0,580.0,1.0,0.329639889197
13943,Gants Hill,18,548.0,580.0,1.0,0.329639889197
13944,Gants Hill,18,551.0,579.0,1.0,0.329639889197
13945,Gants Hill,18,554.0,583.0,1.0,0.329639889197
13946,Gants Hill,18,541.0,574.0,1.0,0.329639889197
13947,Gants Hill,18,553.0,583.0,1.0,0.329639889197
13948,Gants Hill,18,546.0,573.0,1.0,0.329639889197
13949,Gants Hill,18,557.0,583.0,1.0,0.329639889197
13950,Gants Hill,18,550.0,580.0,1.0,0.329639889197
13951,Gants Hill,18,543.0,573.0,1.0,0.329639889197
13952,Gants Hill,18,547.0,573.0,1.0,0.329639889197
13953,Gants Hill,18,545.0,574.0,1.0,0.329639889197
13954,Gants Hill,18,550.0,579.0,1.0,0.329639889197
13955,Gants Hill,18,549.0,579.0,1.0,0.329639889197
13956,Gants Hill,19,559.0,588.0,1.0,0.239938080495
13957,Gants Hill,19,563.0,594.0,1.0,0.239938080495
13958,Gants Hill,19,564.0,594.0,1.0,0.239938080495
13959,Gants Hill,19,564.0,595.0,1.0,0.239938080495
13960,Gants Hill,19,539.0,588.0,1.0,0.239938080495
13961,Gants Hill,19,563.0,594.0,1.0,0.239938080495
13962,Gants Hill,19,557.0,588.0,1.0,0.239938080495
13963,Gants Hill,19,554.0,593.0,1.0,0.239938080495
13964,Gants Hill,19,568.0,593.0,1.0,0.239938080495
13965,Gants Hill,19,553.0,593.0,1.0,0.239938080495
13966,Gants Hill,19,568.0,599.0,1.0,0.239938080495
13967,Gants Hill,19,569.0,596.0,1.0,0.239938080495
13968,Gants Hill,19,568.0,597.0,1.0,0.239938080495
13969,Gants Hill,19,566.0,594.0,1.0,0.239938080495
13970,Gants Hill,19,559.0,588.0,1.0,0.239938080495
13971,Gants Hill,19,562.0,587.0,1.0,0.239938080495
13972,Gants Hill,19,565.0,594.0,1.0,0.239938080495
13973,Gants Hill,20,573.0,601.0,1.0,0.776315789473
13974,Gants Hill,20,579.0,608.0,1.0,0.776315789473
13975,Gants Hill,20,577.0,607.0,1.0,0.776315789473
13976,Gants Hill,20,573.0,601.0,1.0,0.776315789473
13977,Gants Hill,21,593.0,618.0,1.0,0.743421052632
13978,Gants Hill,21,596.0,623.0,1.0,0.743421052632
13979,Gants Hill,21,595.0,623.0,1.0,0.743421052632
13980,Gants Hill,21,600.0,626.0,1.0,0.743421052632
13981,Gants Hill,22,614.0,640.0,1.0,0.457894736842
13982,Gants Hill,22,617.0,643.0,1.0,0.457894736842
13983,Gants Hill,22,618.0,642.0,1.0,0.457894736842
13984,Gants Hill,22,618.0,642.0,1.0,0.457894736842
13985,Gants Hill,22,609.0,641.0,1.0,0.457894736842
13986,Gants Hill,23,0.0,0.0,0.0,2.02631578947
13987,Gants Hill,24,645.0,674.0,1.0,0.947368421055
13988,Gants Hill,24,638.0,666.0,1.0,0.947368421055
13989,Gants Hill,25,640.0,679.0,1.0,0.570175438597
13990,Gants Hill,25,651.0,679.0,1.0,0.570175438597
13991,Gants Hill,25,650.0,679.0,1.0,0.570175438597
13992,Gants Hill,26,674.0,701.0,1.0,0.197368421053
13993,Gants Hill,26,665.0,694.0,1.0,0.197368421053
13994,Gidea Park,3,0.0,0.0,0.0,0.157894736842
13995,Gidea Park,4,0.0,0.0,0.0,0.236842105263
13996,Gidea Park,5,0.0,0.0,0.0,0.315789473684
13997,Gidea Park,6,0.0,0.0,0.0,0.789473684211
13998,Gidea Park,7,0.0,0.0,0.0,1.52631578947
13999,Gidea Park,8,0.0,0.0,0.0,1.5
14000,Gidea Park,9,402.0,439.0,1.0,0.92105263158
14001,Gidea Park,9,402.0,436.0,1.0,0.92105263158
14002,Gidea Park,10,422.0,458.0,1.0,0.92105263158
14003,Gidea Park,10,423.0,459.0,1.0,0.92105263158
14004,Gidea Park,11,434.0,469.0,1.0,0.92105263158
14005,Gidea Park,11,442.0,480.0,1.0,0.92105263158
14006,Gidea Park,12,0.0,0.0,0.0,1.44736842105
14007,Gidea Park,13,461.0,503.0,1.0,0.388157894738
14008,Gidea Park,13,460.0,503.0,1.0,0.388157894738
14009,Gidea Park,13,471.0,509.0,1.0,0.388157894738
14010,Gidea Park,13,458.0,509.0,1.0,0.388157894738
14011,Gidea Park,14,479.0,518.0,1.0,1.76315789474
14012,Gidea Park,15,483.0,530.0,1.0,0.315789473684
14013,Gidea Park,15,485.0,529.0,1.0,0.315789473684
14014,Gidea Park,16,499.0,541.0,1.0,0.125
14015,Gidea Park,16,503.0,544.0,1.0,0.125
14016,Gidea Park,16,505.0,544.0,1.0,0.125
14017,Gidea Park,16,502.0,544.0,1.0,0.125
14018,Gidea Park,17,520.0,557.0,1.0,0.131578947368
14019,Gidea Park,17,519.0,558.0,1.0,0.131578947368
14020,Gidea Park,17,515.0,560.0,1.0,0.131578947368
14021,Gidea Park,18,531.0,571.0,1.0,0.289473684211
14022,Gidea Park,19,547.0,594.0,1.0,0.092105263158
14023,Gidea Park,19,553.0,594.0,1.0,0.092105263158
14024,Gidea Park,20,559.0,601.0,1.0,0.315789473684
14025,Gidea Park,21,0.0,0.0,0.0,0.210526315789
14026,Gidea Park,22,0.0,0.0,0.0,0.210526315789
14027,Gidea Park,23,606.0,652.0,1.0,0.131578947368
14028,Gidea Park,24,622.0,667.0,1.0,0.315789473684
14029,Gipsy Hill,3,0.0,0.0,0.0,0.315789473684
14030,Gipsy Hill,5,0.0,0.0,0.0,0.0263157894737
14031,Gipsy Hill,6,355.0,397.0,1.0,0.0789473684211
14032,Gipsy Hill,7,0.0,0.0,0.0,0.210526315789
