,origin,exit_time_binned,arr_time,exit_time,total,hist_total
0,Abbey Road,2,0.0,0.0,0.0,0.0263157894737
1,Abbey Road,3,0.0,0.0,0.0,0.131578947368
2,Abbey Road,4,0.0,0.0,0.0,0.157894736842
3,Abbey Road,5,0.0,0.0,0.0,0.157894736842
4,Abbey Road,6,0.0,0.0,0.0,0.0789473684211
5,Abbey Road,7,383.0,407.0,1.0,0.105263157895
6,Abbey Road,8,0.0,0.0,0.0,0.157894736842
7,Abbey Road,9,0.0,0.0,0.0,0.236842105263
8,Abbey Road,10,0.0,0.0,0.0,0.0789473684211
9,Abbey Road,11,0.0,0.0,0.0,0.131578947368
10,Abbey Road,12,0.0,0.0,0.0,0.131578947368
11,Abbey Road,13,0.0,0.0,0.0,0.131578947368
12,Abbey Road,14,0.0,0.0,0.0,0.0263157894737
13,Abbey Road,15,0.0,0.0,0.0,0.0263157894737
14,Abbey Road,16,0.0,0.0,0.0,0.131578947368
15,Abbey Road,17,0.0,0.0,0.0,0.131578947368
16,Abbey Road,18,0.0,0.0,0.0,0.368421052632
17,Abbey Road,19,576.0,599.0,1.0,0.105263157895
18,Abbey Road,20,0.0,0.0,0.0,0.131578947368
19,Abbey Road,21,0.0,0.0,0.0,0.0526315789474
20,Abbey Road,23,0.0,0.0,0.0,0.0263157894737
21,Abbey Road,24,0.0,0.0,0.0,0.0526315789474
22,Abbey Wood,0,0.0,0.0,0.0,0.0263157894737
23,Abbey Wood,2,0.0,0.0,0.0,0.0526315789474
24,Abbey Wood,3,0.0,0.0,0.0,0.0526315789474
25,Abbey Wood,4,0.0,0.0,0.0,0.131578947368
26,Abbey Wood,5,0.0,0.0,0.0,0.0263157894737
27,Abbey Wood,7,0.0,0.0,0.0,0.0526315789474
28,Abbey Wood,11,0.0,0.0,0.0,0.157894736842
29,Abbey Wood,12,0.0,0.0,0.0,0.289473684211
30,Abbey Wood,13,0.0,0.0,0.0,0.157894736842
31,Abbey Wood,14,0.0,0.0,0.0,0.210526315789
32,Abbey Wood,15,0.0,0.0,0.0,0.157894736842
33,Abbey Wood,16,490.0,542.0,1.0,0.105263157895
34,Abbey Wood,17,0.0,0.0,0.0,0.105263157895
35,Abbey Wood,19,0.0,0.0,0.0,0.0263157894737
36,Abbey Wood,20,0.0,0.0,0.0,0.0789473684211
37,Abbey Wood,22,0.0,0.0,0.0,0.0526315789474
38,Abbey Wood,23,0.0,0.0,0.0,0.0526315789474
39,Abbey Wood,24,0.0,0.0,0.0,0.0263157894737
40,Acton Central,7,0.0,0.0,0.0,0.0263157894737
41,Acton Central,8,0.0,0.0,0.0,0.0526315789474
42,Acton Central,9,0.0,0.0,0.0,0.0526315789474
43,Acton Central,10,0.0,0.0,0.0,0.131578947368
44,Acton Central,11,0.0,0.0,0.0,0.447368421053
45,Acton Central,12,0.0,0.0,0.0,0.210526315789
46,Acton Central,13,0.0,0.0,0.0,0.0526315789474
47,Acton Central,15,475.0,534.0,1.0,0.00877192982457
48,Acton Central,15,472.0,537.0,1.0,0.00877192982457
49,Acton Central,15,487.0,540.0,1.0,0.00877192982457
50,Acton Central,17,0.0,0.0,0.0,0.315789473684
51,Acton Central,20,0.0,0.0,0.0,0.0526315789474
52,Acton Central,21,566.0,620.0,1.0,0.0789473684211
53,Acton Town,0,0.0,0.0,0.0,0.0263157894737
54,Acton Town,1,0.0,0.0,0.0,0.184210526316
55,Acton Town,2,289.0,333.0,1.0,0.0526315789474
56,Acton Town,3,0.0,0.0,0.0,0.973684210526
57,Acton Town,4,0.0,0.0,0.0,0.394736842105
58,Acton Town,5,0.0,0.0,0.0,0.368421052632
59,Acton Town,6,347.0,393.0,1.0,0.947368421053
60,Acton Town,7,0.0,0.0,0.0,1.18421052632
61,Acton Town,8,0.0,0.0,0.0,2.21052631579
62,Acton Town,9,0.0,0.0,0.0,2.65789473684
63,Acton Town,10,405.0,451.0,1.0,3.68421052632
64,Acton Town,11,441.0,480.0,1.0,1.5350877193
65,Acton Town,11,434.0,474.0,1.0,1.5350877193
66,Acton Town,11,436.0,475.0,1.0,1.5350877193
67,Acton Town,12,444.0,483.0,1.0,2.40789473684
68,Acton Town,12,452.0,492.0,1.0,2.40789473684
69,Acton Town,13,456.0,498.0,1.0,0.311403508772
70,Acton Town,13,451.0,501.0,1.0,0.311403508772
71,Acton Town,13,466.0,505.0,1.0,0.311403508772
72,Acton Town,13,467.0,507.0,1.0,0.311403508772
73,Acton Town,13,463.0,505.0,1.0,0.311403508772
74,Acton Town,13,466.0,508.0,1.0,0.311403508772
75,Acton Town,13,468.0,510.0,1.0,0.311403508772
76,Acton Town,13,454.0,498.0,1.0,0.311403508772
77,Acton Town,13,465.0,502.0,1.0,0.311403508772
78,Acton Town,13,451.0,500.0,1.0,0.311403508772
79,Acton Town,13,466.0,510.0,1.0,0.311403508772
80,Acton Town,13,463.0,510.0,1.0,0.311403508772
81,Acton Town,14,475.0,511.0,1.0,0.434210526315
82,Acton Town,14,477.0,516.0,1.0,0.434210526315
83,Acton Town,14,478.0,519.0,1.0,0.434210526315
84,Acton Town,14,481.0,525.0,1.0,0.434210526315
85,Acton Town,14,475.0,514.0,1.0,0.434210526315
86,Acton Town,14,479.0,520.0,1.0,0.434210526315
87,Acton Town,15,487.0,535.0,1.0,0.736842105265
88,Acton Town,15,483.0,526.0,1.0,0.736842105265
89,Acton Town,16,494.0,541.0,1.0,0.28947368421
90,Acton Town,16,509.0,554.0,1.0,0.28947368421
91,Acton Town,16,509.0,554.0,1.0,0.28947368421
92,Acton Town,16,496.0,541.0,1.0,0.28947368421
93,Acton Town,17,523.0,561.0,1.0,0.254385964912
94,Acton Town,17,511.0,558.0,1.0,0.254385964912
95,Acton Town,17,511.0,557.0,1.0,0.254385964912
96,Acton Town,18,535.0,576.0,1.0,0.710526315789
97,Acton Town,19,543.0,593.0,1.0,0.605263157895
98,Acton Town,20,0.0,0.0,0.0,0.763157894737
99,Acton Town,21,0.0,0.0,0.0,0.184210526316
100,Acton Town,22,602.0,640.0,1.0,0.114035087719
101,Acton Town,22,601.0,645.0,1.0,0.114035087719
102,Acton Town,22,591.0,640.0,1.0,0.114035087719
103,Acton Town,23,610.0,649.0,1.0,0.342105263158
104,Acton Town,24,635.0,670.0,1.0,0.447368421053
105,Acton Town,25,0.0,0.0,0.0,0.0526315789474
106,Albany Park,15,0.0,0.0,0.0,0.0263157894737
107,Aldgate,8,0.0,0.0,0.0,0.0263157894737
108,Aldgate,9,0.0,0.0,0.0,0.0263157894737
109,Aldgate,10,0.0,0.0,0.0,0.105263157895
110,Aldgate,12,0.0,0.0,0.0,0.105263157895
111,Aldgate,13,0.0,0.0,0.0,0.105263157895
112,Aldgate,14,0.0,0.0,0.0,0.210526315789
113,Aldgate,15,510.0,526.0,1.0,0.0394736842106
114,Aldgate,15,520.0,535.0,1.0,0.0394736842106
115,Aldgate,16,0.0,0.0,0.0,0.0526315789474
116,Aldgate,17,0.0,0.0,0.0,0.131578947368
117,Aldgate,18,0.0,0.0,0.0,0.236842105263
118,Aldgate,19,0.0,0.0,0.0,0.105263157895
119,Aldgate,20,591.0,605.0,1.0,0.131578947368
120,Aldgate,21,0.0,0.0,0.0,0.105263157895
121,Aldgate,22,0.0,0.0,0.0,0.157894736842
122,Aldgate,23,0.0,0.0,0.0,0.157894736842
123,Aldgate,24,0.0,0.0,0.0,0.263157894737
124,Aldgate,25,675.0,684.0,1.0,0.0263157894737
125,Aldgate,26,0.0,0.0,0.0,0.263157894737
126,Aldgate,27,0.0,0.0,0.0,0.0789473684211
127,Aldgate East,2,0.0,0.0,0.0,0.0263157894737
128,Aldgate East,3,0.0,0.0,0.0,0.0263157894737
129,Aldgate East,4,0.0,0.0,0.0,0.131578947368
130,Aldgate East,5,378.0,385.0,1.0,0.447368421053
131,Aldgate East,6,392.0,401.0,1.0,0.921052631579
132,Aldgate East,7,411.0,420.0,1.0,0.526315789475
133,Aldgate East,7,409.0,420.0,1.0,0.526315789475
134,Aldgate East,8,0.0,0.0,0.0,1.31578947368
135,Aldgate East,9,431.0,440.0,1.0,0.526315789475
136,Aldgate East,9,440.0,448.0,1.0,0.526315789475
137,Aldgate East,10,439.0,454.0,1.0,0.701754385963
138,Aldgate East,10,436.0,454.0,1.0,0.701754385963
139,Aldgate East,10,454.0,462.0,1.0,0.701754385963
140,Aldgate East,11,464.0,470.0,1.0,0.745614035087
141,Aldgate East,11,459.0,468.0,1.0,0.745614035087
142,Aldgate East,11,468.0,475.0,1.0,0.745614035087
143,Aldgate East,12,476.0,482.0,1.0,0.881578947367
144,Aldgate East,12,482.0,489.0,1.0,0.881578947367
145,Aldgate East,12,487.0,495.0,1.0,0.881578947367
146,Aldgate East,12,477.0,489.0,1.0,0.881578947367
147,Aldgate East,13,492.0,498.0,1.0,0.47697368421
148,Aldgate East,13,498.0,507.0,1.0,0.47697368421
149,Aldgate East,13,495.0,502.0,1.0,0.47697368421
150,Aldgate East,13,501.0,508.0,1.0,0.47697368421
151,Aldgate East,13,490.0,499.0,1.0,0.47697368421
152,Aldgate East,13,495.0,502.0,1.0,0.47697368421
153,Aldgate East,13,491.0,498.0,1.0,0.47697368421
154,Aldgate East,13,498.0,507.0,1.0,0.47697368421
155,Aldgate East,14,512.0,518.0,1.0,0.98947368421
156,Aldgate East,14,506.0,512.0,1.0,0.98947368421
157,Aldgate East,14,507.0,518.0,1.0,0.98947368421
158,Aldgate East,14,508.0,518.0,1.0,0.98947368421
159,Aldgate East,14,510.0,518.0,1.0,0.98947368421
160,Aldgate East,15,520.0,533.0,1.0,1.92105263158
161,Aldgate East,15,511.0,527.0,1.0,1.92105263158
162,Aldgate East,15,520.0,533.0,1.0,1.92105263158
163,Aldgate East,16,537.0,544.0,1.0,0.307894736842
164,Aldgate East,16,536.0,543.0,1.0,0.307894736842
165,Aldgate East,16,536.0,543.0,1.0,0.307894736842
166,Aldgate East,16,533.0,541.0,1.0,0.307894736842
167,Aldgate East,16,542.0,550.0,1.0,0.307894736842
168,Aldgate East,16,544.0,550.0,1.0,0.307894736842
169,Aldgate East,16,535.0,541.0,1.0,0.307894736842
170,Aldgate East,16,537.0,548.0,1.0,0.307894736842
171,Aldgate East,16,535.0,543.0,1.0,0.307894736842
172,Aldgate East,16,539.0,548.0,1.0,0.307894736842
173,Aldgate East,17,548.0,556.0,1.0,1.1447368421
174,Aldgate East,17,549.0,556.0,1.0,1.1447368421
175,Aldgate East,18,563.0,572.0,1.0,0.407894736843
176,Aldgate East,18,569.0,578.0,1.0,0.407894736843
177,Aldgate East,18,570.0,579.0,1.0,0.407894736843
178,Aldgate East,18,554.0,579.0,1.0,0.407894736843
179,Aldgate East,19,584.0,593.0,1.0,0.697368421055
180,Aldgate East,19,585.0,593.0,1.0,0.697368421055
181,Aldgate East,20,606.0,612.0,1.0,0.96052631579
182,Aldgate East,20,591.0,609.0,1.0,0.96052631579
183,Aldgate East,21,617.0,626.0,1.0,0.51754385965
184,Aldgate East,21,613.0,620.0,1.0,0.51754385965
185,Aldgate East,21,613.0,620.0,1.0,0.51754385965
186,Aldgate East,22,632.0,640.0,1.0,1.36842105263
187,Aldgate East,23,650.0,659.0,1.0,0.473684210526
188,Aldgate East,23,646.0,655.0,1.0,0.473684210526
189,Aldgate East,24,666.0,675.0,1.0,1.23684210526
190,Aldgate East,25,676.0,686.0,1.0,1.0
191,Aldgate East,26,687.0,697.0,1.0,1.07894736842
192,Aldgate East,27,704.0,714.0,1.0,0.140350877193
193,Aldgate East,27,704.0,715.0,1.0,0.140350877193
194,Aldgate East,27,703.0,708.0,1.0,0.140350877193
195,Alexandra Palace,5,0.0,0.0,0.0,0.131578947368
196,Alexandra Palace,7,0.0,0.0,0.0,0.105263157895
197,Alexandra Palace,8,0.0,0.0,0.0,0.0526315789474
198,Alexandra Palace,9,0.0,0.0,0.0,0.0263157894737
199,Alexandra Palace,10,0.0,0.0,0.0,0.184210526316
200,Alexandra Palace,11,0.0,0.0,0.0,0.894736842105
201,Alexandra Palace,12,451.0,483.0,1.0,0.763157894737
202,Alexandra Palace,13,471.0,503.0,1.0,1.05263157895
203,Alexandra Palace,14,480.0,524.0,1.0,0.184210526316
204,Alexandra Palace,14,478.0,519.0,1.0,0.184210526316
205,Alexandra Palace,15,500.0,535.0,1.0,0.210526315789
206,Alexandra Palace,15,497.0,532.0,1.0,0.210526315789
207,Alexandra Palace,16,504.0,542.0,1.0,0.368421052632
208,Alexandra Palace,17,0.0,0.0,0.0,0.342105263158
209,Alexandra Palace,18,543.0,576.0,1.0,0.157894736842
210,Alexandra Palace,19,559.0,592.0,1.0,0.0263157894737
211,Alexandra Palace,20,0.0,0.0,0.0,0.0263157894737
212,Alexandra Palace,21,0.0,0.0,0.0,0.0526315789474
213,Alexandra Palace,22,0.0,0.0,0.0,0.0789473684211
214,Alexandra Palace,23,0.0,0.0,0.0,0.0263157894737
215,Alexandra Palace,24,0.0,0.0,0.0,0.0789473684211
216,Alexandra Palace,25,0.0,0.0,0.0,0.0789473684211
217,All Saints,2,0.0,0.0,0.0,0.0526315789474
218,All Saints,3,0.0,0.0,0.0,0.184210526316
219,All Saints,4,0.0,0.0,0.0,0.0263157894737
220,All Saints,5,0.0,0.0,0.0,0.105263157895
221,All Saints,6,0.0,0.0,0.0,0.315789473684
222,All Saints,7,0.0,0.0,0.0,0.421052631579
223,All Saints,8,418.0,433.0,1.0,0.736842105263
224,All Saints,9,410.0,437.0,1.0,0.184210526316
225,All Saints,10,430.0,453.0,1.0,0.473684210526
226,All Saints,11,0.0,0.0,0.0,1.0
227,All Saints,12,464.0,489.0,1.0,0.526315789475
228,All Saints,12,470.0,490.0,1.0,0.526315789475
229,All Saints,13,481.0,506.0,1.0,0.815789473685
230,All Saints,13,483.0,506.0,1.0,0.815789473685
231,All Saints,14,0.0,0.0,0.0,1.26315789474
232,All Saints,15,513.0,539.0,1.0,0.434210526316
233,All Saints,15,509.0,532.0,1.0,0.434210526316
234,All Saints,16,535.0,554.0,1.0,0.657894736842
235,All Saints,17,541.0,562.0,1.0,0.5
236,All Saints,18,557.0,578.0,1.0,0.157894736842
237,All Saints,18,550.0,571.0,1.0,0.157894736842
238,All Saints,19,0.0,0.0,0.0,0.236842105263
239,All Saints,20,0.0,0.0,0.0,0.421052631579
240,All Saints,21,604.0,621.0,1.0,0.092105263158
241,All Saints,21,604.0,621.0,1.0,0.092105263158
242,All Saints,22,616.0,637.0,1.0,0.0789473684211
243,All Saints,23,619.0,650.0,1.0,0.210526315789
244,All Saints,24,0.0,0.0,0.0,0.105263157895
245,All Saints,25,0.0,0.0,0.0,0.131578947368
246,All Saints,26,0.0,0.0,0.0,0.0263157894737
247,Alperton,2,0.0,0.0,0.0,0.0263157894737
248,Alperton,3,0.0,0.0,0.0,0.0789473684211
249,Alperton,6,0.0,0.0,0.0,0.0263157894737
250,Alperton,7,353.0,408.0,1.0,0.184210526316
251,Alperton,8,0.0,0.0,0.0,0.342105263158
252,Alperton,9,0.0,0.0,0.0,0.447368421053
253,Alperton,10,0.0,0.0,0.0,0.921052631579
254,Alperton,11,0.0,0.0,0.0,0.421052631579
255,Alperton,12,0.0,0.0,0.0,0.815789473684
256,Alperton,13,446.0,509.0,1.0,0.447368421053
257,Alperton,14,0.0,0.0,0.0,0.210526315789
258,Alperton,15,0.0,0.0,0.0,0.552631578947
259,Alperton,16,487.0,546.0,1.0,0.0526315789473
260,Alperton,16,497.0,553.0,1.0,0.0526315789473
261,Alperton,16,497.0,552.0,1.0,0.0526315789473
262,Alperton,17,0.0,0.0,0.0,0.0789473684211
263,Alperton,18,525.0,578.0,1.0,0.0789473684211
264,Alperton,19,0.0,0.0,0.0,0.0789473684211
265,Alperton,20,0.0,0.0,0.0,0.0263157894737
266,Alperton,23,0.0,0.0,0.0,0.0263157894737
267,Alperton,24,613.0,661.0,1.0,0.0789473684211
268,Amersham,1,0.0,0.0,0.0,0.0526315789474
269,Amersham,2,0.0,0.0,0.0,0.342105263158
270,Amersham,3,0.0,0.0,0.0,0.473684210526
271,Amersham,4,0.0,0.0,0.0,0.315789473684
272,Amersham,5,0.0,0.0,0.0,1.92105263158
273,Amersham,6,0.0,0.0,0.0,2.5
274,Amersham,7,347.0,414.0,1.0,1.18421052632
275,Amersham,7,340.0,414.0,1.0,1.18421052632
276,Amersham,8,0.0,0.0,0.0,2.71052631579
277,Amersham,9,376.0,444.0,1.0,1.11842105263
278,Amersham,9,376.0,444.0,1.0,1.11842105263
279,Amersham,10,0.0,0.0,0.0,2.5
280,Amersham,11,399.0,475.0,1.0,0.894736842105
281,Amersham,11,406.0,474.0,1.0,0.894736842105
282,Amersham,12,405.0,483.0,1.0,0.221052631578
283,Amersham,12,434.0,493.0,1.0,0.221052631578
284,Amersham,12,410.0,484.0,1.0,0.221052631578
285,Amersham,12,418.0,482.0,1.0,0.221052631578
286,Amersham,12,415.0,482.0,1.0,0.221052631578
287,Amersham,13,435.0,496.0,1.0,0.140350877193
288,Amersham,13,431.0,497.0,1.0,0.140350877193
289,Amersham,13,429.0,500.0,1.0,0.140350877193
290,Amersham,14,450.0,520.0,1.0,0.105263157895
291,Amersham,14,452.0,518.0,1.0,0.105263157895
292,Amersham,14,450.0,524.0,1.0,0.105263157895
293,Amersham,15,462.0,537.0,1.0,0.184210526316
294,Amersham,16,0.0,0.0,0.0,0.131578947368
295,Amersham,17,486.0,556.0,1.0,0.111842105263
296,Amersham,17,482.0,556.0,1.0,0.111842105263
297,Amersham,17,496.0,560.0,1.0,0.111842105263
298,Amersham,17,495.0,568.0,1.0,0.111842105263
299,Amersham,18,0.0,0.0,0.0,0.157894736842
300,Amersham,19,0.0,0.0,0.0,0.315789473684
301,Amersham,20,517.0,603.0,1.0,0.131578947368
302,Amersham,21,0.0,0.0,0.0,0.210526315789
303,Amersham,22,0.0,0.0,0.0,0.0263157894737
304,Amersham,23,0.0,0.0,0.0,0.0263157894737
305,Anerley,2,0.0,0.0,0.0,0.0263157894737
306,Anerley,4,0.0,0.0,0.0,0.0263157894737
307,Anerley,6,0.0,0.0,0.0,0.0263157894737
308,Anerley,9,0.0,0.0,0.0,0.0263157894737
309,Anerley,10,0.0,0.0,0.0,0.0526315789474
310,Anerley,11,0.0,0.0,0.0,0.0263157894737
311,Anerley,12,0.0,0.0,0.0,0.0789473684211
312,Anerley,13,0.0,0.0,0.0,0.0789473684211
313,Anerley,14,0.0,0.0,0.0,0.0526315789474
314,Anerley,15,0.0,0.0,0.0,0.0526315789474
315,Anerley,16,0.0,0.0,0.0,0.0526315789474
316,Anerley,17,0.0,0.0,0.0,0.0263157894737
317,Anerley,18,0.0,0.0,0.0,0.105263157895
318,Anerley,20,0.0,0.0,0.0,0.0263157894737
319,Anerley,21,0.0,0.0,0.0,0.131578947368
320,Anerley,22,0.0,0.0,0.0,0.105263157895
321,Anerley,23,0.0,0.0,0.0,0.0263157894737
322,Anerley,24,632.0,672.0,1.0,0.0526315789474
323,Angel,2,0.0,0.0,0.0,0.0526315789474
324,Angel,3,0.0,0.0,0.0,0.131578947368
325,Angel,4,0.0,0.0,0.0,0.394736842105
326,Angel,5,0.0,0.0,0.0,1.92105263158
327,Angel,6,389.0,398.0,1.0,1.76315789474
328,Angel,6,393.0,405.0,1.0,1.76315789474
329,Angel,6,382.0,395.0,1.0,1.76315789474
330,Angel,7,395.0,407.0,1.0,0.68045112782
331,Angel,7,395.0,408.0,1.0,0.68045112782
332,Angel,7,398.0,413.0,1.0,0.68045112782
333,Angel,7,407.0,419.0,1.0,0.68045112782
334,Angel,7,395.0,409.0,1.0,0.68045112782
335,Angel,7,397.0,409.0,1.0,0.68045112782
336,Angel,7,405.0,419.0,1.0,0.68045112782
337,Angel,8,407.0,421.0,1.0,2.38157894737
338,Angel,8,411.0,424.0,1.0,2.38157894737
339,Angel,9,430.0,440.0,1.0,0.71052631579
340,Angel,9,428.0,440.0,1.0,0.71052631579
341,Angel,9,430.0,445.0,1.0,0.71052631579
342,Angel,9,423.0,437.0,1.0,0.71052631579
343,Angel,9,428.0,438.0,1.0,0.71052631579
344,Angel,9,422.0,436.0,1.0,0.71052631579
345,Angel,9,430.0,440.0,1.0,0.71052631579
346,Angel,9,423.0,436.0,1.0,0.71052631579
347,Angel,9,430.0,445.0,1.0,0.71052631579
348,Angel,10,443.0,456.0,1.0,1.35197368421
349,Angel,10,451.0,462.0,1.0,1.35197368421
350,Angel,10,450.0,462.0,1.0,1.35197368421
351,Angel,10,445.0,457.0,1.0,1.35197368421
352,Angel,10,441.0,456.0,1.0,1.35197368421
353,Angel,10,449.0,463.0,1.0,1.35197368421
354,Angel,10,451.0,463.0,1.0,1.35197368421
355,Angel,10,447.0,460.0,1.0,1.35197368421
356,Angel,11,461.0,475.0,1.0,0.85614035088
357,Angel,11,466.0,480.0,1.0,0.85614035088
358,Angel,11,467.0,480.0,1.0,0.85614035088
359,Angel,11,463.0,475.0,1.0,0.85614035088
360,Angel,11,461.0,476.0,1.0,0.85614035088
361,Angel,11,458.0,473.0,1.0,0.85614035088
362,Angel,11,454.0,467.0,1.0,0.85614035088
363,Angel,11,466.0,480.0,1.0,0.85614035088
364,Angel,11,456.0,469.0,1.0,0.85614035088
365,Angel,11,462.0,475.0,1.0,0.85614035088
366,Angel,11,465.0,479.0,1.0,0.85614035088
367,Angel,11,452.0,467.0,1.0,0.85614035088
368,Angel,11,458.0,473.0,1.0,0.85614035088
369,Angel,11,464.0,476.0,1.0,0.85614035088
370,Angel,11,461.0,474.0,1.0,0.85614035088
371,Angel,12,469.0,483.0,1.0,0.81710526316
372,Angel,12,470.0,484.0,1.0,0.81710526316
373,Angel,12,474.0,485.0,1.0,0.81710526316
374,Angel,12,473.0,486.0,1.0,0.81710526316
375,Angel,12,478.0,493.0,1.0,0.81710526316
376,Angel,12,475.0,489.0,1.0,0.81710526316
377,Angel,12,466.0,481.0,1.0,0.81710526316
378,Angel,12,477.0,491.0,1.0,0.81710526316
379,Angel,12,482.0,495.0,1.0,0.81710526316
380,Angel,12,477.0,489.0,1.0,0.81710526316
381,Angel,12,481.0,492.0,1.0,0.81710526316
382,Angel,12,471.0,486.0,1.0,0.81710526316
383,Angel,12,480.0,493.0,1.0,0.81710526316
384,Angel,12,472.0,485.0,1.0,0.81710526316
385,Angel,12,469.0,481.0,1.0,0.81710526316
386,Angel,12,471.0,486.0,1.0,0.81710526316
387,Angel,12,483.0,495.0,1.0,0.81710526316
388,Angel,12,469.0,481.0,1.0,0.81710526316
389,Angel,12,470.0,483.0,1.0,0.81710526316
390,Angel,12,469.0,483.0,1.0,0.81710526316
391,Angel,13,487.0,499.0,1.0,1.68623481782
392,Angel,13,487.0,499.0,1.0,1.68623481782
393,Angel,13,489.0,503.0,1.0,1.68623481782
394,Angel,13,493.0,506.0,1.0,1.68623481782
395,Angel,13,485.0,498.0,1.0,1.68623481782
396,Angel,13,493.0,506.0,1.0,1.68623481782
397,Angel,13,491.0,505.0,1.0,1.68623481782
398,Angel,13,492.0,506.0,1.0,1.68623481782
399,Angel,13,488.0,506.0,1.0,1.68623481782
400,Angel,13,493.0,507.0,1.0,1.68623481782
401,Angel,13,484.0,499.0,1.0,1.68623481782
402,Angel,13,488.0,501.0,1.0,1.68623481782
403,Angel,13,489.0,501.0,1.0,1.68623481782
404,Angel,14,496.0,515.0,1.0,0.998355263159
405,Angel,14,501.0,516.0,1.0,0.998355263159
406,Angel,14,501.0,517.0,1.0,0.998355263159
407,Angel,14,500.0,518.0,1.0,0.998355263159
408,Angel,14,508.0,523.0,1.0,0.998355263159
409,Angel,14,508.0,524.0,1.0,0.998355263159
410,Angel,14,509.0,525.0,1.0,0.998355263159
411,Angel,14,504.0,518.0,1.0,0.998355263159
412,Angel,14,509.0,523.0,1.0,0.998355263159
413,Angel,14,510.0,524.0,1.0,0.998355263159
414,Angel,14,511.0,525.0,1.0,0.998355263159
415,Angel,14,504.0,520.0,1.0,0.998355263159
416,Angel,14,503.0,519.0,1.0,0.998355263159
417,Angel,14,503.0,517.0,1.0,0.998355263159
418,Angel,14,509.0,525.0,1.0,0.998355263159
419,Angel,14,509.0,524.0,1.0,0.998355263159
420,Angel,14,495.0,515.0,1.0,0.998355263159
421,Angel,14,497.0,514.0,1.0,0.998355263159
422,Angel,14,506.0,519.0,1.0,0.998355263159
423,Angel,14,503.0,520.0,1.0,0.998355263159
424,Angel,14,504.0,518.0,1.0,0.998355263159
425,Angel,14,505.0,520.0,1.0,0.998355263159
426,Angel,14,501.0,519.0,1.0,0.998355263159
427,Angel,14,505.0,524.0,1.0,0.998355263159
428,Angel,14,499.0,515.0,1.0,0.998355263159
429,Angel,14,492.0,514.0,1.0,0.998355263159
430,Angel,14,504.0,519.0,1.0,0.998355263159
431,Angel,14,503.0,519.0,1.0,0.998355263159
432,Angel,14,497.0,515.0,1.0,0.998355263159
433,Angel,14,501.0,518.0,1.0,0.998355263159
434,Angel,14,499.0,515.0,1.0,0.998355263159
435,Angel,14,502.0,518.0,1.0,0.998355263159
436,Angel,15,513.0,528.0,1.0,0.63781163435
437,Angel,15,515.0,529.0,1.0,0.63781163435
438,Angel,15,519.0,532.0,1.0,0.63781163435
439,Angel,15,517.0,533.0,1.0,0.63781163435
440,Angel,15,520.0,534.0,1.0,0.63781163435
441,Angel,15,520.0,535.0,1.0,0.63781163435
442,Angel,15,519.0,535.0,1.0,0.63781163435
443,Angel,15,524.0,537.0,1.0,0.63781163435
444,Angel,15,519.0,536.0,1.0,0.63781163435
445,Angel,15,518.0,533.0,1.0,0.63781163435
446,Angel,15,511.0,527.0,1.0,0.63781163435
447,Angel,15,519.0,537.0,1.0,0.63781163435
448,Angel,15,514.0,531.0,1.0,0.63781163435
449,Angel,15,523.0,536.0,1.0,0.63781163435
450,Angel,15,525.0,540.0,1.0,0.63781163435
451,Angel,15,518.0,535.0,1.0,0.63781163435
452,Angel,15,522.0,535.0,1.0,0.63781163435
453,Angel,15,522.0,535.0,1.0,0.63781163435
454,Angel,15,523.0,538.0,1.0,0.63781163435
455,Angel,15,513.0,527.0,1.0,0.63781163435
456,Angel,15,514.0,527.0,1.0,0.63781163435
457,Angel,15,520.0,538.0,1.0,0.63781163435
458,Angel,15,520.0,536.0,1.0,0.63781163435
459,Angel,15,516.0,532.0,1.0,0.63781163435
460,Angel,15,513.0,528.0,1.0,0.63781163435
461,Angel,15,514.0,527.0,1.0,0.63781163435
462,Angel,15,515.0,530.0,1.0,0.63781163435
463,Angel,15,516.0,530.0,1.0,0.63781163435
464,Angel,15,524.0,536.0,1.0,0.63781163435
465,Angel,15,520.0,535.0,1.0,0.63781163435
466,Angel,15,519.0,535.0,1.0,0.63781163435
467,Angel,15,514.0,531.0,1.0,0.63781163435
468,Angel,15,521.0,537.0,1.0,0.63781163435
469,Angel,15,518.0,535.0,1.0,0.63781163435
470,Angel,15,522.0,535.0,1.0,0.63781163435
471,Angel,15,520.0,535.0,1.0,0.63781163435
472,Angel,15,517.0,530.0,1.0,0.63781163435
473,Angel,15,521.0,536.0,1.0,0.63781163435
474,Angel,16,528.0,543.0,1.0,0.430499325236
475,Angel,16,535.0,548.0,1.0,0.430499325236
476,Angel,16,532.0,549.0,1.0,0.430499325236
477,Angel,16,538.0,552.0,1.0,0.430499325236
478,Angel,16,541.0,554.0,1.0,0.430499325236
479,Angel,16,542.0,555.0,1.0,0.430499325236
480,Angel,16,540.0,552.0,1.0,0.430499325236
481,Angel,16,533.0,548.0,1.0,0.430499325236
482,Angel,16,535.0,548.0,1.0,0.430499325236
483,Angel,16,526.0,544.0,1.0,0.430499325236
484,Angel,16,529.0,545.0,1.0,0.430499325236
485,Angel,16,534.0,548.0,1.0,0.430499325236
486,Angel,16,527.0,543.0,1.0,0.430499325236
