,destination,arr_time_binned,arr_time,exit_time,total,origin,hist_total
0,Acton Town,17,557,596,1,513,0.5
1,Acton Town,17,557,597,1,513,0.5
2,Aldgate,8,427,434,1,644,1
3,Aldgate,9,436,449,1,644,1
4,Aldgate,11,478,487,1,644,1
5,Aldgate,12,491,498,1,644,1
6,Aldgate,13,509,516,1,644,0.5
7,Aldgate,13,509,516,1,644,0.5
8,Aldgate,14,516,527,1,644,0.25
9,Aldgate,14,516,527,1,644,0.25
10,Aldgate,14,516,527,1,644,0.25
11,Aldgate,14,516,527,1,644,0.25
12,Aldgate,14,516,527,1,644,0.25
13,Aldgate,14,516,527,1,644,0.25
14,Aldgate,14,523,536,1,644,0.25
15,Aldgate,14,516,532,1,513,0.25
16,Aldgate,15,534,548,1,644,2
17,Aldgate,16,542,550,1,644,1
18,Aldgate,18,585,591,1,644,0.5
19,Aldgate,18,583,591,1,644,0.5
20,Aldgate,20,607,632,1,513,1
21,Aldgate,24,662,676,1,513,1
22,Aldgate,26,698,703,1,644,0.5
23,Aldgate,26,704,716,1,644,0.5
24,Aldgate East,5,386,395,1,644,1
25,Aldgate East,6,399,408,1,644,1
26,Aldgate East,7,408,414,1,644,1
27,Aldgate East,8,432,442,1,644,0.5
28,Aldgate East,8,427,438,1,644,0.5
29,Aldgate East,9,439,448,1,644,0.666666667
30,Aldgate East,9,436,444,1,644,0.666666667
31,Aldgate East,9,444,452,1,644,0.666666667
32,Aldgate East,10,459,466,1,644,1
33,Aldgate East,10,455,464,1,644,1
34,Aldgate East,10,459,466,1,644,1
35,Aldgate East,11,472,477,1,644,2
36,Aldgate East,11,471,477,1,644,2
37,Aldgate East,12,484,490,1,644,0.666666667
38,Aldgate East,12,489,497,1,644,0.666666667
39,Aldgate East,12,493,499,1,644,0.666666667
40,Aldgate East,12,483,490,1,644,0.666666667
41,Aldgate East,12,487,494,1,644,0.666666667
42,Aldgate East,12,483,490,1,644,0.666666667
43,Aldgate East,13,501,509,1,644,0.833333333
44,Aldgate East,13,508,519,1,644,0.833333333
45,Aldgate East,13,497,506,1,644,0.833333333
46,Aldgate East,13,500,508,1,644,0.833333333
47,Aldgate East,13,509,518,1,644,0.833333333
48,Aldgate East,13,500,508,1,644,0.833333333
49,Aldgate East,14,517,526,1,644,1
50,Aldgate East,14,516,526,1,644,1
51,Aldgate East,14,521,528,1,644,1
52,Aldgate East,14,525,533,1,644,1
53,Aldgate East,14,524,532,1,644,1
54,Aldgate East,14,523,531,1,644,1
55,Aldgate East,14,521,528,1,644,1
56,Aldgate East,15,535,545,1,644,1.166666667
57,Aldgate East,15,529,538,1,644,1.166666667
58,Aldgate East,15,527,538,1,644,1.166666667
59,Aldgate East,15,537,545,1,644,1.166666667
60,Aldgate East,15,530,538,1,644,1.166666667
61,Aldgate East,15,527,538,1,644,1.166666667
62,Aldgate East,16,545,552,1,644,1
63,Aldgate East,16,549,558,1,644,1
64,Aldgate East,16,548,554,1,644,1
65,Aldgate East,16,547,555,1,644,1
66,Aldgate East,16,544,550,1,644,1
67,Aldgate East,16,548,555,1,644,1
68,Aldgate East,17,557,571,1,644,0.857142857
69,Aldgate East,17,558,571,1,644,0.857142857
70,Aldgate East,17,558,571,1,644,0.857142857
71,Aldgate East,17,565,574,1,644,0.857142857
72,Aldgate East,17,565,574,1,644,0.857142857
73,Aldgate East,17,557,568,1,644,0.857142857
74,Aldgate East,17,556,568,1,644,0.857142857
75,Aldgate East,18,573,580,1,644,1.333333333
76,Aldgate East,18,576,585,1,644,1.333333333
77,Aldgate East,18,577,594,1,644,1.333333333
78,Aldgate East,19,589,597,1,644,1
79,Aldgate East,19,587,594,1,644,1
80,Aldgate East,19,592,604,1,644,1
81,Aldgate East,20,602,613,1,644,1
82,Aldgate East,20,611,620,1,644,1
83,Aldgate East,21,618,627,1,644,1
84,Aldgate East,21,618,627,1,644,1
85,Aldgate East,22,641,648,1,644,0.666666667
86,Aldgate East,22,644,660,1,644,0.666666667
87,Aldgate East,22,631,639,1,644,0.666666667
88,Aldgate East,24,672,679,1,644,1
89,Aldgate East,26,692,698,1,644,0.4
90,Aldgate East,26,693,699,1,644,0.4
91,Aldgate East,26,697,720,1,513,0.4
92,Aldgate East,26,697,720,1,513,0.4
93,Aldgate East,26,699,722,1,513,0.4
94,Aldgate East,27,710,721,1,644,0.4
95,Aldgate East,27,718,725,1,644,0.4
96,Aldgate East,27,706,726,1,513,0.4
97,Aldgate East,27,718,725,1,644,0.4
98,Aldgate East,27,708,722,1,644,0.4
99,Alexandra Palace,27,719,751,1,513,1
100,All Saints,14,522,547,1,644,1
101,All Saints,19,589,606,1,513,1
102,Alperton,27,719,769,1,513,1
103,Angel,5,376,388,1,513,1
104,Angel,8,422,433,1,513,0.5
105,Angel,8,425,438,1,513,0.5
106,Angel,9,440,453,1,513,2
107,Angel,10,452,468,1,513,2
108,Angel,11,472,485,1,513,0.5
109,Angel,11,469,481,1,513,0.5
110,Angel,11,473,490,1,513,0.5
111,Angel,11,474,486,1,513,0.5
112,Angel,12,491,510,1,513,2
113,Angel,12,490,503,1,513,2
114,Angel,13,499,514,1,644,0.833333333
115,Angel,13,501,515,1,513,0.833333333
116,Angel,13,501,517,1,644,0.833333333
117,Angel,13,508,526,1,513,0.833333333
118,Angel,13,505,517,1,644,0.833333333
119,Angel,13,507,524,1,513,0.833333333
120,Angel,14,520,535,1,513,1
121,Angel,14,513,531,1,513,1
122,Angel,14,511,527,1,513,1
123,Angel,14,522,536,1,644,1
124,Angel,14,514,530,1,513,1
125,Angel,14,517,534,1,513,1
126,Angel,14,520,535,1,513,1
127,Angel,15,540,555,1,644,1
128,Angel,15,537,551,1,513,1
129,Angel,15,534,549,1,644,1
130,Angel,15,527,542,1,513,1
131,Angel,16,543,554,1,513,1.666666667
132,Angel,16,546,559,1,513,1.666666667
133,Angel,16,550,563,1,513,1.666666667
134,Angel,17,558,572,1,513,1
135,Angel,17,560,573,1,513,1
136,Angel,17,557,572,1,513,1
137,Angel,17,562,575,1,513,1
138,Angel,18,579,596,1,644,0.75
139,Angel,18,580,596,1,644,0.75
140,Angel,18,580,592,1,513,0.75
141,Angel,18,580,593,1,513,0.75
142,Angel,19,594,611,1,513,1.5
143,Angel,19,589,606,1,513,1.5
144,Angel,20,610,623,1,513,0.666666667
145,Angel,20,604,621,1,513,0.666666667
146,Angel,20,615,631,1,513,0.666666667
147,Angel,21,621,635,1,513,0.6
148,Angel,21,623,635,1,513,0.6
149,Angel,21,626,639,1,513,0.6
150,Angel,21,626,639,1,513,0.6
151,Angel,21,626,639,1,513,0.6
152,Angel,22,643,659,1,513,1.5
153,Angel,22,643,659,1,513,1.5
154,Angel,23,656,671,1,513,0.5
155,Angel,23,651,666,1,513,0.5
156,Angel,23,648,661,1,513,0.5
157,Angel,23,656,670,1,513,0.5
158,Angel,23,647,658,1,513,0.5
159,Angel,23,656,670,1,513,0.5
160,Angel,24,663,680,1,644,0.75
161,Angel,24,675,689,1,513,0.75
162,Angel,24,668,685,1,513,0.75
163,Angel,24,667,678,1,513,0.75
164,Angel,25,682,697,1,513,0.6
165,Angel,25,683,697,1,513,0.6
166,Angel,25,678,693,1,513,0.6
167,Angel,25,686,698,1,513,0.6
168,Angel,25,683,697,1,513,0.6
169,Angel,26,697,710,1,513,0.666666667
170,Angel,26,703,719,1,513,0.666666667
171,Angel,26,702,715,1,644,0.666666667
172,Angel,26,694,708,1,644,0.666666667
173,Angel,26,698,711,1,513,0.666666667
174,Angel,26,705,719,1,513,0.666666667
175,Angel,27,707,724,1,513,1
176,Angel,27,713,728,1,513,1
177,Angel,27,715,729,1,644,1
178,Angel,27,720,735,1,513,1
179,Archway,15,528,561,1,513,1
180,Archway,18,583,606,1,513,1
181,Archway,25,676,704,1,513,1
182,Arnos Grove,16,544,583,1,644,1
183,Arsenal,26,698,722,1,513,1
184,Ashfield House B,3,346,374,1,513,1
185,Ashfield House B,8,431,461,1,644,1
186,Ashfield House C,6,402,438,1,644,1
187,Baker Street,11,476,507,1,644,1
188,Baker Street,17,567,586,1,513,1
189,Baker Street,20,614,650,1,644,1
190,Baker Street,21,626,649,1,513,0.333333333
191,Baker Street,21,630,657,1,513,0.333333333
192,Baker Street,21,625,654,1,644,0.333333333
193,Baker Street,22,633,654,1,513,1
194,Baker Street,22,642,667,1,644,1
195,Baker Street,23,646,668,1,513,2
196,Baker Street,25,684,704,1,513,0.5
197,Baker Street,25,681,704,1,513,0.5
198,Baker Street,25,685,707,1,513,0.5
199,Baker Street,25,684,703,1,513,0.5
200,Baker Street,26,699,722,1,513,0.333333333
201,Baker Street,26,691,716,1,644,0.333333333
202,Baker Street,26,705,725,1,513,0.333333333
203,Baker Street,27,718,737,1,513,0.4
204,Baker Street,27,718,742,1,513,0.4
205,Baker Street,27,712,736,1,644,0.4
206,Baker Street,27,710,731,1,513,0.4
207,Baker Street,27,718,742,1,513,0.4
208,Balham,7,414,438,1,513,1
209,Balham,11,476,501,1,644,1
210,Balham,17,557,584,1,644,1
211,Balham,18,577,604,1,644,1
212,Balham,25,690,719,1,513,0.5
213,Balham,25,685,707,1,644,0.5
214,Balham,26,691,719,1,513,2
215,Balham,27,716,742,1,513,2
216,Bank,9,448,450,1,513,1
217,Bank,11,474,477,1,513,0.5
218,Bank,11,479,482,1,513,0.5
219,Bank,13,499,505,1,644,2
220,Bank,14,518,520,1,513,0.666666667
221,Bank,14,513,514,1,513,0.666666667
222,Bank,14,512,523,1,644,0.666666667
223,Bank,15,526,526,1,513,1
224,Bank,17,566,567,1,513,2
225,Bank,18,581,589,1,644,2
226,Bank,19,595,595,1,513,0.5
227,Bank,19,599,599,1,513,0.5
228,Bank,19,592,598,1,644,0.5
229,Bank,19,598,600,1,513,0.5
230,Bank,21,623,630,1,644,2
231,Bank,23,659,671,1,513,1
232,Bank,23,655,655,1,513,1
233,Bank,24,664,680,1,644,0.666666667
234,Bank,24,664,682,1,644,0.666666667
235,Bank,24,674,674,1,513,0.666666667
236,Bank,25,681,690,1,644,1
237,Bank,25,690,690,1,513,1
238,Bank,26,702,709,1,644,0.666666667
239,Bank,26,699,703,1,513,0.666666667
240,Bank,26,699,703,1,513,0.666666667
241,Bank,27,711,715,1,513,2
242,Barbican,13,508,523,1,644,1
243,Barbican,15,537,552,1,644,0.5
244,Barbican,15,537,554,1,644,0.5
245,Barbican,16,550,564,1,644,1
246,Barbican,20,612,626,1,644,0.5
247,Barbican,20,601,618,1,644,0.5
248,Barbican,21,630,646,1,513,0.5
249,Barbican,21,630,646,1,513,0.5
250,Barbican,23,656,671,1,644,1
251,Barbican,24,671,682,1,513,0.5
252,Barbican,24,665,681,1,644,0.5
253,Barbican,27,709,721,1,513,0.5
254,Barbican,27,710,720,1,513,0.5
255,Barking,3,347,378,1,644,1
256,Barking,5,386,416,1,644,1
257,Barking,8,433,460,1,513,1
258,Barking,9,440,467,1,513,1
259,Barking,10,461,491,1,513,1
260,Barking,13,497,529,1,513,0.5
261,Barking,13,500,534,1,644,0.5
262,Barkingside,22,635,666,1,513,1
263,Barons Court,7,412,441,1,644,1
264,Barons Court,15,530,564,1,644,1
265,Barons Court,17,557,590,1,644,1
266,Barons Court,26,693,723,1,644,1
267,Barons Court,27,708,737,1,644,1
268,Battersea Park,26,699,730,1,513,1
269,Bayswater,14,512,555,1,644,1
270,Bayswater,22,636,662,1,513,1
271,Beckton,11,478,516,1,513,1
272,Beckton,14,524,565,1,513,1
273,Becontree,7,415,448,1,644,1
274,Becontree,25,686,721,1,513,1
275,Belsize Park,6,391,415,1,644,1
276,Belsize Park,15,537,564,1,513,1
277,Belsize Park,17,558,588,1,513,1
278,Belsize Park,21,619,647,1,513,1
279,Belsize Park,23,648,676,1,513,1
280,Belsize Park,24,662,687,1,513,1
281,Belsize Park,27,720,751,1,513,1
282,Bermondsey,21,617,631,1,644,1
283,Bermondsey,23,646,659,1,513,0.5
284,Bermondsey,23,646,660,1,513,0.5
285,Bermondsey,26,693,716,1,513,1
286,Bethnal Green,9,439,447,1,513,1
287,Bethnal Green,10,454,462,1,513,0.666666667
288,Bethnal Green,10,456,467,1,513,0.666666667
289,Bethnal Green,10,463,472,1,513,0.666666667
290,Bethnal Green,11,473,481,1,513,1
291,Bethnal Green,12,484,493,1,513,0.666666667
292,Bethnal Green,12,492,502,1,513,0.666666667
293,Bethnal Green,12,484,494,1,513,0.666666667
294,Bethnal Green,13,510,527,1,644,1
295,Bethnal Green,13,506,519,1,644,1
296,Bethnal Green,14,513,521,1,513,0.6
297,Bethnal Green,14,515,523,1,513,0.6
298,Bethnal Green,14,522,529,1,513,0.6
299,Bethnal Green,14,517,524,1,513,0.6
300,Bethnal Green,14,521,530,1,513,0.6
301,Bethnal Green,15,539,549,1,513,0.5
302,Bethnal Green,15,528,538,1,513,0.5
303,Bethnal Green,15,529,537,1,513,0.5
304,Bethnal Green,15,538,546,1,513,0.5
305,Bethnal Green,15,526,537,1,513,0.5
306,Bethnal Green,15,538,555,1,644,0.5
307,Bethnal Green,16,547,556,1,513,1.5
308,Bethnal Green,16,548,555,1,513,1.5
309,Bethnal Green,17,562,571,1,513,2
310,Bethnal Green,18,583,595,1,513,2
311,Bethnal Green,19,589,598,1,513,0.5
312,Bethnal Green,19,587,596,1,513,0.5
313,Bethnal Green,19,589,598,1,513,0.5
314,Bethnal Green,19,589,598,1,513,0.5
315,Bethnal Green,20,604,612,1,513,0.5
316,Bethnal Green,20,604,612,1,513,0.5
317,Bethnal Green,21,616,624,1,513,1
318,Bethnal Green,21,630,642,1,513,1
319,Bethnal Green,22,639,651,1,644,2
320,Bethnal Green,23,656,671,1,644,2
321,Bethnal Green,24,669,677,1,513,1
322,Bethnal Green,24,669,677,1,513,1
323,Bethnal Green,25,688,696,1,513,0.5
324,Bethnal Green,25,688,696,1,513,0.5
325,Bethnal Green,25,679,688,1,513,0.5
326,Bethnal Green,25,683,691,1,513,0.5
327,Bethnal Green,26,705,713,1,513,0.666666667
328,Bethnal Green,26,704,713,1,513,0.666666667
329,Bethnal Green,26,697,709,1,644,0.666666667
330,Bickley,18,573,628,1,644,1
331,Blackfriars,8,435,444,1,644,1
332,Blackfriars,9,440,446,1,644,1
333,Blackfriars,12,489,496,1,644,1
334,Blackfriars,12,484,494,1,644,1
335,Blackfriars,13,506,512,1,644,3
336,Blackfriars,14,513,522,1,644,1
337,Blackfriars,14,521,529,1,644,1
338,Blackfriars,14,516,523,1,644,1
339,Blackfriars,14,513,523,1,644,1
340,Blackfriars,15,527,536,1,644,1
341,Blackfriars,15,537,545,1,644,1
342,Blackfriars,15,528,537,1,644,1
343,Blackfriars,15,540,547,1,644,1
344,Blackfriars,16,552,560,1,644,3
345,Blackfriars,17,569,575,1,644,0.5
346,Blackfriars,17,562,570,1,644,0.5
347,Blackfriars,17,559,570,1,644,0.5
348,Blackfriars,17,562,570,1,644,0.5
349,Blackfriars,19,587,593,1,644,2
350,Blackfriars,20,606,611,1,644,2
351,Blackfriars,21,625,633,1,644,2
352,Blackfriars,22,642,649,1,644,1
353,Blackfriars,22,644,651,1,644,1
354,Blackfriars,23,655,662,1,644,2
355,Blackfriars,26,702,708,1,644,0.4
356,Blackfriars,26,701,708,1,644,0.4
357,Blackfriars,26,702,708,1,644,0.4
358,Blackfriars,26,692,698,1,644,0.4
359,Blackfriars,26,698,707,1,644,0.4
360,Blackfriars,27,713,719,1,644,2
361,Blackfriars NR,17,562,575,1,644,1
362,Blackhorse Road,8,434,466,1,513,1
363,Blackhorse Road,21,627,656,1,513,1
364,Blackwall,1,321,346,1,513,1
365,Blackwall,6,403,422,1,644,1
366,Blackwall,26,705,725,1,644,0.333333333
367,Blackwall,26,705,725,1,644,0.333333333
368,Blackwall,26,700,719,1,513,0.333333333
369,Bond Street,2,337,359,1,513,1
370,Bond Street,3,349,368,1,513,1
371,Bond Street,6,399,414,1,513,2
372,Bond Street,7,419,433,1,513,1
373,Bond Street,7,406,418,1,513,1
374,Bond Street,8,429,445,1,513,0.714285714
375,Bond Street,8,425,440,1,513,0.714285714
376,Bond Street,8,424,440,1,513,0.714285714
377,Bond Street,8,425,440,1,513,0.714285714
378,Bond Street,8,432,444,1,513,0.714285714
379,Bond Street,8,431,445,1,513,0.714285714
380,Bond Street,8,423,438,1,513,0.714285714
381,Bond Street,9,449,464,1,513,0.571428571
382,Bond Street,9,443,459,1,513,0.571428571
383,Bond Street,9,449,464,1,513,0.571428571
384,Bond Street,9,450,464,1,513,0.571428571
385,Bond Street,9,440,457,1,513,0.571428571
386,Bond Street,9,444,457,1,513,0.571428571
387,Bond Street,9,445,459,1,513,0.571428571
388,Bond Street,10,464,480,1,513,1
389,Bond Street,10,461,478,1,513,1
390,Bond Street,10,463,478,1,513,1
391,Bond Street,11,474,495,1,644,0.5
392,Bond Street,11,473,486,1,513,0.5
393,Bond Street,11,480,495,1,513,0.5
394,Bond Street,11,474,485,1,513,0.5
395,Bond Street,11,477,491,1,513,0.5
396,Bond Street,11,470,483,1,513,0.5
397,Bond Street,11,477,490,1,513,0.5
398,Bond Street,11,473,486,1,513,0.5
399,Bond Street,11,472,486,1,513,0.5
400,Bond Street,11,473,486,1,513,0.5
401,Bond Street,12,482,497,1,513,0.857142857
402,Bond Street,12,486,499,1,513,0.857142857
403,Bond Street,12,487,501,1,513,0.857142857
404,Bond Street,12,482,497,1,513,0.857142857
405,Bond Street,12,483,503,1,644,0.857142857
406,Bond Street,12,488,502,1,513,0.857142857
407,Bond Street,12,494,507,1,513,0.857142857
408,Bond Street,13,505,518,1,513,0.857142857
409,Bond Street,13,497,512,1,513,0.857142857
410,Bond Street,13,509,527,1,513,0.857142857
411,Bond Street,13,506,520,1,513,0.857142857
412,Bond Street,13,509,527,1,513,0.857142857
413,Bond Street,13,504,519,1,513,0.857142857
414,Bond Street,13,496,509,1,513,0.857142857
415,Bond Street,14,520,536,1,513,1.2
416,Bond Street,14,519,540,1,513,1.2
417,Bond Street,14,522,538,1,513,1.2
418,Bond Street,14,515,531,1,513,1.2
419,Bond Street,14,514,528,1,513,1.2
420,Bond Street,15,528,542,1,513,0.714285714
421,Bond Street,15,540,553,1,513,0.714285714
422,Bond Street,15,536,551,1,513,0.714285714
423,Bond Street,15,532,547,1,513,0.714285714
424,Bond Street,15,533,547,1,513,0.714285714
425,Bond Street,15,531,544,1,513,0.714285714
426,Bond Street,15,536,548,1,513,0.714285714
427,Bond Street,16,551,563,1,513,0.9
428,Bond Street,16,555,567,1,513,0.9
429,Bond Street,16,551,563,1,513,0.9
430,Bond Street,16,541,555,1,513,0.9
431,Bond Street,16,547,560,1,513,0.9
432,Bond Street,16,552,566,1,513,0.9
433,Bond Street,16,554,567,1,513,0.9
434,Bond Street,16,545,558,1,513,0.9
435,Bond Street,16,542,556,1,513,0.9
436,Bond Street,16,542,555,1,513,0.9
437,Bond Street,17,558,570,1,513,1.166666667
438,Bond Street,17,568,582,1,513,1.166666667
439,Bond Street,17,561,575,1,513,1.166666667
440,Bond Street,17,563,581,1,513,1.166666667
441,Bond Street,17,563,578,1,513,1.166666667
442,Bond Street,17,557,571,1,513,1.166666667
443,Bond Street,18,585,599,1,513,0.8
444,Bond Street,18,580,594,1,513,0.8
445,Bond Street,18,573,586,1,513,0.8
446,Bond Street,18,572,586,1,513,0.8
447,Bond Street,18,572,584,1,513,0.8
448,Bond Street,18,573,587,1,513,0.8
449,Bond Street,18,573,586,1,513,0.8
450,Bond Street,18,576,590,1,513,0.8
451,Bond Street,18,578,592,1,513,0.8
452,Bond Street,18,578,592,1,513,0.8
453,Bond Street,19,592,605,1,513,0.363636364
454,Bond Street,19,588,604,1,513,0.363636364
455,Bond Street,19,599,611,1,513,0.363636364
456,Bond Street,19,591,605,1,513,0.363636364
457,Bond Street,19,596,609,1,513,0.363636364
458,Bond Street,19,587,599,1,513,0.363636364
459,Bond Street,19,588,605,1,513,0.363636364
460,Bond Street,19,597,612,1,513,0.363636364
461,Bond Street,19,590,605,1,513,0.363636364
462,Bond Street,19,597,611,1,513,0.363636364
463,Bond Street,19,589,604,1,513,0.363636364
464,Bond Street,19,600,615,1,513,0.363636364
465,Bond Street,19,593,606,1,513,0.363636364
466,Bond Street,19,587,600,1,513,0.363636364
467,Bond Street,19,595,609,1,513,0.363636364
468,Bond Street,19,594,608,1,513,0.363636364
469,Bond Street,19,593,606,1,513,0.363636364
470,Bond Street,19,595,609,1,513,0.363636364
471,Bond Street,19,600,614,1,513,0.363636364
472,Bond Street,19,588,605,1,513,0.363636364
473,Bond Street,19,592,605,1,513,0.363636364
474,Bond Street,19,588,605,1,513,0.363636364
475,Bond Street,20,603,618,1,513,1
476,Bond Street,20,603,617,1,513,1
477,Bond Street,20,612,623,1,513,1
478,Bond Street,20,613,634,1,644,1
479,Bond Street,20,610,629,1,513,1
480,Bond Street,20,601,614,1,513,1
481,Bond Street,20,603,618,1,513,1
482,Bond Street,20,602,618,1,513,1
483,Bond Street,20,609,624,1,513,1
484,Bond Street,21,623,636,1,513,0.888888889
485,Bond Street,21,619,633,1,513,0.888888889
486,Bond Street,21,619,633,1,513,0.888888889
487,Bond Street,21,618,634,1,513,0.888888889
488,Bond Street,21,621,634,1,513,0.888888889
489,Bond Street,21,619,633,1,513,0.888888889
490,Bond Street,21,621,634,1,513,0.888888889
491,Bond Street,21,626,639,1,513,0.888888889
492,Bond Street,21,623,637,1,513,0.888888889
493,Bond Street,22,637,651,1,513,0.647058824
494,Bond Street,22,639,652,1,513,0.647058824
495,Bond Street,22,635,651,1,513,0.647058824
496,Bond Street,22,645,658,1,513,0.647058824
497,Bond Street,22,645,658,1,513,0.647058824
498,Bond Street,22,645,658,1,513,0.647058824
499,Bond Street,22,636,655,1,644,0.647058824
500,Bond Street,22,635,648,1,513,0.647058824
501,Bond Street,22,636,652,1,513,0.647058824
502,Bond Street,22,633,648,1,513,0.647058824
503,Bond Street,22,638,653,1,513,0.647058824
504,Bond Street,22,640,653,1,513,0.647058824
505,Bond Street,22,638,653,1,513,0.647058824
506,Bond Street,22,634,648,1,513,0.647058824
507,Bond Street,22,636,652,1,513,0.647058824
508,Bond Street,22,631,644,1,513,0.647058824
509,Bond Street,22,635,648,1,513,0.647058824
510,Bond Street,23,658,672,1,513,0.642857143
511,Bond Street,23,659,671,1,513,0.642857143
512,Bond Street,23,654,666,1,513,0.642857143
513,Bond Street,23,659,672,1,513,0.642857143
514,Bond Street,23,651,664,1,513,0.642857143
515,Bond Street,23,657,669,1,513,0.642857143
516,Bond Street,23,659,672,1,513,0.642857143
517,Bond Street,23,659,672,1,513,0.642857143
518,Bond Street,23,651,664,1,513,0.642857143
519,Bond Street,23,648,662,1,513,0.642857143
520,Bond Street,23,650,662,1,513,0.642857143
521,Bond Street,23,658,671,1,513,0.642857143
522,Bond Street,23,655,669,1,513,0.642857143
523,Bond Street,23,655,669,1,513,0.642857143
524,Bond Street,24,669,682,1,513,1.428571429
525,Bond Street,24,665,681,1,513,1.428571429
526,Bond Street,24,661,674,1,513,1.428571429
527,Bond Street,24,667,681,1,513,1.428571429
528,Bond Street,24,666,681,1,513,1.428571429
529,Bond Street,24,661,674,1,513,1.428571429
530,Bond Street,24,666,692,1,513,1.428571429
531,Bond Street,25,680,692,1,513,0.833333333
532,Bond Street,25,677,690,1,513,0.833333333
533,Bond Street,25,683,697,1,513,0.833333333
534,Bond Street,25,679,693,1,513,0.833333333
535,Bond Street,25,677,690,1,513,0.833333333
536,Bond Street,25,684,697,1,513,0.833333333
537,Bond Street,25,684,700,1,513,0.833333333
538,Bond Street,25,682,697,1,513,0.833333333
539,Bond Street,25,687,700,1,513,0.833333333
540,Bond Street,25,688,702,1,513,0.833333333
541,Bond Street,25,682,696,1,513,0.833333333
542,Bond Street,25,678,692,1,513,0.833333333
543,Bond Street,26,693,707,1,513,1.375
544,Bond Street,26,696,709,1,513,1.375
545,Bond Street,26,703,717,1,513,1.375
546,Bond Street,26,700,715,1,513,1.375
547,Bond Street,26,705,719,1,513,1.375
548,Bond Street,26,705,719,1,513,1.375
549,Bond Street,26,703,717,1,513,1.375
550,Bond Street,26,691,705,1,513,1.375
551,Bond Street,27,712,724,1,513,0.857142857
552,Bond Street,27,719,731,1,513,0.857142857
553,Bond Street,27,717,731,1,513,0.857142857
554,Bond Street,27,711,724,1,513,0.857142857
555,Bond Street,27,711,723,1,513,0.857142857
556,Bond Street,27,715,729,1,513,0.857142857
557,Bond Street,27,720,734,1,513,0.857142857
558,Bond Street,27,711,724,1,513,0.857142857
559,Bond Street,27,706,728,1,513,0.857142857
560,Bond Street,27,710,723,1,513,0.857142857
561,Bond Street,27,708,723,1,513,0.857142857
562,Bond Street,27,708,723,1,513,0.857142857
563,Bond Street,27,707,723,1,513,0.857142857
564,Bond Street,27,712,723,1,513,0.857142857
565,Borough,7,419,430,1,513,0.5
566,Borough,7,419,430,1,513,0.5
567,Borough,8,427,440,1,644,1
568,Borough,11,475,483,1,513,1
569,Borough,12,488,499,1,644,1
570,Borough,13,506,519,1,513,1
571,Borough,16,554,567,1,513,1
572,Borough,18,571,580,1,513,1
573,Borough,19,599,613,1,513,1
574,Borough,20,607,619,1,644,0.5
575,Borough,20,607,619,1,644,0.5
576,Borough,22,636,645,1,644,1
577,Borough,23,658,674,1,644,0.5
578,Borough,23,658,674,1,644,0.5
579,Borough,24,675,686,1,513,0.5
580,Borough,24,662,674,1,513,0.5
581,Borough,25,684,692,1,513,1
582,Bounds Green,5,376,411,1,644,1
583,Bounds Green,26,699,732,1,513,0.5
584,Bounds Green,26,695,729,1,644,0.5
585,Bounds Green,27,706,741,1,513,1
586,Bow Road,9,443,460,1,644,1
587,Bow Road,11,471,489,1,644,1
588,Bow Road,13,507,525,1,644,2
589,Bow Road,15,535,553,1,644,1
590,Bow Road,17,560,580,1,644,1
591,Bow Road,22,637,651,1,644,1
592,Bow Road,24,662,677,1,644,1
593,Bow Road,25,685,694,1,513,1
594,Bow Road,27,715,730,1,644,1
595,Brent Cross,14,522,564,1,513,1
596,Brent Cross,17,565,605,1,513,1
597,Brent Cross,21,622,656,1,513,1
598,Brent Cross,27,710,743,1,513,0.5
599,Brent Cross,27,711,743,1,513,0.5
600,Brentford,5,389,446,1,513,1
601,Brentford,20,609,655,1,513,1
602,Brixton,8,430,449,1,644,2
603,Brixton,10,453,473,1,513,0.5
604,Brixton,10,453,478,1,644,0.5
605,Brixton,11,470,497,1,644,1
606,Brixton,17,570,590,1,513,1
607,Brixton,21,628,650,1,513,1
608,Brixton,22,636,663,1,513,2
609,Brixton,24,662,683,1,513,0.333333333
610,Brixton,24,668,696,1,513,0.333333333
611,Brixton,24,668,696,1,513,0.333333333
612,Brixton,26,701,721,1,513,1
613,Bromley By Bow,10,462,480,1,644,1
614,Bromley By Bow,15,529,548,1,644,1
615,Bromley By Bow,16,555,576,1,513,0.5
616,Bromley By Bow,16,555,576,1,513,0.5
617,Bromley By Bow,18,573,587,1,513,0.25
618,Bromley By Bow,18,574,589,1,513,0.25
619,Bromley By Bow,18,582,595,1,513,0.25
620,Bromley By Bow,18,574,589,1,513,0.25
621,Bromley By Bow,22,633,654,1,644,1
622,Buckhurst Hill,16,542,582,1,644,1
623,Buckhurst Hill,21,628,662,1,513,1
624,Buckhurst Hill,22,636,667,1,513,1
625,Buckhurst Hill,23,649,682,1,513,1
626,Buckhurst Hill,25,680,717,1,513,0.333333333
627,Buckhurst Hill,25,688,722,1,513,0.333333333
628,Buckhurst Hill,25,679,720,1,513,0.333333333
629,Burnt Oak,4,369,411,1,644,1
630,Burnt Oak,8,423,468,1,644,1
631,Burnt Oak,11,468,514,1,513,1
632,Burnt Oak,17,556,650,1,513,1
633,Caledonian Road,24,670,692,1,513,1
634,Caledonian Road,25,690,712,1,644,1
