,destination,arr_time_binned,arr_time,exit_time,total,origin,hist_total
1152,Chancery Lane,18,572,579,1,513,0.5625
1153,Chancery Lane,18,576,585,1,513,0.5625
1154,Chancery Lane,18,583,591,1,513,0.5625
1155,Chancery Lane,18,577,584,1,513,0.5625
1156,Chancery Lane,18,584,591,1,513,0.5625
1157,Chancery Lane,18,582,591,1,513,0.5625
1158,Chancery Lane,18,571,578,1,513,0.5625
1159,Chancery Lane,18,575,584,1,513,0.5625
1160,Chancery Lane,19,590,598,1,513,0.875
1161,Chancery Lane,19,590,598,1,513,0.875
1162,Chancery Lane,19,595,601,1,513,0.875
1163,Chancery Lane,19,594,601,1,513,0.875
1164,Chancery Lane,19,597,606,1,513,0.875
1165,Chancery Lane,19,597,606,1,513,0.875
1166,Chancery Lane,19,587,599,1,513,0.875
1167,Chancery Lane,19,589,599,1,513,0.875
1168,Chancery Lane,20,601,608,1,513,0.75
1169,Chancery Lane,20,603,612,1,513,0.75
1170,Chancery Lane,20,610,618,1,513,0.75
1171,Chancery Lane,20,607,613,1,513,0.75
1172,Chancery Lane,20,611,618,1,513,0.75
1173,Chancery Lane,20,601,608,1,513,0.75
1174,Chancery Lane,20,605,612,1,513,0.75
1175,Chancery Lane,20,610,618,1,513,0.75
1176,Chancery Lane,21,621,628,1,513,0.545454545
1177,Chancery Lane,21,623,630,1,513,0.545454545
1178,Chancery Lane,21,629,636,1,513,0.545454545
1179,Chancery Lane,21,627,634,1,513,0.545454545
1180,Chancery Lane,21,627,636,1,513,0.545454545
1181,Chancery Lane,21,617,626,1,513,0.545454545
1182,Chancery Lane,21,619,627,1,513,0.545454545
1183,Chancery Lane,21,627,633,1,513,0.545454545
1184,Chancery Lane,21,629,635,1,513,0.545454545
1185,Chancery Lane,21,628,633,1,513,0.545454545
1186,Chancery Lane,21,630,637,1,513,0.545454545
1187,Chancery Lane,22,634,641,1,513,0.7
1188,Chancery Lane,22,639,646,1,513,0.7
1189,Chancery Lane,22,641,649,1,513,0.7
1190,Chancery Lane,22,638,646,1,513,0.7
1191,Chancery Lane,22,644,652,1,513,0.7
1192,Chancery Lane,22,639,646,1,513,0.7
1193,Chancery Lane,22,637,645,1,513,0.7
1194,Chancery Lane,22,641,649,1,513,0.7
1195,Chancery Lane,22,644,652,1,513,0.7
1196,Chancery Lane,22,643,649,1,513,0.7
1197,Chancery Lane,23,658,666,1,513,1.2
1198,Chancery Lane,23,649,655,1,513,1.2
1199,Chancery Lane,23,647,654,1,513,1.2
1200,Chancery Lane,23,651,659,1,513,1.2
1201,Chancery Lane,23,646,654,1,513,1.2
1202,Chancery Lane,24,665,674,1,513,1
1203,Chancery Lane,24,673,682,1,513,1
1204,Chancery Lane,24,666,675,1,513,1
1205,Chancery Lane,24,670,679,1,513,1
1206,Chancery Lane,24,668,676,1,513,1
1207,Chancery Lane,24,669,679,1,513,1
1208,Chancery Lane,25,677,684,1,513,0.545454545
1209,Chancery Lane,25,684,692,1,513,0.545454545
1210,Chancery Lane,25,683,690,1,513,0.545454545
1211,Chancery Lane,25,684,691,1,513,0.545454545
1212,Chancery Lane,25,685,691,1,513,0.545454545
1213,Chancery Lane,25,681,689,1,513,0.545454545
1214,Chancery Lane,25,690,698,1,513,0.545454545
1215,Chancery Lane,25,690,699,1,513,0.545454545
1216,Chancery Lane,25,677,684,1,513,0.545454545
1217,Chancery Lane,25,677,684,1,513,0.545454545
1218,Chancery Lane,25,678,684,1,513,0.545454545
1219,Chancery Lane,26,697,704,1,513,0.6
1220,Chancery Lane,26,691,698,1,513,0.6
1221,Chancery Lane,26,692,722,1,513,0.6
1222,Chancery Lane,26,704,711,1,513,0.6
1223,Chancery Lane,26,703,711,1,513,0.6
1224,Chancery Lane,26,700,709,1,513,0.6
1225,Chancery Lane,26,704,711,1,513,0.6
1226,Chancery Lane,26,704,710,1,513,0.6
1227,Chancery Lane,26,705,714,1,513,0.6
1228,Chancery Lane,26,695,704,1,513,0.6
1229,Chancery Lane,26,698,706,1,513,0.6
1230,Chancery Lane,26,691,699,1,513,0.6
1231,Chancery Lane,26,692,722,1,513,0.6
1232,Chancery Lane,26,698,704,1,513,0.6
1233,Chancery Lane,26,691,698,1,513,0.6
1234,Chancery Lane,27,710,717,1,513,0.75
1235,Chancery Lane,27,717,723,1,513,0.75
1236,Chancery Lane,27,718,726,1,513,0.75
1237,Chancery Lane,27,720,728,1,513,0.75
1238,Chancery Lane,27,720,729,1,513,0.75
1239,Chancery Lane,27,709,717,1,513,0.75
1240,Chancery Lane,27,719,734,1,644,0.75
1241,Chancery Lane,27,707,717,1,513,0.75
1242,Chancery Lane,27,708,717,1,513,0.75
1243,Chancery Lane,27,716,723,1,513,0.75
1244,Chancery Lane,27,719,734,1,644,0.75
1245,Chancery Lane,27,718,726,1,513,0.75
1246,Charing Cross,19,594,612,1,513,1
1247,Charing Cross,21,626,641,1,513,1
1248,Charing Cross,23,655,671,1,513,0.5
1249,Charing Cross,23,648,663,1,513,0.5
1250,Charlton,19,589,616,1,644,1
1251,Chessington North,8,429,500,1,513,1
1252,Chingford,22,631,676,1,644,1
1253,Chiswick Park,13,502,543,1,644,0.5
1254,Chiswick Park,13,506,549,1,644,0.5
1255,Chiswick Park,23,648,693,1,644,1
1256,Clapham Common,5,383,402,1,644,1
1257,Clapham Common,9,436,458,1,513,1
1258,Clapham Common,10,462,483,1,644,1
1259,Clapham Common,12,493,518,1,513,1
1260,Clapham Common,12,493,518,1,513,1
1261,Clapham Common,13,510,534,1,513,0.666666667
1262,Clapham Common,13,499,520,1,513,0.666666667
1263,Clapham Common,13,496,517,1,513,0.666666667
1264,Clapham Common,16,546,569,1,513,1
1265,Clapham Common,18,582,603,1,513,1
1266,Clapham Common,21,628,652,1,513,1
1267,Clapham Common,22,640,664,1,644,1
1268,Clapham Common,23,651,675,1,513,1
1269,Clapham Common,25,688,708,1,513,1
1270,Clapham Common,27,717,739,1,513,1
1271,Clapham Junction,8,430,449,1,513,1
1272,Clapham Junction,9,446,505,1,513,1
1273,Clapham Junction,10,458,493,1,513,1
1274,Clapham Junction,15,528,553,1,513,0.5
1275,Clapham Junction,15,526,552,1,513,0.5
1276,Clapham Junction,17,560,585,1,513,1
1277,Clapham Junction,18,585,607,1,513,1
1278,Clapham Junction,20,614,658,1,513,1
1279,Clapham Junction,24,674,694,1,513,1
1280,Clapham Junction,25,685,715,1,513,1
1281,Clapham North,4,369,390,1,644,1
1282,Clapham North,9,448,468,1,513,1
1283,Clapham North,11,478,499,1,513,1
1284,Clapham North,15,531,556,1,513,1
1285,Clapham North,20,614,634,1,513,1
1286,Clapham North,24,670,690,1,644,1
1287,Clapham North,26,704,726,1,513,0.5
1288,Clapham North,26,694,719,1,513,0.5
1289,Clapham South,11,478,504,1,513,0.5
1290,Clapham South,11,479,504,1,513,0.5
1291,Clapham South,18,585,609,1,513,1
1292,Clapham South,19,587,613,1,644,1
1293,Clapham South,25,676,699,1,513,1
1294,Clapham South,26,696,721,1,644,0.5
1295,Clapham South,26,704,729,1,513,0.5
1296,Clapham South,27,719,742,1,513,0.5
1297,Clapham South,27,706,729,1,513,0.5
1298,Colindale,7,416,457,1,513,1
1299,Colindale,9,436,475,1,513,1
1300,Colindale,20,604,647,1,513,1
1301,Colindale,24,666,708,1,513,0.5
1302,Colindale,24,670,708,1,513,0.5
1303,Colliers Wood,7,419,451,1,644,1
1304,Colliers Wood,9,437,471,1,513,1
1305,Colliers Wood,17,560,591,1,513,1
1306,Colliers Wood,18,573,605,1,513,1
1307,Covent Garden,16,549,566,1,513,0.5
1308,Covent Garden,16,554,565,1,513,0.5
1309,Covent Garden,18,584,599,1,513,0.333333333
1310,Covent Garden,18,585,599,1,513,0.333333333
1311,Covent Garden,18,585,599,1,513,0.333333333
1312,Covent Garden,22,644,659,1,513,0.666666667
1313,Covent Garden,22,637,660,1,644,0.666666667
1314,Covent Garden,22,637,660,1,644,0.666666667
1315,Covent Garden,23,654,669,1,513,2
1316,Covent Garden,26,705,720,1,513,1
1317,Covent Garden,26,704,733,1,644,1
1318,Covent Garden,26,696,726,1,644,1
1319,Covent Garden,27,716,732,1,513,1
1320,Covent Garden,27,706,722,1,513,1
1321,Covent Garden,27,720,741,1,513,1
1322,Crosshbr Ldn Arena,13,504,525,1,644,1
1323,Crosshbr Ldn Arena,15,534,556,1,644,1
1324,Crosshbr Ldn Arena,17,565,588,1,513,0.5
1325,Crosshbr Ldn Arena,17,565,588,1,513,0.5
1326,Crosshbr Ldn Arena,19,591,612,1,513,0.333333333
1327,Crosshbr Ldn Arena,19,588,608,1,513,0.333333333
1328,Crosshbr Ldn Arena,19,588,608,1,513,0.333333333
1329,Crosshbr Ldn Arena,22,633,656,1,513,1
1330,Crosshbr Ldn Arena,23,657,680,1,644,0.5
1331,Crosshbr Ldn Arena,23,658,681,1,513,0.5
1332,Crosshbr Ldn Arena,25,682,701,1,644,1
1333,Croydon Stations,16,551,583,1,513,1
1334,Croydon Stations,27,712,742,1,644,1
1335,Cutty Sark,1,329,360,1,513,1
1336,Cutty Sark,13,505,535,1,644,1
1337,Cutty Sark,15,529,555,1,513,1
1338,Cutty Sark,17,561,590,1,513,1
1339,Cutty Sark,18,583,609,1,513,0.5
1340,Cutty Sark,18,583,610,1,513,0.5
1341,Cutty Sark,22,640,665,1,513,1
1342,Cutty Sark,24,663,691,1,513,2
1343,Cutty Sark,25,685,710,1,513,1
1344,Cutty Sark,26,697,732,1,513,2
1345,Cutty Sark,27,706,736,1,513,1
1346,Cutty Sark,27,717,740,1,513,1
1347,Cyprus,17,567,599,1,513,1
1348,Cyprus,19,600,642,1,644,1
1349,Cyprus,22,635,673,1,513,1
1350,Dagenham East,24,669,711,1,644,1
1351,Dagenham Heathway,5,379,424,1,644,1
1352,Dagenham Heathway,23,652,690,1,644,1
1353,Dagenham Heathway,26,693,728,1,644,1
1354,Dalston Junction,15,536,560,1,513,1
1355,Dalston Junction,24,666,706,1,513,0.5
1356,Dalston Junction,24,666,706,1,513,0.5
1357,Debden,5,389,423,1,513,1
1358,Debden,7,419,456,1,513,0.5
1359,Debden,7,410,443,1,513,0.5
1360,Debden,12,484,520,1,513,1
1361,Debden,14,517,550,1,513,1
1362,Debden,15,535,570,1,513,1
1363,Debden,18,583,619,1,513,0.5
1364,Debden,18,572,607,1,513,0.5
1365,Debden,20,612,647,1,513,0.5
1366,Debden,20,602,634,1,513,0.5
1367,Debden,21,621,656,1,513,1
1368,Debden,22,634,675,1,644,1
1369,Debden,24,665,703,1,513,1
1370,Drayton Park,20,610,633,1,513,1
1371,Ealing Broadway,4,363,407,1,513,1
1372,Ealing Broadway,8,432,471,1,513,1
1373,Ealing Broadway,13,500,546,1,513,1
1374,Ealing Broadway,23,649,688,1,513,1
1375,Ealing Broadway,23,653,700,1,644,1
1376,Ealing Common,23,655,698,1,644,1
1377,Earls Court,5,378,404,1,644,1
1378,Earls Court,6,398,424,1,644,1
1379,Earls Court,7,412,438,1,644,1
1380,Earls Court,8,428,451,1,644,1
1381,Earls Court,9,440,466,1,644,1
1382,Earls Court,10,461,487,1,644,1
1383,Earls Court,11,479,503,1,644,0.333333333
1384,Earls Court,11,474,509,1,513,0.333333333
1385,Earls Court,11,474,509,1,513,0.333333333
1386,Earls Court,12,488,512,1,644,1
1387,Earls Court,13,496,521,1,644,1
1388,Earls Court,14,520,545,1,644,0.5
1389,Earls Court,14,521,545,1,644,0.5
1390,Earls Court,17,563,598,1,513,1
1391,Earls Court,19,592,618,1,644,1
1392,Earls Court,21,630,659,1,644,1
1393,Earls Court,22,637,662,1,644,0.333333333
1394,Earls Court,22,641,668,1,644,0.333333333
1395,Earls Court,22,641,668,1,644,0.333333333
1396,Earls Court,23,649,674,1,644,0.5
1397,Earls Court,23,658,694,1,513,0.5
1398,Earls Court,26,694,720,1,644,2
1399,Earlsfield,20,603,631,1,513,1
1400,Earlsfield,26,697,723,1,513,1
1401,East Acton,5,378,410,1,513,0.5
1402,East Acton,5,385,415,1,513,0.5
1403,East Acton,8,424,458,1,513,1
1404,East Acton,26,703,737,1,644,0.5
1405,East Acton,26,705,735,1,513,0.5
1406,East Finchley,14,515,548,1,513,1
1407,East Finchley,17,556,589,1,513,0.5
1408,East Finchley,17,556,589,1,513,0.5
1409,East Finchley,19,594,636,1,644,1
1410,East Finchley,21,621,657,1,644,1
1411,East Finchley,27,709,753,1,513,1
1412,East Ham,5,377,413,1,644,1
1413,East Ham,8,421,447,1,644,1
1414,East Ham,8,426,456,1,644,1
1415,East Ham,9,450,478,1,644,0.333333333
1416,East Ham,9,444,467,1,513,0.333333333
1417,East Ham,9,438,462,1,513,0.333333333
1418,East Ham,13,507,531,1,513,1
1419,East Ham,14,511,541,1,513,1
1420,East Ham,17,570,599,1,644,1
1421,East Ham,18,575,598,1,513,1
1422,East Ham,21,630,660,1,644,1
1423,East Ham,22,642,666,1,644,0.333333333
1424,East Ham,22,642,665,1,513,0.333333333
1425,East Ham,22,641,666,1,644,0.333333333
1426,East Ham,25,676,704,1,644,1
1427,East India,12,490,519,1,644,0.5
1428,East India,12,491,512,1,644,0.5
1429,East India,14,522,541,1,513,0.2
1430,East India,14,517,537,1,513,0.2
1431,East India,14,517,537,1,513,0.2
1432,East India,14,522,545,1,644,0.2
1433,East India,14,524,544,1,644,0.2
1434,East India,15,538,559,1,513,0.5
1435,East India,15,538,559,1,513,0.5
1436,East India,16,553,575,1,513,1
1437,East India,20,612,636,1,513,0.5
1438,East India,20,613,636,1,644,0.5
1439,East India,23,652,676,1,513,1
1440,East India,27,706,726,1,513,0.5
1441,East India,27,709,726,1,513,0.5
1442,East Putney,9,437,472,1,644,1
1443,East Putney,15,534,575,1,644,1
1444,East Putney,16,546,583,1,644,1
1445,East Putney,18,576,612,1,644,1
1446,East Putney,20,615,655,1,644,1
1447,Edgware,7,412,458,1,513,1
1448,Edgware,20,604,654,1,644,1
1449,Edgware,25,678,726,1,644,1
1450,Edgware,26,699,748,1,513,1
1451,Edgware Road,12,491,511,1,513,0.5
1452,Edgware Road,12,492,517,1,513,0.5
1453,Edgware Road,18,580,601,1,513,1
1454,Edgware Road,19,594,613,1,513,1
1455,Edgware Road,20,601,622,1,513,0.5
1456,Edgware Road,20,610,634,1,513,0.5
1457,Edgware Road,23,648,679,1,644,1
1458,Edgware Road,24,661,682,1,513,1
1459,Edgware Road,26,696,718,1,513,1
1460,Edgware Road M,14,516,549,1,644,1
1461,Edgware Road M,16,548,578,1,513,1
1462,Elephant & Castle,11,477,488,1,513,1
1463,Elephant & Castle,12,482,495,1,644,1
1464,Elephant & Castle,13,496,508,1,644,1
1465,Elephant & Castle,14,514,531,1,644,1
1466,Elephant & Castle,15,529,545,1,513,1
1467,Elephant & Castle,17,556,572,1,513,1
1468,Elephant & Castle,18,573,583,1,513,0.5
1469,Elephant & Castle,18,583,596,1,644,0.5
1470,Elephant & Castle,19,586,599,1,513,1
1471,Elephant & Castle,20,603,615,1,513,2
1472,Elephant & Castle,23,659,677,1,513,0.25
1473,Elephant & Castle,23,646,661,1,644,0.25
1474,Elephant & Castle,23,659,678,1,513,0.25
1475,Elephant & Castle,23,655,667,1,513,0.25
1476,Elephant & Castle,24,666,679,1,513,1
1477,Elephant & Castle,25,682,692,1,513,2
1478,Elephant & Castle,26,694,706,1,644,2
1479,Elephant & Castle,27,707,724,1,644,2
1480,Elm Park,14,512,556,1,644,1
1481,Embankment,4,370,387,1,644,1
1482,Embankment,7,417,428,1,644,0.333333333
1483,Embankment,7,407,416,1,644,0.333333333
1484,Embankment,7,417,428,1,644,0.333333333
1485,Embankment,9,449,459,1,644,0.333333333
1486,Embankment,9,449,459,1,644,0.333333333
1487,Embankment,9,437,448,1,644,0.333333333
1488,Embankment,10,454,464,1,644,1
1489,Embankment,10,461,470,1,644,1
1490,Embankment,11,476,486,1,644,2
1491,Embankment,12,485,497,1,644,1
1492,Embankment,13,502,513,1,644,2
1493,Embankment,14,522,532,1,644,0.375
1494,Embankment,14,519,528,1,644,0.375
1495,Embankment,14,519,529,1,644,0.375
1496,Embankment,14,520,530,1,644,0.375
1497,Embankment,14,517,528,1,644,0.375
1498,Embankment,14,517,526,1,644,0.375
1499,Embankment,14,519,528,1,644,0.375
1500,Embankment,14,520,530,1,644,0.375
1501,Embankment,15,528,543,1,644,2
1502,Embankment,16,547,558,1,644,0.5
1503,Embankment,16,554,564,1,644,0.5
1504,Embankment,16,544,554,1,644,0.5
1505,Embankment,16,548,558,1,644,0.5
1506,Embankment,16,544,555,1,644,0.5
1507,Embankment,16,542,552,1,644,0.5
1508,Embankment,17,561,579,1,513,0.6
1509,Embankment,17,560,577,1,644,0.6
1510,Embankment,17,559,577,1,644,0.6
1511,Embankment,17,564,578,1,644,0.6
1512,Embankment,17,558,568,1,644,0.6
1513,Embankment,18,571,581,1,644,3
1514,Embankment,19,594,604,1,644,1
1515,Embankment,19,593,604,1,644,1
1516,Embankment,19,594,604,1,644,1
1517,Embankment,20,610,620,1,644,1
1518,Embankment,20,608,618,1,644,1
1519,Embankment,20,610,620,1,644,1
1520,Embankment,21,625,637,1,644,3
1521,Embankment,22,634,643,1,644,1.333333333
1522,Embankment,22,642,653,1,644,1.333333333
1523,Embankment,22,636,645,1,644,1.333333333
1524,Embankment,23,660,671,1,644,0.75
1525,Embankment,23,659,672,1,644,0.75
1526,Embankment,23,655,665,1,644,0.75
1527,Embankment,23,656,666,1,644,0.75
1528,Embankment,24,667,677,1,644,0.8
1529,Embankment,24,675,688,1,644,0.8
1530,Embankment,24,664,674,1,644,0.8
1531,Embankment,24,672,683,1,644,0.8
1532,Embankment,24,664,674,1,644,0.8
1533,Embankment,25,678,699,1,513,0.666666667
1534,Embankment,25,682,694,1,644,0.666666667
1535,Embankment,25,685,695,1,644,0.666666667
1536,Embankment,25,681,692,1,644,0.666666667
1537,Embankment,25,682,694,1,644,0.666666667
1538,Embankment,25,682,692,1,644,0.666666667
1539,Embankment,26,691,702,1,644,0.833333333
1540,Embankment,26,703,715,1,644,0.833333333
1541,Embankment,26,699,712,1,644,0.833333333
1542,Embankment,26,699,713,1,644,0.833333333
1543,Embankment,26,696,730,1,513,0.833333333
1544,Embankment,26,692,702,1,644,0.833333333
1545,Embankment,27,719,730,1,644,1.25
1546,Embankment,27,715,724,1,644,1.25
1547,Embankment,27,712,722,1,644,1.25
1548,Embankment,27,719,730,1,644,1.25
1549,Epping,3,351,394,1,513,1
1550,Epping,13,498,541,1,513,1
1551,Epping,20,602,642,1,513,1
1552,Epping,21,627,668,1,513,1
1553,Epping,27,718,761,1,513,0.5
1554,Epping,27,718,761,1,513,0.5
1555,Essex Road,3,359,392,1,513,1
1556,Essex Road,6,400,439,1,513,0.5
1557,Essex Road,6,391,439,1,513,0.5
1558,Essex Road,8,434,480,1,644,0.333333333
1559,Essex Road,8,428,463,1,644,0.333333333
1560,Essex Road,8,422,455,1,644,0.333333333
1561,Essex Road,8,429,464,1,513,0.333333333
1562,Essex Road,8,431,463,1,513,0.333333333
1563,Essex Road,8,423,463,1,513,0.333333333
1564,Essex Road,9,441,487,1,513,1
1565,Essex Road,12,489,527,1,513,0.5
1566,Essex Road,12,489,527,1,644,0.5
1567,Essex Road,13,505,526,1,513,1
1568,Essex Road,15,529,568,1,513,0.333333333
1569,Essex Road,15,539,576,1,513,0.333333333
1570,Essex Road,15,536,576,1,644,0.333333333
1571,Essex Road,23,646,681,1,513,1
1572,Essex Road,25,684,721,1,513,1
1573,Euston,2,345,370,1,513,1
1574,Euston,7,416,431,1,513,1
1575,Euston,8,432,447,1,513,1
1576,Euston,9,446,462,1,513,1
1577,Euston,9,443,458,1,644,1
1578,Euston,10,456,472,1,513,2
1579,Euston,11,471,489,1,513,2
1580,Euston,12,485,501,1,513,1
1581,Euston,12,488,505,1,644,1
1582,Euston,14,512,531,1,644,1
1583,Euston,14,519,538,1,513,1
1584,Euston,15,531,548,1,513,0.428571429
1585,Euston,15,539,556,1,513,0.428571429
1586,Euston,15,533,552,1,513,0.428571429
1587,Euston,15,531,548,1,513,0.428571429
1588,Euston,15,537,559,1,513,0.428571429
1589,Euston,15,537,555,1,513,0.428571429
1590,Euston,15,532,551,1,513,0.428571429
1591,Euston,16,543,559,1,513,0.6
1592,Euston,16,553,572,1,644,0.6
1593,Euston,16,543,559,1,513,0.6
1594,Euston,16,550,569,1,513,0.6
1595,Euston,16,555,571,1,513,0.6
1596,Euston,17,562,579,1,513,1.5
1597,Euston,17,568,586,1,513,1.5
1598,Euston,18,576,595,1,513,0.75
1599,Euston,18,574,595,1,513,0.75
1600,Euston,18,575,594,1,513,0.75
1601,Euston,18,579,599,1,513,0.75
1602,Euston,19,600,616,1,513,0.75
1603,Euston,19,589,610,1,513,0.75
1604,Euston,19,594,610,1,513,0.75
1605,Euston,19,600,616,1,513,0.75
1606,Euston,20,601,616,1,513,2
1607,Euston,20,614,629,1,513,2
1608,Euston,21,628,648,1,513,1
1609,Euston,21,617,633,1,513,1
1610,Euston,21,620,634,1,513,1
1611,Euston,22,642,659,1,644,1
1612,Euston,22,644,661,1,513,1
1613,Euston,22,633,650,1,644,1
1614,Euston,23,648,665,1,513,0.428571429
1615,Euston,23,649,666,1,644,0.428571429
1616,Euston,23,648,665,1,513,0.428571429
1617,Euston,23,654,675,1,513,0.428571429
1618,Euston,23,655,670,1,644,0.428571429
1619,Euston,23,648,665,1,644,0.428571429
1620,Euston,23,658,674,1,513,0.428571429
1621,Euston,24,669,688,1,513,0.666666667
1622,Euston,24,663,681,1,513,0.666666667
1623,Euston,24,662,677,1,644,0.666666667
1624,Euston,24,675,691,1,513,0.666666667
1625,Euston,24,675,692,1,513,0.666666667
1626,Euston,24,669,688,1,513,0.666666667
1627,Euston,25,682,697,1,513,0.4
1628,Euston,25,680,698,1,644,0.4
1629,Euston,25,686,701,1,513,0.4
1630,Euston,25,681,697,1,513,0.4
1631,Euston,25,677,692,1,513,0.4
1632,Euston,25,679,697,1,513,0.4
1633,Euston,25,679,697,1,513,0.4
1634,Euston,25,684,699,1,513,0.4
1635,Euston,25,687,709,1,644,0.4
1636,Euston,25,684,700,1,513,0.4
1637,Euston,26,700,718,1,513,0.625
1638,Euston,26,698,714,1,513,0.625
1639,Euston,26,702,718,1,513,0.625
1640,Euston,26,693,711,1,513,0.625
1641,Euston,26,693,709,1,513,0.625
1642,Euston,26,695,711,1,513,0.625
1643,Euston,26,699,715,1,644,0.625
1644,Euston,26,693,709,1,513,0.625
1645,Euston,27,714,731,1,644,0.833333333
1646,Euston,27,706,731,1,513,0.833333333
1647,Euston,27,718,733,1,513,0.833333333
1648,Euston,27,711,731,1,513,0.833333333
1649,Euston,27,711,731,1,513,0.833333333
1650,Euston,27,709,747,1,644,0.833333333
1651,Euston Square,13,505,529,1,644,1
1652,Euston Square,21,621,646,1,644,1
1653,Euston Square,24,666,687,1,644,1
1654,Euston Square,26,701,724,1,513,1
1655,Ewell West,7,410,460,1,513,1
1656,Fairlop,20,608,643,1,513,1
1657,Farringdon,11,479,495,1,644,1
1658,Farringdon,13,498,517,1,644,1
1659,Farringdon,14,516,537,1,644,1
1660,Farringdon,14,517,537,1,644,1
1661,Farringdon,15,532,555,1,644,1
1662,Farringdon,20,601,620,1,644,0.5
1663,Farringdon,20,614,626,1,513,0.5
1664,Farringdon,24,664,680,1,513,1
1665,Farringdon,25,685,702,1,513,1
1666,Feltham,23,649,709,1,513,1
1667,Finchley Central,9,448,486,1,513,1
1668,Finchley Central,12,493,534,1,513,1
1669,Finchley Central,17,558,595,1,513,1
1670,Finchley Central,18,573,611,1,644,0.5
1671,Finchley Central,18,573,611,1,644,0.5
1672,Finchley Road,20,602,625,1,513,1
1673,Finsbury Park,26,699,723,1,513,1
1674,Finsbury Park LU,11,475,506,1,513,0.5
1675,Finsbury Park LU,11,475,506,1,513,0.5
1676,Finsbury Park LU,12,481,503,1,513,1
1677,Finsbury Park LU,19,589,617,1,513,0.5
1678,Finsbury Park LU,19,589,636,1,513,0.5
1679,Finsbury Park LU,21,618,644,1,513,1
1680,Finsbury Park LU,25,684,708,1,513,1
1681,Forest Gate,10,460,481,1,513,1
1682,Fulham Broadway,7,416,444,1,644,1
1683,Fulham Broadway,11,476,507,1,644,1
1684,Fulham Broadway,13,507,569,1,644,1
1685,Fulham Broadway,15,528,560,1,644,1
1686,Fulham Broadway,23,651,681,1,644,1
1687,Gallions Reach,18,578,619,1,513,1
1688,Gallions Reach,20,609,645,1,513,1
1689,Gants Hill,5,390,421,1,513,1
1690,Gants Hill,7,417,449,1,513,1
1691,Gants Hill,8,426,455,1,513,1
1692,Gants Hill,17,557,584,1,513,1
1693,Gants Hill,20,606,638,1,513,0.5
1694,Gants Hill,20,606,638,1,513,0.5
1695,Gants Hill,21,625,650,1,513,1
1696,Gants Hill,26,694,722,1,513,1
1697,Gants Hill,27,717,742,1,513,1
1698,Gloucester Road,12,485,509,1,644,1
1699,Gloucester Road,13,507,533,1,644,1
1700,Gloucester Road,15,532,558,1,644,0.5
1701,Gloucester Road,15,537,561,1,644,0.5
1702,Gloucester Road,16,546,574,1,644,2
1703,Gloucester Road,18,578,601,1,644,1
1704,Gloucester Road,20,607,630,1,644,1
1705,Gloucester Road,21,622,661,1,644,1
1706,Gloucester Road,22,635,661,1,513,0.5
1707,Gloucester Road,22,635,661,1,513,0.5
1708,Gloucester Road,26,692,715,1,644,0.5
1709,Gloucester Road,26,700,729,1,644,0.5
1710,Golders Green,20,607,640,1,513,1
1711,Golders Green,26,696,731,1,513,1
1712,Goodge Street,8,422,441,1,513,1
1713,Goodge Street,9,450,468,1,513,1
1714,Goodge Street,14,517,536,1,644,0.5
1715,Goodge Street,14,521,538,1,513,0.5
1716,Goodge Street,18,578,594,1,513,1
1717,Goodge Street,24,673,696,1,644,1
1718,Goodge Street,25,677,691,1,513,0.333333333
1719,Goodge Street,25,677,691,1,513,0.333333333
1720,Goodge Street,25,676,691,1,513,0.333333333
1721,Great Portland Street,16,555,584,1,644,1
1722,Great Portland Street,17,567,595,1,644,1
1723,Great Portland Street,18,574,606,1,644,1
1724,Great Portland Street,19,591,618,1,644,1
1725,Great Portland Street,23,657,679,1,513,1
1726,Great Portland Street,25,686,712,1,644,0.5
1727,Great Portland Street,25,686,712,1,644,0.5
1728,Great Portland Street,26,696,715,1,513,1
1729,Green Park,6,395,413,1,644,0.25
1730,Green Park,6,395,413,1,644,0.25
1731,Green Park,6,395,413,1,644,0.25
1732,Green Park,6,395,414,1,644,0.25
1733,Green Park,9,443,463,1,644,1
1734,Green Park,10,465,479,1,513,1
1735,Green Park,10,459,479,1,644,1
1736,Green Park,11,475,491,1,513,1
1737,Green Park,12,495,515,1,644,1
1738,Green Park,14,521,543,1,644,1
1739,Green Park,14,519,540,1,513,1
1740,Green Park,15,533,549,1,513,0.666666667
1741,Green Park,15,540,560,1,644,0.666666667
1742,Green Park,15,529,547,1,513,0.666666667
1743,Green Park,16,543,561,1,513,0.5
1744,Green Park,16,542,563,1,644,0.5
1745,Green Park,16,542,563,1,644,0.5
1746,Green Park,16,548,569,1,644,0.5
1747,Green Park,17,561,578,1,513,0.6
1748,Green Park,17,567,587,1,513,0.6
1749,Green Park,17,559,576,1,513,0.6
1750,Green Park,17,562,579,1,513,0.6
1751,Green Park,17,566,588,1,513,0.6
1752,Green Park,18,581,598,1,513,2
1753,Green Park,18,577,594,1,513,2
1754,Green Park,19,593,611,1,513,0.6
1755,Green Park,19,600,619,1,513,0.6
1756,Green Park,19,599,614,1,513,0.6
1757,Green Park,19,596,647,1,513,0.6
1758,Green Park,19,592,612,1,644,0.6
1759,Green Park,20,607,625,1,513,0.571428571
1760,Green Park,20,607,625,1,513,0.571428571
1761,Green Park,20,613,633,1,644,0.571428571
