exit_time_binned,origin,total
8,Chalk Farm,3.28947368421
8,Chancery Lane,0.947368421053
8,Charing Cross,0.0263157894737
8,Cheam,0.157894736842
8,Cheshunt,0.0526315789474
8,Chessington North,0.868421052632
8,Chessington South,0.0526315789474
8,Chigwell,1.76315789474
8,Chingford,0.526315789474
8,Chislehurst,0.0789473684211
8,Chiswick,0.894736842105
8,Chiswick Park,1.47368421053
8,Chorleywood,0.657894736842
8,Clapham Common,21.8684210526
8,Clapham High Street,0.0263157894737
8,Clapham Junction,17.6842105263
8,Clapham North,14.4473684211
8,Clapham South,29.7105263158
8,Clapton,0.526315789474
8,Clock House,0.0263157894737
8,Cockfosters,1.02631578947
8,Colindale,2.18421052632
8,Colliers Wood,9.63157894737
8,Coulsdon South,0.0263157894737
8,Covent Garden,0.0526315789474
8,Cricklewood,0.131578947368
8,Crosshbr Ldn Arena,4.0
8,Croxley,0.157894736842
8,Croydon Stations,0.973684210526
8,Crystal Palace,0.315789473684
8,Custom House DLR,1.28947368421
8,Cutty Sark,3.78947368421
8,Cyprus,0.236842105263
8,Dagenham Dock,0.0263157894737
8,Dagenham East,1.52631578947
8,Dagenham Heathway,3.63157894737
8,Dalston Junction,0.131578947368
8,Debden,7.28947368421
8,Denmark Hill,0.0263157894737
8,Devons Road,0.842105263158
8,Dollis Hill,0.736842105263
8,Drayton Park,0.526315789474
8,Ealing Broadway,17.3157894737
8,Ealing Common,1.81578947368
8,Earls Court,6.57894736842
8,Earlsfield,5.10526315789
8,East Acton,2.02631578947
8,East Dulwich,0.0263157894737
8,East Finchley,10.5526315789
8,East Ham,4.57894736842
8,East India,3.07894736842
8,East Putney,4.65789473684
8,Eastcote,0.842105263158
8,Edgware,5.39473684211
8,Edgware Road,0.631578947368
8,Edgware Road M,0.263157894737
8,Edmonton Green,0.473684210526
8,Elephant & Castle,2.21052631579
8,Elm Park,3.31578947368
8,Elmstead Woods,0.0526315789474
8,Elstree & Borehamwood,0.342105263158
8,Eltham,0.0526315789474
8,Embankment,0.236842105263
8,Emerson Park,0.0263157894737
8,Enfield Chase,0.131578947368
8,Enfield Lock,0.0263157894737
8,Epping,16.6315789474
8,Essex Road,12.5263157895
8,Euston,9.10526315789
8,Euston Square,0.157894736842
8,Ewell East,0.0526315789474
8,Ewell West,1.44736842105
8,Fairlop,2.52631578947
8,Falconwood,0.0263157894737
8,Farringdon,0.236842105263
8,Feltham,1.65789473684
8,Finchley Central,8.76315789474
8,Finchley Road,1.60526315789
8,Finsbury Park,0.263157894737
8,Finsbury Park LU,2.71052631579
8,Forest Gate,0.789473684211
8,Forest Hill,0.263157894737
8,Fulham Broadway,5.94736842105
8,Fulwell,1.05263157895
8,Gallions Reach,0.342105263158
8,Gants Hill,10.6842105263
8,Gidea Park,1.5
8,Gipsy Hill,0.263157894737
8,Gloucester Road,4.44736842105
8,Golders Green,5.73684210526
8,Goodge Street,0.0263157894737
8,Goodmayes,1.94736842105
8,Gordon Hill,0.421052631579
8,Gospel Oak,0.105263157895
8,Grange Hill,2.02631578947
8,Grange Park,0.0526315789474
8,Grays,0.105263157895
8,Great Portland Street,0.105263157895
8,Green Park,1.13157894737
8,Greenford,6.73684210526
8,Greenwich DLR,1.47368421053
8,Grove Park,0.0526315789474
8,Gunnersbury,2.0
8,Hackbridge,0.0526315789474
8,Hackney Downs,0.105263157895
8,Hackney Wick,0.210526315789
8,Hadley Wood,0.131578947368
8,Haggerston,0.0263157894737
8,Hainault,8.42105263158
8,Hammersmith D,5.76315789474
8,Hammersmith M,0.0526315789474
8,Hampstead,4.18421052632
8,Hampton,1.44736842105
8,Hampton Court,0.5
8,Hampton Wick,0.842105263158
8,Hanger Lane,3.63157894737
8,Hanwell,0.342105263158
8,Harlesden,0.315789473684
8,Harold Wood,1.52631578947
8,Harringay,1.13157894737
8,Harrow On The Hill,1.76315789474
8,Harrow Wealdstone,3.71052631579
8,Hatch End,1.60526315789
8,Hatton Cross,0.421052631579
8,Haydons Road,0.0526315789474
8,Hayes & Harlington,2.02631578947
8,Hayes Kent,0.0526315789474
8,Headstone Lane,0.447368421053
8,Heathrow Term 5,0.5
8,Heathrow Terminal 4 LU,0.210526315789
8,Heathrow Terminals 123 LU,0.157894736842
8,Hendon,0.0526315789474
8,Hendon Central,5.65789473684
8,Herne Hill,0.0789473684211
8,Heron Quays,3.68421052632
8,High Barnet,3.18421052632
8,High Street Kensington,2.23684210526
8,Highams Park,0.0789473684211
8,Highbury & Islington,0.236842105263
8,Highgate,6.5
8,Hillingdon,0.210526315789
8,Hither Green,0.0526315789474
8,Holborn,1.52631578947
8,Holland Park,5.21052631579
8,Holloway Road,1.05263157895
8,Homerton,0.0263157894737
8,Honor Oak Park,0.0526315789474
8,Hornchurch,3.57894736842
8,Hornsey,0.210526315789
8,Hounslow,0.763157894737
8,Hounslow Central,2.44736842105
8,Hounslow East,1.94736842105
8,Hounslow West,1.36842105263
8,Hyde Park Corner,0.0789473684211
8,Ickenham,0.184210526316
8,Ilford,2.86842105263
8,Imperial Wharf,0.921052631579
8,Island Gardens,4.02631578947
8,Isleworth,1.31578947368
8,Kennington,2.31578947368
8,Kensal Green,1.5
8,Kensal Rise,0.131578947368
8,Kensington Olympia,0.0526315789474
8,Kentish Town,3.21052631579
8,Kenton,0.157894736842
8,Kew Bridge,0.921052631579
8,Kew Gardens,2.15789473684
8,Kilburn,2.97368421053
8,Kilburn Park,1.10526315789
8,King George V,2.18421052632
8,Kings Cross M,0.210526315789
8,Kings Cross N,3.23684210526
8,Kings Cross T,2.5
8,Kingsbury,2.26315789474
8,Kingston,1.92105263158
8,Kingswood,0.0526315789474
8,Knightsbridge,0.421052631579
8,Ladbroke Grove,0.289473684211
8,Lambeth North,0.263157894737
8,Lancaster Gate,7.02631578947
8,Langdon Park,0.710526315789
8,Latimer Road,0.0526315789474
8,Leicester Square,0.184210526316
8,Lewisham DLR,2.05263157895
8,Lewisham NR,0.131578947368
8,Leyton,13.1315789474
8,Leytonstone,10.1052631579
8,Limehouse DLR,5.78947368421
8,Limehouse TOC Gates,0.0263157894737
8,Liverpool Street,7.52631578947
8,London Bridge,0.815789473684
8,London Bridge NR,0.0263157894737
8,London City Airport,1.86842105263
8,London Fields,0.0526315789474
8,Loughton,12.2894736842
8,Maida Vale,1.47368421053
8,Malden Manor,1.13157894737
8,Manor House,1.02631578947
8,Manor Park,0.789473684211
8,Mansion House,0.0263157894737
8,Marble Arch,5.86842105263
8,Maryland,0.447368421053
8,Marylebone,2.71052631579
8,Maze Hill,0.0526315789474
8,Mile End,5.63157894737
8,Mill Hill Broadway,0.131578947368
8,Mill Hill East,1.60526315789
8,Mitcham Eastfields,0.236842105263
8,Monument,0.105263157895
8,Moor Park,0.0526315789474
8,Moorgate,0.710526315789
8,Morden,15.0789473684
8,Mornington Crescent,0.184210526316
8,Mortlake,6.76315789474
8,Motspur Park,0.289473684211
8,Mottingham,0.0263157894737
8,Mudchute,3.94736842105
8,Neasden,1.02631578947
8,New Barnet,0.315789473684
8,New Cross,0.368421052632
8,New Cross Gate,0.131578947368
8,New Eltham,0.0526315789474
8,New Malden,1.71052631579
8,Newbury Park,10.6315789474
8,Norbiton,1.63157894737
8,Norbury,0.763157894737
8,North Acton,3.81578947368
8,North Dulwich,0.0526315789474
8,North Ealing,0.131578947368
8,North Greenwich,4.42105263158
8,North Harrow,0.842105263158
8,North Sheen,1.0
8,North Wembley,0.394736842105
8,Northfields,1.81578947368
8,Northolt,5.10526315789
8,Northolt Park,0.315789473684
8,Northwick Park,0.973684210526
8,Northwood,0.868421052632
8,Northwood Hills,0.763157894737
8,Norwood Junction SR,0.210526315789
8,Notting Hill Gate,11.3421052632
8,Nunhead,0.0263157894737
8,Oakleigh Park,1.02631578947
8,Oakwood,2.34210526316
8,Old Street,1.39473684211
8,Orpington,0.0789473684211
8,Osterley,1.57894736842
8,Oval,4.63157894737
8,Oxford Circus,1.94736842105
8,Paddington,1.39473684211
8,Palmers Green,0.947368421053
8,Park Royal,0.0526315789474
8,Parsons Green,7.71052631579
8,Peckham Rye,0.552631578947
8,Penge Stations,0.0263157894737
8,Perivale,2.02631578947
8,Piccadilly Circus,0.184210526316
8,Pimlico,1.60526315789
8,Pinner,1.34210526316
8,Plaistow,2.92105263158
8,Plumstead,0.0263157894737
8,Ponders End,0.236842105263
8,Pontoon Dock,1.34210526316
8,Poplar,0.763157894737
8,Preston Road,0.394736842105
8,Prince Regent,1.15789473684
8,Pudding Mill Lane,0.0789473684211
8,Purfleet,0.0263157894737
8,Purley,0.0789473684211
8,Putney,10.8157894737
8,Putney Bridge,4.52631578947
8,Queens Park,2.05263157895
8,Queens Road Peckham,0.157894736842
8,Queensbury,1.73684210526
8,Queenstown Road Battersea,1.55263157895
8,Queensway,6.94736842105
8,Rainham Essex,0.131578947368
8,Ravenscourt Park,1.28947368421
8,Rayners Lane,0.210526315789
8,Raynes Park,3.60526315789
8,Rectory Road,0.131578947368
8,Redbridge,4.34210526316
8,Regents Park,0.131578947368
8,Richmond,12.7631578947
8,Rickmansworth,0.815789473684
8,Roding Valley,0.605263157895
8,Romford,2.86842105263
8,Rotherhithe,0.868421052632
8,Royal Albert,0.921052631579
8,Royal Oak,0.0263157894737
8,Royal Victoria,1.36842105263
8,Ruislip,0.0789473684211
8,Ruislip Gardens,2.02631578947
8,Ruislip Manor,0.210526315789
8,Russell Square,0.236842105263
8,Sanderstead,0.0263157894737
8,Seven Kings,0.657894736842
8,Seven Sisters,3.39473684211
8,Shadwell DLR,3.10526315789
8,Shadwell LO,0.0789473684211
8,Shenfield,0.0789473684211
8,Shepherds Bush LU,13.8947368421
8,Shepherds Bush Met,0.236842105263
8,Shortlands,0.368421052632
8,Silver Street,0.0526315789474
8,Slade Green,0.0263157894737
8,Sloane Square,8.63157894737
8,Snaresbrook,2.73684210526
8,South Bermondsey,0.0263157894737
8,South Croydon,0.368421052632
8,South Ealing,1.57894736842
8,South Greenford,0.0263157894737
8,South Harrow,0.0526315789474
8,South Kensington,6.02631578947
8,South Kenton,0.421052631579
8,South Merton,0.0263157894737
8,South Quay,5.78947368421
8,South Ruislip,3.65789473684
8,South Wimbledon,10.4473684211
8,South Woodford,10.2105263158
8,Southall,1.55263157895
8,Southfields,9.05263157895
8,Southgate,1.92105263158
8,Southwark,0.157894736842
8,St Helier,0.0263157894737
8,St James Street,0.605263157895
8,St James's Park,1.13157894737
8,St Johns Wood,3.34210526316
8,St Margarets London,3.73684210526
8,St Mary Cray,0.0526315789474
8,St Pauls,0.131578947368
8,Stamford Brook,1.86842105263
8,Stanmore,0.921052631579
8,Star Lane,0.0526315789474
8,Stepney Green,0.631578947368
8,Stockwell,7.68421052632
8,Stoke Newington,0.289473684211
8,Stonebridge Park,0.842105263158
8,Stoneleigh,0.710526315789
8,Stratford,11.1052631579
8,Stratford High Street,0.0263157894737
8,Strawberry Hill,3.15789473684
8,Streatham,0.263157894737
8,Streatham Common,2.02631578947
8,Streatham Hill,0.657894736842
8,Sudbury Hill,0.578947368421
8,Sudbury Town,0.473684210526
8,Surbiton,5.65789473684
8,Surrey Quays,0.710526315789
8,Sutton Common,0.0263157894737
8,Sutton Surrey,0.315789473684
8,Swiss Cottage,1.81578947368
8,Sydenham SR,0.578947368421
8,Syon Lane,0.210526315789
8,Teddington,3.07894736842
8,Temple,0.0263157894737
8,Thames Ditton,0.236842105263
8,Theydon Bois,2.52631578947
8,Thornton Heath,0.289473684211
8,Tolworth,1.0
8,Tooting,0.0263157894737
8,Tooting Bec,11.5263157895
8,Tooting Broadway,13.1578947368
8,Tottenham Court Road,0.947368421053
8,Tottenham Hale,0.868421052632
8,Totteridge,2.94736842105
8,Tower Hill,0.421052631579
8,Tufnell Park,1.71052631579
8,Tulse Hill,0.105263157895
8,Turnham Green,5.81578947368
8,Turnpike Lane,4.63157894737
8,Twickenham,3.34210526316
8,Upminster,1.28947368421
8,Upminster Bridge,0.473684210526
8,Upney,1.07894736842
8,Upper Warlingham,0.0263157894737
8,Upton Park,6.5
8,Uxbridge,0.368421052632
8,Vauxhall,0.394736842105
8,Vauxhall NR,0.473684210526
8,Victoria,5.65789473684
8,Waddon,0.131578947368
8,Wallington,0.105263157895
8,Waltham Cross,0.0789473684211
8,Walthamstow Central,2.55263157895
8,Wandsw'th Common,1.10526315789
8,Wandsworth Town,6.44736842105
8,Wanstead,3.36842105263
8,Wanstead Park,0.0263157894737
8,Wapping,0.342105263158
8,Warren Street,0.0789473684211
8,Warwick Avenue,3.52631578947
8,Waterloo,43.1578947368
8,Waterloo East NR,0.0263157894737
8,Waterloo JLE,0.421052631579
8,Waterloo NR 12-19,0.0263157894737
8,Watford Junction,4.47368421053
8,Watford Met,1.5
8,Welling,0.0526315789474
8,Wembley Central,0.236842105263
8,Wembley Park,1.28947368421
8,West Acton,2.73684210526
8,West Croydon,0.184210526316
8,West Drayton,1.39473684211
8,West Dulwich,0.0789473684211
8,West Ealing,0.5
8,West Finchley,4.15789473684
8,West Ham,1.26315789474
8,West Hampst'd Tlink,0.0526315789474
8,West Hampstead,1.89473684211
8,West Harrow,0.342105263158
8,West India Quay,0.342105263158
8,West Kensington,2.55263157895
8,West Norwood,0.0789473684211
8,West Ruislip,5.55263157895
8,West Silvertown,0.605263157895
8,West Sutton,0.0263157894737
8,West_Brompton,1.15789473684
8,Westbourne Park,0.157894736842
8,Westcombe Park,0.0263157894737
8,Westferry,6.34210526316
8,Westminster,0.315789473684
8,White City,1.86842105263
8,Whitechapel,1.23684210526
8,Whitton,1.13157894737
8,Willesden Green,4.84210526316
8,Willesden Junction,1.28947368421
8,Wimbledon,7.86842105263
8,Wimbledon Chase,0.0789473684211
8,Wimbledon Park,1.52631578947
8,Winchmore Hill,0.0789473684211
8,Wood Green,3.68421052632
8,Wood Lane,0.0263157894737
8,Wood Street,0.0263157894737
8,Woodford,15.6578947368
8,Woodside Park,6.97368421053
8,Woolwich Arsenal NR,0.763157894737
8,Woolwich Dockyard,0.0526315789474
8,Worcester Park,2.15789473684
9,Abbey Road,0.236842105263
9,Acton Central,0.0526315789474
9,Acton Town,2.65789473684
9,Aldgate,0.0263157894737
9,Aldgate East,1.05263157895
9,Alexandra Palace,0.0263157894737
9,All Saints,0.184210526316
9,Alperton,0.447368421053
9,Amersham,2.23684210526
9,Anerley,0.0263157894737
9,Angel,6.39473684211
9,Archway,5.36842105263
9,Arnos Grove,2.21052631579
9,Arsenal,1.60526315789
9,Ashfield House B,2.47368421053
9,Ashfield House C,0.842105263158
9,Baker Street,2.31578947368
9,Balham,36.4473684211
9,Bank,0.552631578947
9,Banstead,0.0263157894737
9,Barbican,0.105263157895
9,Barking,3.36842105263
9,Barkingside,2.21052631579
9,Barnehurst,0.0263157894737
9,Barnes,3.47368421053
9,Barnes Bridge,3.23684210526
9,Barons Court,4.86842105263
9,Battersea Park,0.894736842105
9,Bayswater,0.763157894737
9,Beckenham Hill,0.0789473684211
9,Beckenham Junction,0.342105263158
9,Beckton,0.815789473684
9,Beckton Park,0.263157894737
9,Becontree,1.26315789474
9,Bellingham,0.526315789474
9,Belsize Park,6.42105263158
9,Bermondsey,2.55263157895
9,Berrylands,0.710526315789
9,Bethnal Green,9.60526315789
9,Bexley,0.0526315789474
9,Bexleyheath,0.157894736842
9,Blackfriars,3.23684210526
9,Blackheath,0.0526315789474
9,Blackhorse Road,1.63157894737
9,Blackwall,3.28947368421
9,Bond Street,2.73684210526
9,Borough,1.26315789474
9,Boston Manor,1.07894736842
9,Bounds Green,1.97368421053
9,Bow Church,0.0263157894737
9,Bow Road,7.05263157895
9,Bowes Park,0.210526315789
9,Brent Cross,2.89473684211
9,Brentford,1.26315789474
9,Brentwood,0.0263157894737
9,Brixton,11.3947368421
9,Brockley,0.315789473684
9,Bromley By Bow,2.02631578947
9,Bromley North,0.0789473684211
9,Bromley South,0.368421052632
9,Brondesbury Park,0.184210526316
9,Broxbourne,0.131578947368
9,Bruce Grove,0.394736842105
9,Buckhurst Hill,8.42105263158
9,Burnt Oak,4.34210526316
9,Bush Hill Park,0.105263157895
9,Bushey,5.55263157895
9,Caledonian Rd&B'sby,0.0263157894737
9,Caledonian Road,2.10526315789
9,Cambridge Heath,0.0263157894737
9,Camden Town,5.60526315789
9,Canada Water,3.21052631579
9,Canary Wharf DLR,2.34210526316
9,Canary Wharf LU (E1),0.289473684211
9,Canning Town,4.63157894737
9,Cannon Street,0.315789473684
9,Canonbury,0.131578947368
9,Canons Park,1.97368421053
9,Carpenders Park,0.605263157895
9,Carshalton,0.157894736842
9,Carshalton Beeches,0.0263157894737
9,Castle Bar Park,0.447368421053
9,Caterham,0.0526315789474
9,Catford,0.0526315789474
9,Catford Bridge,0.0263157894737
9,Chadwell Heath,2.28947368421
9,Chafford Hundred,0.0263157894737
9,Chalfont & Latimer,0.657894736842
9,Chalk Farm,5.81578947368
9,Chancery Lane,0.710526315789
9,Charing Cross,0.0789473684211
9,Cheam,0.184210526316
9,Chesham,0.131578947368
9,Cheshunt,0.131578947368
9,Chessington North,0.0526315789474
9,Chigwell,2.57894736842
9,Chingford,0.5
9,Chiswick,1.76315789474
9,Chiswick Park,2.94736842105
9,Chorleywood,0.921052631579
9,Clapham Common,28.8684210526
9,Clapham Junction,22.2631578947
9,Clapham North,19.3947368421
9,Clapham South,40.4473684211
9,Clapton,0.552631578947
9,Cockfosters,1.26315789474
9,Colindale,3.05263157895
9,Colliers Wood,16.7631578947
9,Coulsdon South,0.289473684211
9,Covent Garden,0.0789473684211
9,Crayford,0.0263157894737
9,Crofton Park,0.421052631579
9,Crosshbr Ldn Arena,4.81578947368
9,Croxley,0.736842105263
9,Croydon Stations,1.18421052632
9,Crystal Palace,0.842105263158
9,Custom House DLR,0.578947368421
9,Cutty Sark,4.84210526316
9,Cyprus,0.315789473684
9,Dagenham East,3.07894736842
9,Dagenham Heathway,2.26315789474
9,Dalston Junction,0.315789473684
9,Dalston Kingsland,0.0789473684211
9,Debden,10.7368421053
9,Denmark Hill,0.210526315789
9,Devons Road,1.07894736842
9,Dollis Hill,0.684210526316
9,Drayton Green,0.184210526316
9,Drayton Park,0.5
9,Ealing Broadway,20.7105263158
9,Ealing Common,2.02631578947
9,Earls Court,8.34210526316
9,Earlsfield,8.89473684211
9,East Acton,4.13157894737
9,East Dulwich,0.342105263158
9,East Finchley,12.9473684211
9,East Ham,10.1842105263
9,East India,3.02631578947
9,East Putney,8.63157894737
9,Eastcote,1.42105263158
9,Edgware,7.73684210526
9,Edgware Road,0.842105263158
9,Edgware Road M,0.368421052632
9,Edmonton Green,0.289473684211
9,Elephant & Castle,2.94736842105
9,Elm Park,4.57894736842
9,Elmstead Woods,0.0526315789474
9,Elstree & Borehamwood,0.473684210526
9,Eltham,0.0526315789474
9,Embankment,0.815789473684
9,Emerson Park,0.0526315789474
9,Enfield Chase,0.0789473684211
9,Enfield Lock,0.0526315789474
9,Enfield Town,0.0263157894737
9,Epping,17.2105263158
9,Epsom Downs,0.0263157894737
9,Erith,0.0526315789474
9,Essex Road,12.6052631579
9,Euston,14.0526315789
9,Euston Square,0.0789473684211
9,Ewell East,0.105263157895
9,Ewell West,2.73684210526
9,Fairlop,2.60526315789
9,Falconwood,0.157894736842
9,Farringdon,0.0526315789474
9,Feltham,1.44736842105
9,Finchley Central,7.0
9,Finchley Road,2.36842105263
9,Finsbury Park,0.894736842105
9,Finsbury Park LU,4.13157894737
9,Forest Gate,2.71052631579
9,Forest Hill,0.578947368421
9,Fulham Broadway,7.44736842105
9,Fulwell,1.07894736842
9,Gallions Reach,0.684210526316
9,Gants Hill,14.3421052632
9,Gidea Park,1.84210526316
9,Gipsy Hill,0.184210526316
9,Gloucester Road,5.23684210526
9,Golders Green,9.10526315789
9,Goldhawk Road,0.0263157894737
9,Goodge Street,0.0526315789474
9,Goodmayes,1.94736842105
9,Gordon Hill,0.236842105263
9,Gospel Oak,0.0263157894737
9,Grange Hill,1.55263157895
9,Grange Park,0.210526315789
9,Grays,0.289473684211
9,Great Portland Street,0.289473684211
9,Green Park,0.789473684211
9,Greenford,7.76315789474
9,Greenwich DLR,1.31578947368
9,Gunnersbury,2.02631578947
9,Hackbridge,0.526315789474
9,Hackney Central,0.0526315789474
9,Hackney Downs,0.236842105263
9,Hackney Wick,0.368421052632
9,Hadley Wood,0.210526315789
9,Haggerston,0.157894736842
9,Hainault,8.47368421053
9,Hammersmith D,11.6052631579
9,Hammersmith M,0.0263157894737
9,Hampstead,6.81578947368
9,Hampton,1.81578947368
9,Hampton Court,1.97368421053
9,Hampton Wick,1.26315789474
9,Hanger Lane,4.81578947368
9,Hanwell,0.0263157894737
9,Harlesden,0.421052631579
9,Harold Wood,1.97368421053
9,Harringay,0.526315789474
9,Harrow On The Hill,1.44736842105
9,Harrow Wealdstone,3.86842105263
9,Hatch End,1.02631578947
9,Hatton Cross,0.736842105263
9,Haydons Road,1.02631578947
9,Hayes & Harlington,3.34210526316
9,Headstone Lane,1.07894736842
9,Heathrow Term 5,0.184210526316
9,Heathrow Terminal 4 LU,0.105263157895
9,Heathrow Terminals 123 LU,0.421052631579
9,Hendon Central,8.34210526316
9,Herne Hill,0.631578947368
9,Heron Quays,5.5
9,High Barnet,4.34210526316
9,High Street Kensington,3.65789473684
9,Highams Park,0.105263157895
9,Highbury & Islington,1.42105263158
9,Highgate,11.7631578947
9,Hillingdon,0.184210526316
9,Hither Green,0.315789473684
9,Holborn,1.55263157895
9,Holland Park,5.92105263158
9,Holloway Road,1.76315789474
9,Homerton,0.0263157894737
9,Honor Oak Park,0.342105263158
9,Hornchurch,2.60526315789
9,Hornsey,0.526315789474
9,Hounslow,1.81578947368
9,Hounslow Central,1.89473684211
9,Hounslow East,1.89473684211
9,Hounslow West,2.21052631579
9,Hoxton,0.0526315789474
9,Hyde Park Corner,0.236842105263
9,Ickenham,0.605263157895
9,Ilford,4.73684210526
9,Imperial Wharf,1.10526315789
9,Island Gardens,5.52631578947
9,Isleworth,3.05263157895
9,Kennington,2.31578947368
9,Kensal Green,1.07894736842
9,Kensal Rise,0.131578947368
9,Kensington Olympia,0.0789473684211
9,Kentish Town,3.68421052632
9,Kenton,0.263157894737
9,Kew Bridge,1.42105263158
9,Kew Gardens,4.18421052632
9,Kidbrooke,0.0263157894737
9,Kilburn,4.10526315789
9,Kilburn High Road,0.0526315789474
9,Kilburn Park,1.18421052632
9,King George V,2.5
9,Kings Cross M,0.157894736842
9,Kings Cross N,8.78947368421
9,Kings Cross T,5.23684210526
9,Kingsbury,1.07894736842
9,Kingston,3.97368421053
9,Kingswood,0.0526315789474
9,Knightsbridge,0.631578947368
9,Ladbroke Grove,0.552631578947
9,Lambeth North,0.394736842105
9,Lancaster Gate,10.1842105263
9,Langdon Park,1.44736842105
9,Latimer Road,0.105263157895
9,Leicester Square,0.0789473684211
9,Lewisham DLR,3.07894736842
9,Lewisham NR,0.105263157895
9,Leyton,15.8421052632
9,Leytonstone,16.2105263158
9,Limehouse DLR,10.1578947368
9,Limehouse TOC Gates,0.0263157894737
9,Liverpool Street,7.57894736842
9,London Bridge,2.28947368421
9,London City Airport,3.73684210526
9,London Fields,0.157894736842
9,Loughborough Junct,0.131578947368
9,Loughton,12.1052631579
9,Maida Vale,2.92105263158
9,Malden Manor,0.184210526316
9,Manor House,1.28947368421
9,Manor Park,0.973684210526
9,Mansion House,0.0263157894737
9,Marble Arch,7.26315789474
9,Maryland,0.789473684211
9,Marylebone,3.05263157895
9,Maze Hill,0.0263157894737
9,Mile End,8.15789473684
9,Mill Hill Broadway,0.184210526316
9,Mill Hill East,1.78947368421
9,Mitcham Eastfields,0.210526315789
9,Monument,0.131578947368
9,Moor Park,0.210526315789
9,Moorgate,0.894736842105
9,Morden,17.9473684211
9,Mornington Crescent,0.131578947368
9,Mortlake,6.02631578947
9,Motspur Park,0.736842105263
9,Mudchute,5.68421052632
9,Neasden,0.710526315789
9,New Barnet,0.394736842105
9,New Beckenham,0.0263157894737
9,New Cross,0.105263157895
9,New Cross Gate,0.105263157895
9,New Eltham,0.0789473684211
9,New Malden,1.42105263158
9,New Southgate,1.15789473684
9,Newbury Park,12.9473684211
9,Norbiton,3.52631578947
9,Norbury,1.02631578947
9,North Acton,4.07894736842
9,North Dulwich,0.0789473684211
9,North Ealing,0.105263157895
9,North Greenwich,3.52631578947
9,North Harrow,0.684210526316
9,North Sheen,1.47368421053
9,North Wembley,0.236842105263
9,Northfields,2.44736842105
9,Northolt,6.34210526316
9,Northolt Park,0.473684210526
9,Northwick Park,1.36842105263
9,Northwood,0.973684210526
9,Northwood Hills,0.921052631579
9,Norwood Junction SR,0.236842105263
9,Notting Hill Gate,17.1052631579
9,Nunhead,0.0789473684211
9,Oakleigh Park,1.21052631579
9,Oakwood,2.13157894737
9,Ockendon,0.0526315789474
9,Old Street,2.5
9,Osterley,2.44736842105
9,Oval,6.57894736842
9,Oxford Circus,1.86842105263
9,Paddington,3.15789473684
9,Palmers Green,0.526315789474
9,Park Royal,0.157894736842
9,Parsons Green,11.1052631579
9,Peckham Rye,0.578947368421
9,Penge Stations,0.0263157894737
9,Perivale,2.81578947368
9,Piccadilly Circus,0.5
9,Pimlico,2.84210526316
9,Pinner,1.65789473684
9,Plaistow,4.10526315789
9,Plumstead,0.0263157894737
9,Pontoon Dock,2.0
9,Poplar,0.815789473684
9,Preston Road,0.710526315789
9,Prince Regent,1.0
9,Purley,0.473684210526
9,Purley Oaks,0.0263157894737
9,Putney,16.9210526316
9,Putney Bridge,6.39473684211
9,Queens Park,3.02631578947
9,Queens Road Peckham,0.0263157894737
9,Queensbury,1.23684210526
9,Queenstown Road Battersea,2.78947368421
9,Queensway,8.5
9,Rainham Essex,0.289473684211
9,Ravensbourne,0.0263157894737
9,Ravenscourt Park,1.28947368421
9,Rayners Lane,1.10526315789
9,Raynes Park,4.34210526316
9,Rectory Road,0.315789473684
9,Redbridge,3.76315789474
9,Regents Park,0.210526315789
9,Richmond,13.9210526316
9,Rickmansworth,0.105263157895
9,Roding Valley,3.73684210526
9,Romford,4.02631578947
9,Rotherhithe,1.10526315789
9,Royal Albert,1.15789473684
9,Royal Oak,0.289473684211
9,Royal Victoria,2.73684210526
9,Ruislip,0.0263157894737
9,Ruislip Gardens,3.18421052632
9,Ruislip Manor,0.921052631579
9,Russell Square,0.5
9,Sanderstead,0.0263157894737
9,Selhurst,0.0263157894737
9,Seven Kings,2.02631578947
9,Seven Sisters,3.42105263158
9,Shadwell DLR,4.34210526316
9,Shenfield,0.0526315789474
9,Shepherds Bush LU,22.5
9,Shepherds Bush Met,0.184210526316
9,Shoreditch High Street,0.0263157894737
9,Shortlands,0.236842105263
9,Sidcup,0.0263157894737
9,Silver Street,0.605263157895
9,Sloane Square,10.7894736842
9,Snaresbrook,6.84210526316
9,South Bermondsey,0.0263157894737
9,South Croydon,0.0526315789474
9,South Ealing,1.5
9,South Greenford,0.0789473684211
9,South Hampstead,0.0263157894737
9,South Harrow,0.131578947368
9,South Kensington,6.07894736842
9,South Kenton,0.210526315789
9,South Quay,11.3421052632
9,South Ruislip,5.02631578947
9,South Wimbledon,15.7368421053
9,South Woodford,15.2894736842
9,Southall,2.10526315789
9,Southbury,0.0526315789474
9,Southfields,8.78947368421
9,Southgate,2.15789473684
9,Southwark,0.157894736842
9,St James Street,0.578947368421
9,St James's Park,2.31578947368
9,St Johns Wood,4.76315789474
9,St Margarets London,4.76315789474
9,St Pauls,0.0789473684211
9,Stamford Brook,2.92105263158
9,Stamford Hill,0.0263157894737
9,Stanmore,1.52631578947
9,Star Lane,0.0789473684211
9,Stepney Green,1.23684210526
9,Stockwell,11.2894736842
9,Stoke Newington,0.184210526316
9,Stonebridge Park,0.526315789474
9,Stoneleigh,2.02631578947
9,Stratford,15.3421052632
