,origin,exit_time_binned,arr_time,exit_time,total,hist_total,disp
0,Abbey Road,2,0.0,0.0,0.0,0.0263157894737,5:30
1,Abbey Road,3,0.0,0.0,0.0,0.131578947368,5:45
2,Abbey Road,4,0.0,0.0,0.0,0.157894736842,6:0
3,Abbey Road,5,0.0,0.0,0.0,0.157894736842,6:15
4,Abbey Road,6,0.0,0.0,0.0,0.0789473684211,6:30
5,Abbey Road,7,383.0,407.0,1.0,0.105263157895,6:45
6,Abbey Road,8,0.0,0.0,0.0,0.157894736842,7:0
7,Abbey Road,9,0.0,0.0,0.0,0.236842105263,7:15
8,Abbey Road,10,0.0,0.0,0.0,0.0789473684211,7:30
9,Abbey Road,11,0.0,0.0,0.0,0.131578947368,7:45
10,Abbey Road,12,0.0,0.0,0.0,0.131578947368,8:0
11,Abbey Road,13,0.0,0.0,0.0,0.131578947368,8:15
12,Abbey Road,14,0.0,0.0,0.0,0.0263157894737,8:30
13,Abbey Road,15,0.0,0.0,0.0,0.0263157894737,8:45
14,Abbey Road,16,0.0,0.0,0.0,0.131578947368,9:0
15,Abbey Road,17,0.0,0.0,0.0,0.131578947368,9:15
16,Abbey Road,18,0.0,0.0,0.0,0.368421052632,9:30
17,Abbey Road,19,576.0,599.0,1.0,0.105263157895,9:45
18,Abbey Road,20,0.0,0.0,0.0,0.131578947368,10:0
19,Abbey Road,21,0.0,0.0,0.0,0.0526315789474,10:15
20,Abbey Road,23,0.0,0.0,0.0,0.0263157894737,10:45
21,Abbey Road,24,0.0,0.0,0.0,0.0526315789474,11:0
22,Abbey Wood,0,0.0,0.0,0.0,0.0263157894737,5:0
23,Abbey Wood,2,0.0,0.0,0.0,0.0526315789474,5:30
24,Abbey Wood,3,0.0,0.0,0.0,0.0526315789474,5:45
25,Abbey Wood,4,0.0,0.0,0.0,0.131578947368,6:0
26,Abbey Wood,5,0.0,0.0,0.0,0.0263157894737,6:15
27,Abbey Wood,7,0.0,0.0,0.0,0.0526315789474,6:45
28,Abbey Wood,11,0.0,0.0,0.0,0.157894736842,7:45
29,Abbey Wood,12,0.0,0.0,0.0,0.289473684211,8:0
30,Abbey Wood,13,0.0,0.0,0.0,0.157894736842,8:15
31,Abbey Wood,14,0.0,0.0,0.0,0.210526315789,8:30
32,Abbey Wood,15,0.0,0.0,0.0,0.157894736842,8:45
33,Abbey Wood,16,490.0,542.0,1.0,0.105263157895,9:0
34,Abbey Wood,17,0.0,0.0,0.0,0.105263157895,9:15
35,Abbey Wood,19,0.0,0.0,0.0,0.0263157894737,9:45
36,Abbey Wood,20,0.0,0.0,0.0,0.0789473684211,10:0
37,Abbey Wood,22,0.0,0.0,0.0,0.0526315789474,10:30
38,Abbey Wood,23,0.0,0.0,0.0,0.0526315789474,10:45
39,Abbey Wood,24,0.0,0.0,0.0,0.0263157894737,11:0
40,Acton Central,7,0.0,0.0,0.0,0.0263157894737,6:45
41,Acton Central,8,0.0,0.0,0.0,0.0526315789474,7:0
42,Acton Central,9,0.0,0.0,0.0,0.0526315789474,7:15
43,Acton Central,10,0.0,0.0,0.0,0.131578947368,7:30
44,Acton Central,11,0.0,0.0,0.0,0.447368421053,7:45
45,Acton Central,12,0.0,0.0,0.0,0.210526315789,8:0
46,Acton Central,13,0.0,0.0,0.0,0.0526315789474,8:15
47,Acton Central,15,475.0,534.0,1.0,0.00877192982457,8:45
48,Acton Central,15,472.0,537.0,1.0,0.00877192982457,8:45
49,Acton Central,15,487.0,540.0,1.0,0.00877192982457,8:45
50,Acton Central,17,0.0,0.0,0.0,0.315789473684,9:15
51,Acton Central,20,0.0,0.0,0.0,0.0526315789474,10:0
52,Acton Central,21,566.0,620.0,1.0,0.0789473684211,10:15
53,Acton Town,0,0.0,0.0,0.0,0.0263157894737,5:0
54,Acton Town,1,0.0,0.0,0.0,0.184210526316,5:15
55,Acton Town,2,289.0,333.0,1.0,0.0526315789474,5:30
56,Acton Town,3,0.0,0.0,0.0,0.973684210526,5:45
57,Acton Town,4,0.0,0.0,0.0,0.394736842105,6:0
58,Acton Town,5,0.0,0.0,0.0,0.368421052632,6:15
59,Acton Town,6,347.0,393.0,1.0,0.947368421053,6:30
60,Acton Town,7,0.0,0.0,0.0,1.18421052632,6:45
61,Acton Town,8,0.0,0.0,0.0,2.21052631579,7:0
62,Acton Town,9,0.0,0.0,0.0,2.65789473684,7:15
63,Acton Town,10,405.0,451.0,1.0,3.68421052632,7:30
64,Acton Town,11,441.0,480.0,1.0,1.5350877193,7:45
65,Acton Town,11,434.0,474.0,1.0,1.5350877193,7:45
66,Acton Town,11,436.0,475.0,1.0,1.5350877193,7:45
67,Acton Town,12,444.0,483.0,1.0,2.40789473684,8:0
68,Acton Town,12,452.0,492.0,1.0,2.40789473684,8:0
69,Acton Town,13,456.0,498.0,1.0,0.311403508772,8:15
70,Acton Town,13,451.0,501.0,1.0,0.311403508772,8:15
71,Acton Town,13,466.0,505.0,1.0,0.311403508772,8:15
72,Acton Town,13,467.0,507.0,1.0,0.311403508772,8:15
73,Acton Town,13,463.0,505.0,1.0,0.311403508772,8:15
74,Acton Town,13,466.0,508.0,1.0,0.311403508772,8:15
75,Acton Town,13,468.0,510.0,1.0,0.311403508772,8:15
76,Acton Town,13,454.0,498.0,1.0,0.311403508772,8:15
77,Acton Town,13,465.0,502.0,1.0,0.311403508772,8:15
78,Acton Town,13,451.0,500.0,1.0,0.311403508772,8:15
79,Acton Town,13,466.0,510.0,1.0,0.311403508772,8:15
80,Acton Town,13,463.0,510.0,1.0,0.311403508772,8:15
81,Acton Town,14,475.0,511.0,1.0,0.434210526315,8:30
82,Acton Town,14,477.0,516.0,1.0,0.434210526315,8:30
83,Acton Town,14,478.0,519.0,1.0,0.434210526315,8:30
84,Acton Town,14,481.0,525.0,1.0,0.434210526315,8:30
85,Acton Town,14,475.0,514.0,1.0,0.434210526315,8:30
86,Acton Town,14,479.0,520.0,1.0,0.434210526315,8:30
87,Acton Town,15,487.0,535.0,1.0,0.736842105265,8:45
88,Acton Town,15,483.0,526.0,1.0,0.736842105265,8:45
89,Acton Town,16,494.0,541.0,1.0,0.28947368421,9:0
90,Acton Town,16,509.0,554.0,1.0,0.28947368421,9:0
91,Acton Town,16,509.0,554.0,1.0,0.28947368421,9:0
92,Acton Town,16,496.0,541.0,1.0,0.28947368421,9:0
93,Acton Town,17,523.0,561.0,1.0,0.254385964912,9:15
94,Acton Town,17,511.0,558.0,1.0,0.254385964912,9:15
95,Acton Town,17,511.0,557.0,1.0,0.254385964912,9:15
96,Acton Town,18,535.0,576.0,1.0,0.710526315789,9:30
97,Acton Town,19,543.0,593.0,1.0,0.605263157895,9:45
98,Acton Town,20,0.0,0.0,0.0,0.763157894737,10:0
99,Acton Town,21,0.0,0.0,0.0,0.184210526316,10:15
100,Acton Town,22,602.0,640.0,1.0,0.114035087719,10:30
101,Acton Town,22,601.0,645.0,1.0,0.114035087719,10:30
102,Acton Town,22,591.0,640.0,1.0,0.114035087719,10:30
103,Acton Town,23,610.0,649.0,1.0,0.342105263158,10:45
104,Acton Town,24,635.0,670.0,1.0,0.447368421053,11:0
105,Acton Town,25,0.0,0.0,0.0,0.0526315789474,11:15
106,Albany Park,15,0.0,0.0,0.0,0.0263157894737,8:45
107,Aldgate,8,0.0,0.0,0.0,0.0263157894737,7:0
108,Aldgate,9,0.0,0.0,0.0,0.0263157894737,7:15
109,Aldgate,10,0.0,0.0,0.0,0.105263157895,7:30
110,Aldgate,12,0.0,0.0,0.0,0.105263157895,8:0
111,Aldgate,13,0.0,0.0,0.0,0.105263157895,8:15
112,Aldgate,14,0.0,0.0,0.0,0.210526315789,8:30
113,Aldgate,15,510.0,526.0,1.0,0.0394736842106,8:45
114,Aldgate,15,520.0,535.0,1.0,0.0394736842106,8:45
115,Aldgate,16,0.0,0.0,0.0,0.0526315789474,9:0
116,Aldgate,17,0.0,0.0,0.0,0.131578947368,9:15
117,Aldgate,18,0.0,0.0,0.0,0.236842105263,9:30
118,Aldgate,19,0.0,0.0,0.0,0.105263157895,9:45
119,Aldgate,20,591.0,605.0,1.0,0.131578947368,10:0
120,Aldgate,21,0.0,0.0,0.0,0.105263157895,10:15
121,Aldgate,22,0.0,0.0,0.0,0.157894736842,10:30
122,Aldgate,23,0.0,0.0,0.0,0.157894736842,10:45
123,Aldgate,24,0.0,0.0,0.0,0.263157894737,11:0
124,Aldgate,25,675.0,684.0,1.0,0.0263157894737,11:15
125,Aldgate,26,0.0,0.0,0.0,0.263157894737,11:30
126,Aldgate,27,0.0,0.0,0.0,0.0789473684211,11:45
127,Aldgate East,2,0.0,0.0,0.0,0.0263157894737,5:30
128,Aldgate East,3,0.0,0.0,0.0,0.0263157894737,5:45
129,Aldgate East,4,0.0,0.0,0.0,0.131578947368,6:0
130,Aldgate East,5,378.0,385.0,1.0,0.447368421053,6:15
131,Aldgate East,6,392.0,401.0,1.0,0.921052631579,6:30
132,Aldgate East,7,411.0,420.0,1.0,0.526315789475,6:45
133,Aldgate East,7,409.0,420.0,1.0,0.526315789475,6:45
134,Aldgate East,8,0.0,0.0,0.0,1.31578947368,7:0
135,Aldgate East,9,431.0,440.0,1.0,0.526315789475,7:15
136,Aldgate East,9,440.0,448.0,1.0,0.526315789475,7:15
137,Aldgate East,10,439.0,454.0,1.0,0.701754385963,7:30
138,Aldgate East,10,436.0,454.0,1.0,0.701754385963,7:30
139,Aldgate East,10,454.0,462.0,1.0,0.701754385963,7:30
140,Aldgate East,11,464.0,470.0,1.0,0.745614035087,7:45
141,Aldgate East,11,459.0,468.0,1.0,0.745614035087,7:45
142,Aldgate East,11,468.0,475.0,1.0,0.745614035087,7:45
143,Aldgate East,12,476.0,482.0,1.0,0.881578947367,8:0
144,Aldgate East,12,482.0,489.0,1.0,0.881578947367,8:0
145,Aldgate East,12,487.0,495.0,1.0,0.881578947367,8:0
146,Aldgate East,12,477.0,489.0,1.0,0.881578947367,8:0
147,Aldgate East,13,492.0,498.0,1.0,0.47697368421,8:15
148,Aldgate East,13,498.0,507.0,1.0,0.47697368421,8:15
149,Aldgate East,13,495.0,502.0,1.0,0.47697368421,8:15
150,Aldgate East,13,501.0,508.0,1.0,0.47697368421,8:15
151,Aldgate East,13,490.0,499.0,1.0,0.47697368421,8:15
152,Aldgate East,13,495.0,502.0,1.0,0.47697368421,8:15
153,Aldgate East,13,491.0,498.0,1.0,0.47697368421,8:15
154,Aldgate East,13,498.0,507.0,1.0,0.47697368421,8:15
155,Aldgate East,14,512.0,518.0,1.0,0.98947368421,8:30
156,Aldgate East,14,506.0,512.0,1.0,0.98947368421,8:30
157,Aldgate East,14,507.0,518.0,1.0,0.98947368421,8:30
158,Aldgate East,14,508.0,518.0,1.0,0.98947368421,8:30
159,Aldgate East,14,510.0,518.0,1.0,0.98947368421,8:30
160,Aldgate East,15,520.0,533.0,1.0,1.92105263158,8:45
161,Aldgate East,15,511.0,527.0,1.0,1.92105263158,8:45
162,Aldgate East,15,520.0,533.0,1.0,1.92105263158,8:45
163,Aldgate East,16,537.0,544.0,1.0,0.307894736842,9:0
164,Aldgate East,16,536.0,543.0,1.0,0.307894736842,9:0
165,Aldgate East,16,536.0,543.0,1.0,0.307894736842,9:0
166,Aldgate East,16,533.0,541.0,1.0,0.307894736842,9:0
167,Aldgate East,16,542.0,550.0,1.0,0.307894736842,9:0
168,Aldgate East,16,544.0,550.0,1.0,0.307894736842,9:0
169,Aldgate East,16,535.0,541.0,1.0,0.307894736842,9:0
170,Aldgate East,16,537.0,548.0,1.0,0.307894736842,9:0
171,Aldgate East,16,535.0,543.0,1.0,0.307894736842,9:0
172,Aldgate East,16,539.0,548.0,1.0,0.307894736842,9:0
173,Aldgate East,17,548.0,556.0,1.0,1.1447368421,9:15
174,Aldgate East,17,549.0,556.0,1.0,1.1447368421,9:15
175,Aldgate East,18,563.0,572.0,1.0,0.407894736843,9:30
176,Aldgate East,18,569.0,578.0,1.0,0.407894736843,9:30
177,Aldgate East,18,570.0,579.0,1.0,0.407894736843,9:30
178,Aldgate East,18,554.0,579.0,1.0,0.407894736843,9:30
179,Aldgate East,19,584.0,593.0,1.0,0.697368421055,9:45
180,Aldgate East,19,585.0,593.0,1.0,0.697368421055,9:45
181,Aldgate East,20,606.0,612.0,1.0,0.96052631579,10:0
182,Aldgate East,20,591.0,609.0,1.0,0.96052631579,10:0
183,Aldgate East,21,617.0,626.0,1.0,0.51754385965,10:15
184,Aldgate East,21,613.0,620.0,1.0,0.51754385965,10:15
185,Aldgate East,21,613.0,620.0,1.0,0.51754385965,10:15
186,Aldgate East,22,632.0,640.0,1.0,1.36842105263,10:30
187,Aldgate East,23,650.0,659.0,1.0,0.473684210526,10:45
188,Aldgate East,23,646.0,655.0,1.0,0.473684210526,10:45
189,Aldgate East,24,666.0,675.0,1.0,1.23684210526,11:0
190,Aldgate East,25,676.0,686.0,1.0,1.0,11:15
191,Aldgate East,26,687.0,697.0,1.0,1.07894736842,11:30
192,Aldgate East,27,704.0,714.0,1.0,0.140350877193,11:45
193,Aldgate East,27,704.0,715.0,1.0,0.140350877193,11:45
194,Aldgate East,27,703.0,708.0,1.0,0.140350877193,11:45
195,Alexandra Palace,5,0.0,0.0,0.0,0.131578947368,6:15
196,Alexandra Palace,7,0.0,0.0,0.0,0.105263157895,6:45
197,Alexandra Palace,8,0.0,0.0,0.0,0.0526315789474,7:0
198,Alexandra Palace,9,0.0,0.0,0.0,0.0263157894737,7:15
199,Alexandra Palace,10,0.0,0.0,0.0,0.184210526316,7:30
200,Alexandra Palace,11,0.0,0.0,0.0,0.894736842105,7:45
201,Alexandra Palace,12,451.0,483.0,1.0,0.763157894737,8:0
202,Alexandra Palace,13,471.0,503.0,1.0,1.05263157895,8:15
203,Alexandra Palace,14,480.0,524.0,1.0,0.184210526316,8:30
204,Alexandra Palace,14,478.0,519.0,1.0,0.184210526316,8:30
205,Alexandra Palace,15,500.0,535.0,1.0,0.210526315789,8:45
206,Alexandra Palace,15,497.0,532.0,1.0,0.210526315789,8:45
207,Alexandra Palace,16,504.0,542.0,1.0,0.368421052632,9:0
208,Alexandra Palace,17,0.0,0.0,0.0,0.342105263158,9:15
209,Alexandra Palace,18,543.0,576.0,1.0,0.157894736842,9:30
210,Alexandra Palace,19,559.0,592.0,1.0,0.0263157894737,9:45
211,Alexandra Palace,20,0.0,0.0,0.0,0.0263157894737,10:0
212,Alexandra Palace,21,0.0,0.0,0.0,0.0526315789474,10:15
213,Alexandra Palace,22,0.0,0.0,0.0,0.0789473684211,10:30
214,Alexandra Palace,23,0.0,0.0,0.0,0.0263157894737,10:45
215,Alexandra Palace,24,0.0,0.0,0.0,0.0789473684211,11:0
216,Alexandra Palace,25,0.0,0.0,0.0,0.0789473684211,11:15
217,All Saints,2,0.0,0.0,0.0,0.0526315789474,5:30
218,All Saints,3,0.0,0.0,0.0,0.184210526316,5:45
219,All Saints,4,0.0,0.0,0.0,0.0263157894737,6:0
220,All Saints,5,0.0,0.0,0.0,0.105263157895,6:15
221,All Saints,6,0.0,0.0,0.0,0.315789473684,6:30
222,All Saints,7,0.0,0.0,0.0,0.421052631579,6:45
223,All Saints,8,418.0,433.0,1.0,0.736842105263,7:0
224,All Saints,9,410.0,437.0,1.0,0.184210526316,7:15
225,All Saints,10,430.0,453.0,1.0,0.473684210526,7:30
226,All Saints,11,0.0,0.0,0.0,1.0,7:45
227,All Saints,12,464.0,489.0,1.0,0.526315789475,8:0
228,All Saints,12,470.0,490.0,1.0,0.526315789475,8:0
229,All Saints,13,481.0,506.0,1.0,0.815789473685,8:15
230,All Saints,13,483.0,506.0,1.0,0.815789473685,8:15
231,All Saints,14,0.0,0.0,0.0,1.26315789474,8:30
232,All Saints,15,513.0,539.0,1.0,0.434210526316,8:45
233,All Saints,15,509.0,532.0,1.0,0.434210526316,8:45
234,All Saints,16,535.0,554.0,1.0,0.657894736842,9:0
235,All Saints,17,541.0,562.0,1.0,0.5,9:15
236,All Saints,18,557.0,578.0,1.0,0.157894736842,9:30
237,All Saints,18,550.0,571.0,1.0,0.157894736842,9:30
238,All Saints,19,0.0,0.0,0.0,0.236842105263,9:45
239,All Saints,20,0.0,0.0,0.0,0.421052631579,10:0
240,All Saints,21,604.0,621.0,1.0,0.092105263158,10:15
241,All Saints,21,604.0,621.0,1.0,0.092105263158,10:15
242,All Saints,22,616.0,637.0,1.0,0.0789473684211,10:30
243,All Saints,23,619.0,650.0,1.0,0.210526315789,10:45
244,All Saints,24,0.0,0.0,0.0,0.105263157895,11:0
245,All Saints,25,0.0,0.0,0.0,0.131578947368,11:15
246,All Saints,26,0.0,0.0,0.0,0.0263157894737,11:30
247,Alperton,2,0.0,0.0,0.0,0.0263157894737,5:30
248,Alperton,3,0.0,0.0,0.0,0.0789473684211,5:45
249,Alperton,6,0.0,0.0,0.0,0.0263157894737,6:30
250,Alperton,7,353.0,408.0,1.0,0.184210526316,6:45
251,Alperton,8,0.0,0.0,0.0,0.342105263158,7:0
252,Alperton,9,0.0,0.0,0.0,0.447368421053,7:15
253,Alperton,10,0.0,0.0,0.0,0.921052631579,7:30
254,Alperton,11,0.0,0.0,0.0,0.421052631579,7:45
255,Alperton,12,0.0,0.0,0.0,0.815789473684,8:0
256,Alperton,13,446.0,509.0,1.0,0.447368421053,8:15
257,Alperton,14,0.0,0.0,0.0,0.210526315789,8:30
258,Alperton,15,0.0,0.0,0.0,0.552631578947,8:45
259,Alperton,16,487.0,546.0,1.0,0.0526315789473,9:0
260,Alperton,16,497.0,553.0,1.0,0.0526315789473,9:0
261,Alperton,16,497.0,552.0,1.0,0.0526315789473,9:0
262,Alperton,17,0.0,0.0,0.0,0.0789473684211,9:15
263,Alperton,18,525.0,578.0,1.0,0.0789473684211,9:30
264,Alperton,19,0.0,0.0,0.0,0.0789473684211,9:45
265,Alperton,20,0.0,0.0,0.0,0.0263157894737,10:0
266,Alperton,23,0.0,0.0,0.0,0.0263157894737,10:45
267,Alperton,24,613.0,661.0,1.0,0.0789473684211,11:0
268,Amersham,1,0.0,0.0,0.0,0.0526315789474,5:15
269,Amersham,2,0.0,0.0,0.0,0.342105263158,5:30
270,Amersham,3,0.0,0.0,0.0,0.473684210526,5:45
271,Amersham,4,0.0,0.0,0.0,0.315789473684,6:0
272,Amersham,5,0.0,0.0,0.0,1.92105263158,6:15
273,Amersham,6,0.0,0.0,0.0,2.5,6:30
274,Amersham,7,347.0,414.0,1.0,1.18421052632,6:45
275,Amersham,7,340.0,414.0,1.0,1.18421052632,6:45
276,Amersham,8,0.0,0.0,0.0,2.71052631579,7:0
277,Amersham,9,376.0,444.0,1.0,1.11842105263,7:15
278,Amersham,9,376.0,444.0,1.0,1.11842105263,7:15
279,Amersham,10,0.0,0.0,0.0,2.5,7:30
280,Amersham,11,399.0,475.0,1.0,0.894736842105,7:45
281,Amersham,11,406.0,474.0,1.0,0.894736842105,7:45
282,Amersham,12,405.0,483.0,1.0,0.221052631578,8:0
283,Amersham,12,434.0,493.0,1.0,0.221052631578,8:0
284,Amersham,12,410.0,484.0,1.0,0.221052631578,8:0
285,Amersham,12,418.0,482.0,1.0,0.221052631578,8:0
286,Amersham,12,415.0,482.0,1.0,0.221052631578,8:0
287,Amersham,13,435.0,496.0,1.0,0.140350877193,8:15
288,Amersham,13,431.0,497.0,1.0,0.140350877193,8:15
289,Amersham,13,429.0,500.0,1.0,0.140350877193,8:15
290,Amersham,14,450.0,520.0,1.0,0.105263157895,8:30
291,Amersham,14,452.0,518.0,1.0,0.105263157895,8:30
292,Amersham,14,450.0,524.0,1.0,0.105263157895,8:30
293,Amersham,15,462.0,537.0,1.0,0.184210526316,8:45
294,Amersham,16,0.0,0.0,0.0,0.131578947368,9:0
295,Amersham,17,486.0,556.0,1.0,0.111842105263,9:15
296,Amersham,17,482.0,556.0,1.0,0.111842105263,9:15
297,Amersham,17,496.0,560.0,1.0,0.111842105263,9:15
298,Amersham,17,495.0,568.0,1.0,0.111842105263,9:15
299,Amersham,18,0.0,0.0,0.0,0.157894736842,9:30
300,Amersham,19,0.0,0.0,0.0,0.315789473684,9:45
301,Amersham,20,517.0,603.0,1.0,0.131578947368,10:0
302,Amersham,21,0.0,0.0,0.0,0.210526315789,10:15
303,Amersham,22,0.0,0.0,0.0,0.0263157894737,10:30
304,Amersham,23,0.0,0.0,0.0,0.0263157894737,10:45
305,Anerley,2,0.0,0.0,0.0,0.0263157894737,5:30
306,Anerley,4,0.0,0.0,0.0,0.0263157894737,6:0
307,Anerley,6,0.0,0.0,0.0,0.0263157894737,6:30
308,Anerley,9,0.0,0.0,0.0,0.0263157894737,7:15
309,Anerley,10,0.0,0.0,0.0,0.0526315789474,7:30
310,Anerley,11,0.0,0.0,0.0,0.0263157894737,7:45
311,Anerley,12,0.0,0.0,0.0,0.0789473684211,8:0
312,Anerley,13,0.0,0.0,0.0,0.0789473684211,8:15
313,Anerley,14,0.0,0.0,0.0,0.0526315789474,8:30
314,Anerley,15,0.0,0.0,0.0,0.0526315789474,8:45
315,Anerley,16,0.0,0.0,0.0,0.0526315789474,9:0
316,Anerley,17,0.0,0.0,0.0,0.0263157894737,9:15
317,Anerley,18,0.0,0.0,0.0,0.105263157895,9:30
318,Anerley,20,0.0,0.0,0.0,0.0263157894737,10:0
319,Anerley,21,0.0,0.0,0.0,0.131578947368,10:15
320,Anerley,22,0.0,0.0,0.0,0.105263157895,10:30
321,Anerley,23,0.0,0.0,0.0,0.0263157894737,10:45
322,Anerley,24,632.0,672.0,1.0,0.0526315789474,11:0
323,Angel,2,0.0,0.0,0.0,0.0526315789474,5:30
324,Angel,3,0.0,0.0,0.0,0.131578947368,5:45
325,Angel,4,0.0,0.0,0.0,0.394736842105,6:0
326,Angel,5,0.0,0.0,0.0,1.92105263158,6:15
327,Angel,6,389.0,398.0,1.0,1.76315789474,6:30
328,Angel,6,393.0,405.0,1.0,1.76315789474,6:30
329,Angel,6,382.0,395.0,1.0,1.76315789474,6:30
330,Angel,7,395.0,407.0,1.0,0.68045112782,6:45
331,Angel,7,395.0,408.0,1.0,0.68045112782,6:45
332,Angel,7,398.0,413.0,1.0,0.68045112782,6:45
333,Angel,7,407.0,419.0,1.0,0.68045112782,6:45
334,Angel,7,395.0,409.0,1.0,0.68045112782,6:45
335,Angel,7,397.0,409.0,1.0,0.68045112782,6:45
336,Angel,7,405.0,419.0,1.0,0.68045112782,6:45
337,Angel,8,407.0,421.0,1.0,2.38157894737,7:0
338,Angel,8,411.0,424.0,1.0,2.38157894737,7:0
339,Angel,9,430.0,440.0,1.0,0.71052631579,7:15
340,Angel,9,428.0,440.0,1.0,0.71052631579,7:15
341,Angel,9,430.0,445.0,1.0,0.71052631579,7:15
342,Angel,9,423.0,437.0,1.0,0.71052631579,7:15
343,Angel,9,428.0,438.0,1.0,0.71052631579,7:15
344,Angel,9,422.0,436.0,1.0,0.71052631579,7:15
345,Angel,9,430.0,440.0,1.0,0.71052631579,7:15
346,Angel,9,423.0,436.0,1.0,0.71052631579,7:15
347,Angel,9,430.0,445.0,1.0,0.71052631579,7:15
348,Angel,10,443.0,456.0,1.0,1.35197368421,7:30
349,Angel,10,451.0,462.0,1.0,1.35197368421,7:30
350,Angel,10,450.0,462.0,1.0,1.35197368421,7:30
351,Angel,10,445.0,457.0,1.0,1.35197368421,7:30
352,Angel,10,441.0,456.0,1.0,1.35197368421,7:30
353,Angel,10,449.0,463.0,1.0,1.35197368421,7:30
354,Angel,10,451.0,463.0,1.0,1.35197368421,7:30
355,Angel,10,447.0,460.0,1.0,1.35197368421,7:30
356,Angel,11,461.0,475.0,1.0,0.85614035088,7:45
357,Angel,11,466.0,480.0,1.0,0.85614035088,7:45
358,Angel,11,467.0,480.0,1.0,0.85614035088,7:45
359,Angel,11,463.0,475.0,1.0,0.85614035088,7:45
360,Angel,11,461.0,476.0,1.0,0.85614035088,7:45
361,Angel,11,458.0,473.0,1.0,0.85614035088,7:45
362,Angel,11,454.0,467.0,1.0,0.85614035088,7:45
363,Angel,11,466.0,480.0,1.0,0.85614035088,7:45
364,Angel,11,456.0,469.0,1.0,0.85614035088,7:45
365,Angel,11,462.0,475.0,1.0,0.85614035088,7:45
366,Angel,11,465.0,479.0,1.0,0.85614035088,7:45
367,Angel,11,452.0,467.0,1.0,0.85614035088,7:45
368,Angel,11,458.0,473.0,1.0,0.85614035088,7:45
369,Angel,11,464.0,476.0,1.0,0.85614035088,7:45
370,Angel,11,461.0,474.0,1.0,0.85614035088,7:45
371,Angel,12,469.0,483.0,1.0,0.81710526316,8:0
372,Angel,12,470.0,484.0,1.0,0.81710526316,8:0
373,Angel,12,474.0,485.0,1.0,0.81710526316,8:0
374,Angel,12,473.0,486.0,1.0,0.81710526316,8:0
375,Angel,12,478.0,493.0,1.0,0.81710526316,8:0
376,Angel,12,475.0,489.0,1.0,0.81710526316,8:0
377,Angel,12,466.0,481.0,1.0,0.81710526316,8:0
378,Angel,12,477.0,491.0,1.0,0.81710526316,8:0
379,Angel,12,482.0,495.0,1.0,0.81710526316,8:0
380,Angel,12,477.0,489.0,1.0,0.81710526316,8:0
381,Angel,12,481.0,492.0,1.0,0.81710526316,8:0
382,Angel,12,471.0,486.0,1.0,0.81710526316,8:0
383,Angel,12,480.0,493.0,1.0,0.81710526316,8:0
384,Angel,12,472.0,485.0,1.0,0.81710526316,8:0
385,Angel,12,469.0,481.0,1.0,0.81710526316,8:0
386,Angel,12,471.0,486.0,1.0,0.81710526316,8:0
387,Angel,12,483.0,495.0,1.0,0.81710526316,8:0
388,Angel,12,469.0,481.0,1.0,0.81710526316,8:0
389,Angel,12,470.0,483.0,1.0,0.81710526316,8:0
390,Angel,12,469.0,483.0,1.0,0.81710526316,8:0
391,Angel,13,487.0,499.0,1.0,1.68623481782,8:15
392,Angel,13,487.0,499.0,1.0,1.68623481782,8:15
393,Angel,13,489.0,503.0,1.0,1.68623481782,8:15
394,Angel,13,493.0,506.0,1.0,1.68623481782,8:15
395,Angel,13,485.0,498.0,1.0,1.68623481782,8:15
396,Angel,13,493.0,506.0,1.0,1.68623481782,8:15
397,Angel,13,491.0,505.0,1.0,1.68623481782,8:15
398,Angel,13,492.0,506.0,1.0,1.68623481782,8:15
399,Angel,13,488.0,506.0,1.0,1.68623481782,8:15
400,Angel,13,493.0,507.0,1.0,1.68623481782,8:15
401,Angel,13,484.0,499.0,1.0,1.68623481782,8:15
402,Angel,13,488.0,501.0,1.0,1.68623481782,8:15
403,Angel,13,489.0,501.0,1.0,1.68623481782,8:15
404,Angel,14,496.0,515.0,1.0,0.998355263159,8:30
405,Angel,14,501.0,516.0,1.0,0.998355263159,8:30
406,Angel,14,501.0,517.0,1.0,0.998355263159,8:30
407,Angel,14,500.0,518.0,1.0,0.998355263159,8:30
408,Angel,14,508.0,523.0,1.0,0.998355263159,8:30
409,Angel,14,508.0,524.0,1.0,0.998355263159,8:30
410,Angel,14,509.0,525.0,1.0,0.998355263159,8:30
411,Angel,14,504.0,518.0,1.0,0.998355263159,8:30
412,Angel,14,509.0,523.0,1.0,0.998355263159,8:30
413,Angel,14,510.0,524.0,1.0,0.998355263159,8:30
414,Angel,14,511.0,525.0,1.0,0.998355263159,8:30
415,Angel,14,504.0,520.0,1.0,0.998355263159,8:30
416,Angel,14,503.0,519.0,1.0,0.998355263159,8:30
417,Angel,14,503.0,517.0,1.0,0.998355263159,8:30
418,Angel,14,509.0,525.0,1.0,0.998355263159,8:30
419,Angel,14,509.0,524.0,1.0,0.998355263159,8:30
420,Angel,14,495.0,515.0,1.0,0.998355263159,8:30
421,Angel,14,497.0,514.0,1.0,0.998355263159,8:30
422,Angel,14,506.0,519.0,1.0,0.998355263159,8:30
423,Angel,14,503.0,520.0,1.0,0.998355263159,8:30
