arr_time_binned,destination,total
5,Goodmayes,0.0526315789474
5,Green Park,0.263157894737
5,Greenford,0.0789473684211
5,Haggerston,0.0263157894737
5,Hainault,0.105263157895
5,Hanger Lane,0.0789473684211
5,Harlesden,0.0263157894737
5,Heathrow Terminal 4 LU,0.0263157894737
5,Heathrow Terminals 123 LU,0.0789473684211
5,Hendon Central,0.394736842105
5,Heron Quays,0.631578947368
5,High Barnet,0.0526315789474
5,High Street Kensington,0.0526315789474
5,Holborn,0.447368421053
5,Hounslow Central,0.0263157894737
5,Hounslow West,0.105263157895
5,Kennington,0.0263157894737
5,Kentish Town,0.0263157894737
5,Kilburn,0.131578947368
5,Kings Cross N,0.315789473684
5,Kings Cross T,0.131578947368
5,Kingston,0.0263157894737
5,Knightsbridge,0.0263157894737
5,Lambeth North,0.0263157894737
5,Lancaster Gate,0.0526315789474
5,Leicester Square,0.0263157894737
5,Leyton,0.368421052632
5,Leytonstone,0.210526315789
5,Limehouse DLR,0.0526315789474
5,Liverpool Street,1.68421052632
5,London Bridge,0.105263157895
5,London City Airport,0.631578947368
5,Loughton,0.0263157894737
5,Maida Vale,0.0526315789474
5,Marble Arch,0.947368421053
5,Marylebone,0.0526315789474
5,Mile End,0.263157894737
5,Mill Hill East,0.0789473684211
5,Monument,0.105263157895
5,Moorgate,0.105263157895
5,Morden,0.263157894737
5,Neasden,0.0526315789474
5,New Cross Gate,0.0263157894737
5,New Malden,0.0526315789474
5,Newbury Park,0.0263157894737
5,Norbiton,0.0263157894737
5,Norbury,0.0263157894737
5,North Acton,0.0263157894737
5,North Greenwich,0.0263157894737
5,North Harrow,0.0263157894737
5,North Wembley,0.157894736842
5,Northolt,0.0789473684211
5,Northwood Hills,0.0263157894737
5,Notting Hill Gate,0.0789473684211
5,Old Street,0.0789473684211
5,Oval,0.0263157894737
5,Oxford Circus,0.578947368421
5,Paddington,0.184210526316
5,Piccadilly Circus,0.0263157894737
5,Plaistow,0.131578947368
5,Pontoon Dock,0.131578947368
5,Prince Regent,0.0263157894737
5,Purley,0.0263157894737
5,Putney,0.0526315789474
5,Queensway,0.0526315789474
5,Redbridge,0.157894736842
5,Richmond,0.0526315789474
5,Romford,0.105263157895
5,Ruislip Gardens,0.0526315789474
5,Russell Square,0.0526315789474
5,Seven Kings,0.0789473684211
5,Seven Sisters,0.0789473684211
5,Shepherds Bush LU,0.342105263158
5,Sloane Square,0.184210526316
5,South Kensington,0.131578947368
5,South Quay,0.0526315789474
5,South Woodford,0.526315789474
5,Southgate,0.0263157894737
5,St James's Park,0.421052631579
5,St Pauls,0.0263157894737
5,Star Lane,0.0263157894737
5,Stepney Green,0.0263157894737
5,Stockwell,0.131578947368
5,Stratford,0.368421052632
5,Sudbury Town,0.0263157894737
5,Sydenham SR,0.0263157894737
5,Tooting Bec,0.0789473684211
5,Tooting Broadway,0.263157894737
5,Tottenham Court Road,0.131578947368
5,Tottenham Hale,0.0263157894737
5,Tower Hill,0.552631578947
5,Tufnell Park,0.0263157894737
5,Turnpike Lane,0.0263157894737
5,Upney,0.0263157894737
5,Upton Park,0.263157894737
5,Vauxhall,0.0263157894737
5,Victoria,0.263157894737
5,Warren Street,0.0263157894737
5,Waterloo,0.605263157895
5,Waterloo JLE,0.0789473684211
5,Waterloo NR,0.0263157894737
5,Watford Met,0.0263157894737
5,West Silvertown,0.0263157894737
5,West_Brompton,0.105263157895
5,Westbourne Park,0.0263157894737
5,Westminster,0.157894736842
5,White City,0.236842105263
5,Whitechapel,0.157894736842
5,Willesden Green,0.0526315789474
5,Willesden Junction,0.0263157894737
5,Woodford,0.105263157895
5,Woodside Park,0.0263157894737
6,Abbey Road,0.0263157894737
6,Acton Town,0.236842105263
6,Aldgate,0.0526315789474
6,Aldgate East,0.184210526316
6,Angel,0.210526315789
6,Archway,0.157894736842
6,Ashfield House C,0.342105263158
6,Balham,0.236842105263
6,Bank,0.105263157895
6,Barking,0.394736842105
6,Barnes,0.0263157894737
6,Barons Court,0.0526315789474
6,Beckton,0.0263157894737
6,Beckton Park,0.0263157894737
6,Belsize Park,0.368421052632
6,Bermondsey,0.0526315789474
6,Bethnal Green,0.0789473684211
6,Blackfriars,0.0526315789474
6,Blackhorse Road,0.105263157895
6,Blackwall,0.184210526316
6,Bond Street,1.05263157895
6,Borough,0.0263157894737
6,Bow Road,0.236842105263
6,Brent Cross,0.0263157894737
6,Brimsdown,0.0263157894737
6,Brixton,0.263157894737
6,Burnt Oak,0.0789473684211
6,Camden Town,0.0789473684211
6,Canary Wharf DLR,1.21052631579
6,Canary Wharf LU (E1),0.0263157894737
6,Canary Wharf LU (E2),0.0263157894737
6,Canning Town,0.131578947368
6,Canons Park,0.0526315789474
6,Chalk Farm,0.0263157894737
6,Chancery Lane,0.763157894737
6,Clapham North,0.0263157894737
6,Colindale,0.184210526316
6,Colliers Wood,0.157894736842
6,Covent Garden,0.157894736842
6,Croxley,0.0263157894737
6,Croydon Stations,0.0263157894737
6,Custom House DLR,0.0263157894737
6,Cutty Sark,0.0526315789474
6,Dagenham East,0.0789473684211
6,Debden,0.0526315789474
6,Dollis Hill,0.0526315789474
6,Ealing Broadway,0.184210526316
6,Earls Court,0.131578947368
6,East Acton,0.0263157894737
6,East Finchley,0.0263157894737
6,East Ham,0.342105263158
6,East India,0.0263157894737
6,Edgware,0.105263157895
6,Edgware Road,0.0263157894737
6,Elephant & Castle,0.0789473684211
6,Embankment,0.210526315789
6,Epping,0.0263157894737
6,Essex Road,0.368421052632
6,Euston,0.578947368421
6,Euston Square,0.0263157894737
6,Ewell West,0.0263157894737
6,Fairlop,0.0263157894737
6,Farringdon,0.0263157894737
6,Feltham,0.0526315789474
6,Fenchurch St TOC Gates,0.0263157894737
6,Finchley Central,0.0263157894737
6,Finchley Road,0.0263157894737
6,Finsbury Park LU,0.0789473684211
6,Forest Hill,0.0526315789474
6,Fulham Broadway,0.131578947368
6,Gants Hill,0.105263157895
6,Gloucester Road,0.0526315789474
6,Golders Green,0.0526315789474
6,Goodmayes,0.0263157894737
6,Green Park,0.421052631579
6,Greenford,0.105263157895
6,Gunnersbury,0.0526315789474
6,Hackney Downs,0.0263157894737
6,Hainault,0.0526315789474
6,Hammersmith D,0.157894736842
6,Hanger Lane,0.184210526316
6,Harrow Wealdstone,0.0263157894737
6,Heathrow Terminal 4 LU,0.0526315789474
6,Hendon Central,0.0263157894737
6,Heron Quays,1.28947368421
6,High Street Kensington,0.105263157895
6,Highams Park,0.0263157894737
6,Highgate,0.210526315789
6,Holborn,1.60526315789
6,Holland Park,0.105263157895
6,Holloway Road,0.0526315789474
6,Hounslow Central,0.105263157895
6,Hounslow East,0.0263157894737
6,Hounslow West,0.0526315789474
6,Hoxton,0.105263157895
6,Hyde Park Corner,0.0263157894737
6,Ilford,0.0263157894737
6,Island Gardens,0.0526315789474
6,Kennington,0.0263157894737
6,Kentish Town,0.0526315789474
6,Kenton,0.0263157894737
6,Kew Bridge,0.0263157894737
6,Kew Gardens,0.0789473684211
6,Kilburn,0.0263157894737
6,Kilburn Park,0.0789473684211
6,King George V,0.0263157894737
6,Kings Cross M,0.0263157894737
6,Kings Cross N,0.315789473684
6,Kings Cross T,0.236842105263
6,Kingsbury,0.0263157894737
6,Lambeth North,0.0263157894737
6,Lancaster Gate,0.131578947368
6,Langdon Park,0.0263157894737
6,Leicester Square,0.0263157894737
6,Leyton,0.263157894737
6,Leytonstone,0.289473684211
6,Limehouse DLR,0.0526315789474
6,Liverpool Street,2.26315789474
6,London Bridge,0.236842105263
6,London City Airport,0.447368421053
6,Manor House,0.0263157894737
6,Manor Park,0.0263157894737
6,Marble Arch,0.289473684211
6,Marylebone,0.0263157894737
6,Mile End,0.0526315789474
6,Mill Hill East,0.0263157894737
6,Monument,0.0526315789474
6,Moorgate,0.0526315789474
6,Morden,0.236842105263
6,Mortlake,0.0263157894737
6,Motspur Park,0.0263157894737
6,Mudchute,0.0789473684211
6,Newbury Park,0.157894736842
6,Norbiton,0.0526315789474
6,Norbury,0.0526315789474
6,North Acton,0.578947368421
6,North Greenwich,0.0789473684211
6,Northolt,0.368421052632
6,Notting Hill Gate,0.184210526316
6,Old Street,0.947368421053
6,Oval,0.105263157895
6,Oxford Circus,2.28947368421
6,Paddington,0.131578947368
6,Piccadilly Circus,0.0263157894737
6,Plaistow,0.0789473684211
6,Pontoon Dock,0.0789473684211
6,Poplar,0.0526315789474
6,Putney,0.0526315789474
6,Putney Bridge,0.0263157894737
6,Queens Park,0.0526315789474
6,Ravenscourt Park,0.0263157894737
6,Redbridge,0.0789473684211
6,Romford,0.0526315789474
6,Royal Victoria,0.0526315789474
6,Ruislip Gardens,0.0263157894737
6,Russell Square,0.0526315789474
6,Seven Kings,0.0526315789474
6,Seven Sisters,0.0263157894737
6,Shadwell DLR,0.5
6,Shepherds Bush LU,0.289473684211
6,Sloane Square,0.263157894737
6,South Ealing,0.0263157894737
6,South Kensington,0.394736842105
6,South Quay,0.105263157895
6,South Woodford,0.263157894737
6,Southfields,0.0789473684211
6,Southgate,0.0263157894737
6,Southwark,0.0526315789474
6,St James Street,0.0263157894737
6,St James's Park,0.394736842105
6,St Pauls,0.105263157895
6,Stamford Brook,0.0263157894737
6,Star Lane,0.0263157894737
6,Stepney Green,0.263157894737
6,Stockwell,0.184210526316
6,Stratford,1.28947368421
6,Sudbury Town,0.0263157894737
6,Sutton Surrey,0.131578947368
6,Sydenham SR,0.0263157894737
6,Temple,0.0263157894737
6,Tooting Bec,0.105263157895
6,Tooting Broadway,0.210526315789
6,Tottenham Court Road,1.68421052632
6,Tower Hill,0.315789473684
6,Turnham Green,0.0263157894737
6,Turnpike Lane,0.0789473684211
6,Upney,0.105263157895
6,Upton Park,0.552631578947
6,Victoria,0.5
6,Walthamstow Central,0.0263157894737
6,Warren Street,0.0526315789474
6,Warwick Avenue,0.0263157894737
6,Waterloo,1.84210526316
6,Waterloo JLE,0.0526315789474
6,Watford Met,0.0526315789474
6,Wembley Park,0.0263157894737
6,Westferry,0.0526315789474
6,Westminster,0.131578947368
6,White City,0.0263157894737
6,Whitechapel,0.263157894737
6,Willesden Green,0.210526315789
6,Wimbledon,0.105263157895
6,Wood Green,0.0263157894737
6,Woodford,0.473684210526
6,Woolwich Arsenal NR,0.0526315789474
7,Abbey Road,0.0263157894737
7,Acton Town,0.184210526316
7,Aldgate,0.105263157895
7,Aldgate East,0.5
7,All Saints,0.0263157894737
7,Angel,0.447368421053
7,Archway,0.236842105263
7,Ashfield House C,0.0263157894737
7,Baker Street,0.0263157894737
7,Balham,0.342105263158
7,Bank,0.552631578947
7,Barbican,0.0789473684211
7,Barking,0.421052631579
7,Barkingside,0.0263157894737
7,Barnes,0.0789473684211
7,Barnes Bridge,0.0526315789474
7,Barons Court,0.157894736842
